employee_id,employee_number,first_name,last_name,email,phone,gender,date_of_birth,job_id,department,grade_code,manager_id,location_city,location_country,employment_status,employment_type,hire_date,termination_date,current_salary,currency
EMP0251,E100251,Logan,Robinson,logan.robinson251@corp.example.com,+1-595-407-6013,female,1971-03-03,JOB0251,Data,G10,EMP0855,Austin,US,active,contract,2024-11-24,,176857.11,USD
EMP0252,E100252,Riley,Lewis,riley.lewis252@corp.example.com,+1-221-884-2774,prefer_not_to_say,1994-02-04,JOB0252,Security,G01,EMP0958,New York,US,active,contract,2025-10-27,,59658.37,USD
EMP0253,E100253,Noah,Patel,noah.patel253@corp.example.com,+1-748-395-4690,prefer_not_to_say,1970-02-06,JOB0253,Supply Chain,G08,EMP0808,Bengaluru,IN,on_leave,contract,2024-07-11,,45364.59,INR
EMP0254,E100254,Sofia,Taylor,sofia.taylor254@corp.example.com,+1-365-701-5998,prefer_not_to_say,1970-12-15,JOB0254,Customer Success,G02,EMP0219,Hyderabad,IN,retired,intern,2025-04-16,,20728.98,INR
EMP0255,E100255,Michael,Martin,michael.martin255@corp.example.com,+1-705-395-5758,male,1991-10-17,JOB0255,Facilities,G07,EMP0348,Atlanta,US,active,part_time,2018-05-14,,140845.67,USD
EMP0256,E100256,Scarlett,Lee,scarlett.lee256@corp.example.com,+1-241-898-5156,non_binary,1990-10-16,JOB0256,Marketing,G03,EMP0738,Toronto,CA,retired,intern,2019-05-04,,76127.02,USD
EMP0257,E100257,Yuki,Smith,yuki.smith257@corp.example.com,+1-225-460-8441,female,1985-06-10,JOB0257,Operations,G08,EMP0374,San Francisco,US,terminated,contract,2025-06-17,2025-11-27,152602.17,USD
EMP0258,E100258,Amelia,Clark,amelia.clark258@corp.example.com,+1-253-359-8950,female,1967-01-21,JOB0258,Operations,G03,EMP0489,San Francisco,US,terminated,intern,2018-07-09,2023-10-11,83147.61,USD
EMP0259,E100259,Henry,Hernandez,henry.hernandez259@corp.example.com,+1-369-794-6787,prefer_not_to_say,1991-11-21,JOB0259,Customer Success,G03,EMP0146,Atlanta,US,active,part_time,2025-05-28,,82440.84,USD
EMP0260,E100260,Elijah,Ramirez,elijah.ramirez260@corp.example.com,+1-478-362-4736,female,1987-03-01,JOB0260,Finance,G05,EMP0525,Seattle,US,active,full_time,2017-07-12,,111246.62,USD
EMP0261,E100261,Mason,Johnson,mason.johnson261@corp.example.com,+1-227-886-4967,non_binary,1972-10-04,JOB0261,Supply Chain,G06,EMP0878,Denver,US,active,full_time,2018-05-03,,121248.26,USD
EMP0262,E100262,Jackson,Wilson,jackson.wilson262@corp.example.com,+1-903-388-6124,prefer_not_to_say,1974-12-27,JOB0262,Marketing,G12,EMP0308,New York,US,active,full_time,2022-03-06,,205583.11,USD
EMP0263,E100263,Ananya,Brown,ananya.brown263@corp.example.com,+1-287-955-7914,prefer_not_to_say,1997-04-07,JOB0263,Data,G04,EMP0740,Dallas,US,retired,intern,2019-10-03,,99249.23,USD
EMP0264,E100264,Jack,Smith,jack.smith264@corp.example.com,+1-815-663-1418,female,2000-11-10,JOB0264,Facilities,G04,EMP0231,Hyderabad,IN,retired,intern,2020-01-30,,28987.59,INR
EMP0265,E100265,Arjun,Moore,arjun.moore265@corp.example.com,+1-843-976-1818,male,1965-08-09,JOB0265,Legal,G03,EMP0262,Toronto,CA,retired,part_time,2024-11-01,,72866.27,USD
EMP0266,E100266,Noah,Costa,noah.costa266@corp.example.com,+1-583-542-6158,male,1983-02-27,JOB0266,Customer Success,G08,EMP0424,Hyderabad,IN,terminated,intern,2018-04-09,2023-02-19,45407.57,INR
EMP0267,E100267,Aiden,Khan,aiden.khan267@corp.example.com,+1-208-652-6682,male,1977-11-09,JOB0267,Product,G11,EMP0057,Bengaluru,IN,active,intern,2016-06-18,,58828.15,INR
EMP0268,E100268,Liam,Lewis,liam.lewis268@corp.example.com,+1-632-882-8228,prefer_not_to_say,1995-07-24,JOB0268,IT,G10,EMP0496,New York,US,on_leave,contract,2021-06-27,,180508.06,USD
EMP0269,E100269,Alexander,Wilson,alexander.wilson269@corp.example.com,+1-671-248-3652,male,1984-04-27,JOB0269,Customer Success,G03,EMP0737,Seattle,US,retired,full_time,2025-12-25,,87070.44,USD
EMP0270,E100270,Oliver,Singh,oliver.singh270@corp.example.com,+1-968-985-2097,male,2001-08-26,JOB0270,Product,G04,EMP0621,Chicago,US,active,contract,2022-11-13,,96339.36,USD
EMP0271,E100271,Mia,Thomas,mia.thomas271@corp.example.com,+1-438-363-7380,non_binary,1975-07-22,JOB0271,Engineering,G03,EMP0514,Seattle,US,active,contract,2018-12-15,,85022.36,USD
EMP0272,E100272,Daniel,Williams,daniel.williams272@corp.example.com,+1-472-872-1112,male,1976-05-23,JOB0272,Product,G12,EMP0488,Denver,US,active,part_time,2021-03-21,,204502.86,USD
EMP0273,E100273,Henry,Harris,henry.harris273@corp.example.com,+1-278-683-1918,prefer_not_to_say,1975-07-16,JOB0273,Sales,G01,EMP0968,Chicago,US,on_leave,contract,2018-04-08,,60942.68,USD
EMP0274,E100274,Isabella,Brown,isabella.brown274@corp.example.com,+1-526-251-5837,prefer_not_to_say,1975-11-05,JOB0274,HR,G11,EMP0648,London,UK,on_leave,part_time,2016-08-07,,171473.31,GBP
EMP0275,E100275,Lily,Johnson,lily.johnson275@corp.example.com,+1-345-318-2661,male,1994-01-07,JOB0275,Legal,G11,EMP0591,Denver,US,terminated,intern,2014-05-08,2022-09-25,187083.58,USD
EMP0276,E100276,Logan,Anderson,logan.anderson276@corp.example.com,+1-930-858-3970,female,1985-11-13,JOB0276,Engineering,G04,EMP0589,Hyderabad,IN,active,part_time,2020-07-18,,29367.30,INR
EMP0277,E100277,Wei,Lee,wei.lee277@corp.example.com,+1-610-779-2932,female,1972-06-06,JOB0277,Finance,G02,EMP0488,Hyderabad,IN,active,intern,2015-04-26,,21141.17,INR
EMP0278,E100278,Fatima,Hernandez,fatima.hernandez278@corp.example.com,+1-507-640-9375,female,1995-12-31,JOB0278,Facilities,G11,EMP0032,New York,US,active,part_time,2015-04-03,,188952.05,USD
EMP0279,E100279,Noah,Clark,noah.clark279@corp.example.com,+1-224-630-6386,prefer_not_to_say,1996-05-22,JOB0279,Security,G12,EMP0172,Hyderabad,IN,active,part_time,2019-08-29,,62128.89,INR
EMP0280,E100280,Omar,Garcia,omar.garcia280@corp.example.com,+1-760-746-4531,male,1965-09-21,JOB0280,Operations,G01,EMP0842,Denver,US,active,contract,2015-10-29,,57511.75,USD
EMP0281,E100281,Elijah,Silva,elijah.silva281@corp.example.com,+1-886-379-5874,prefer_not_to_say,1977-04-03,JOB0281,Product,G01,EMP0330,Hyderabad,IN,on_leave,contract,2024-12-05,,18060.25,INR
EMP0282,E100282,Michael,Garcia,michael.garcia282@corp.example.com,+1-316-691-7611,male,1993-09-28,JOB0282,Security,G02,EMP0378,Dallas,US,terminated,full_time,2020-03-30,2024-04-10,69146.45,USD
EMP0283,E100283,Grace,Singh,grace.singh283@corp.example.com,+1-903-859-8757,female,2004-07-26,JOB0283,IT,G10,EMP0130,Denver,US,active,intern,2025-03-22,,178547.70,USD
EMP0284,E100284,Liam,Walker,liam.walker284@corp.example.com,+1-525-561-9457,female,1982-10-23,JOB0284,Product,G08,EMP0872,Denver,US,terminated,intern,2023-12-05,2026-06-03,150889.02,USD
EMP0285,E100285,Ava,Garcia,ava.garcia285@corp.example.com,+1-958-396-9650,non_binary,1990-01-10,JOB0285,Security,G08,EMP0503,Hyderabad,IN,active,intern,2024-03-26,,45183.88,INR
EMP0286,E100286,Ananya,Miller,ananya.miller286@corp.example.com,+1-670-213-8008,non_binary,1981-12-02,JOB0286,IT,G10,EMP0315,Austin,US,active,intern,2015-10-20,,179503.59,USD
EMP0287,E100287,Abigail,Anderson,abigail.anderson287@corp.example.com,+1-524-307-8546,male,1988-08-29,JOB0287,Marketing,G07,EMP0328,Bengaluru,IN,terminated,contract,2025-01-25,2025-06-10,41355.59,INR
EMP0288,E100288,Emily,Smith,emily.smith288@corp.example.com,+1-395-622-5800,male,1967-08-06,JOB0288,Marketing,G07,EMP0722,New York,US,terminated,part_time,2016-05-28,2026-05-06,139053.19,USD
EMP0289,E100289,Abigail,Robinson,abigail.robinson289@corp.example.com,+1-442-588-6243,female,1993-06-22,JOB0289,Legal,G02,EMP0108,Austin,US,retired,intern,2024-11-18,,69013.69,USD
EMP0290,E100290,Chloe,Perez,chloe.perez290@corp.example.com,+1-814-445-8935,prefer_not_to_say,1981-10-10,JOB0290,HR,G02,EMP0619,Dallas,US,active,contract,2018-10-05,,73270.98,USD
EMP0291,E100291,Zoey,Johnson,zoey.johnson291@corp.example.com,+1-886-407-6222,female,2000-12-25,JOB0291,Engineering,G08,EMP0920,Dallas,US,active,full_time,2015-10-18,,150892.77,USD
EMP0292,E100292,Henry,Thomas,henry.thomas292@corp.example.com,+1-804-519-9580,prefer_not_to_say,1986-12-23,JOB0292,Product,G10,EMP0418,London,UK,on_leave,part_time,2018-05-13,,161796.99,GBP
EMP0293,E100293,Wei,Brown,wei.brown293@corp.example.com,+1-506-356-3539,male,1972-02-25,JOB0293,Finance,G10,EMP0605,Chicago,US,active,full_time,2024-08-21,,177627.43,USD
EMP0294,E100294,Sofia,Johnson,sofia.johnson294@corp.example.com,+1-723-730-6631,prefer_not_to_say,1968-03-13,JOB0294,Facilities,G10,EMP0841,Austin,US,active,full_time,2018-03-16,,177674.36,USD
EMP0295,E100295,Mason,Lopez,mason.lopez295@corp.example.com,+1-792-901-5361,male,1980-02-19,JOB0295,Marketing,G11,EMP0770,Atlanta,US,on_leave,part_time,2022-05-11,,187951.72,USD
EMP0296,E100296,Nora,Perez,nora.perez296@corp.example.com,+1-649-359-6210,female,1993-03-17,JOB0296,Marketing,G05,EMP0676,London,UK,retired,full_time,2023-07-04,,100969.36,GBP
EMP0297,E100297,Michael,Davis,michael.davis297@corp.example.com,+1-761-281-4744,prefer_not_to_say,1968-11-03,JOB0297,Product,G04,EMP0103,San Francisco,US,active,contract,2018-02-08,,98407.21,USD
EMP0298,E100298,Mason,Costa,mason.costa298@corp.example.com,+1-424-660-1446,non_binary,1971-07-25,JOB0298,Marketing,G07,EMP0883,London,UK,active,part_time,2025-01-16,,124577.00,GBP
EMP0299,E100299,Jackson,Jackson,jackson.jackson299@corp.example.com,+1-594-578-3055,female,1997-12-14,JOB0299,IT,G03,EMP0315,London,UK,terminated,part_time,2018-03-31,2023-03-18,80087.52,GBP
EMP0300,E100300,Michael,Smith,michael.smith300@corp.example.com,+1-291-205-3559,prefer_not_to_say,2000-09-07,JOB0300,Security,G06,EMP0094,Seattle,US,active,part_time,2014-09-30,,122888.90,USD
EMP0301,E100301,Henry,Murphy,henry.murphy301@corp.example.com,+1-474-492-5259,female,2004-08-27,JOB0301,Supply Chain,G05,EMP0684,Hyderabad,IN,on_leave,full_time,2026-06-24,,34020.04,INR
EMP0302,E100302,Evelyn,Anderson,evelyn.anderson302@corp.example.com,+1-948-913-8135,female,1984-10-10,JOB0302,HR,G01,EMP0402,Chicago,US,retired,intern,2024-05-23,,58048.35,USD
EMP0303,E100303,Nora,Rodriguez,nora.rodriguez303@corp.example.com,+1-693-815-9762,male,1966-06-26,JOB0303,Legal,G07,EMP0991,Hyderabad,IN,active,intern,2020-09-08,,42042.99,INR
EMP0304,E100304,Riley,Kim,riley.kim304@corp.example.com,+1-234-576-4366,male,1977-12-30,JOB0304,Customer Success,G09,EMP0847,San Francisco,US,active,intern,2018-12-30,,162966.28,USD
EMP0305,E100305,Benjamin,Ali,benjamin.ali305@corp.example.com,+1-205-808-7984,female,2002-02-23,JOB0305,Supply Chain,G06,EMP0532,Seattle,US,active,intern,2015-02-24,,125899.49,USD
EMP0306,E100306,Alexander,Rodriguez,alexander.rodriguez306@corp.example.com,+1-354-896-4303,prefer_not_to_say,1992-05-20,JOB0306,IT,G03,EMP0406,London,UK,on_leave,part_time,2021-08-08,,76953.77,GBP
EMP0307,E100307,Mason,Martinez,mason.martinez307@corp.example.com,+1-990-211-2824,female,1990-09-15,JOB0307,Facilities,G08,EMP0187,San Francisco,US,active,full_time,2025-03-23,,151305.13,USD
EMP0308,E100308,Grace,Harris,grace.harris308@corp.example.com,+1-890-219-2069,prefer_not_to_say,1977-10-23,JOB0308,Marketing,G06,EMP0315,Seattle,US,active,full_time,2014-09-10,,121988.18,USD
EMP0309,E100309,Ella,Rodriguez,ella.rodriguez309@corp.example.com,+1-526-343-9310,non_binary,1983-08-13,JOB0309,HR,G07,EMP0952,Chicago,US,on_leave,intern,2016-12-06,,136527.18,USD
EMP0310,E100310,Olivia,Rodriguez,olivia.rodriguez310@corp.example.com,+1-642-311-1997,male,1967-06-24,JOB0310,HR,G02,EMP0233,Chicago,US,active,contract,2022-05-14,,73733.79,USD
EMP0311,E100311,Isabella,White,isabella.white311@corp.example.com,+1-510-936-1751,female,1968-05-27,JOB0311,HR,G08,EMP0150,Toronto,CA,active,full_time,2025-10-31,,128942.78,USD
EMP0312,E100312,Benjamin,Thomas,benjamin.thomas312@corp.example.com,+1-277-863-6728,male,2001-05-11,JOB0312,Facilities,G10,EMP0860,Austin,US,retired,full_time,2017-12-23,,178430.88,USD
EMP0313,E100313,Emily,Walker,emily.walker313@corp.example.com,+1-603-904-4235,non_binary,1980-04-28,JOB0313,Customer Success,G07,EMP0700,New York,US,retired,intern,2015-01-24,,135570.22,USD
EMP0314,E100314,Ella,Martinez,ella.martinez314@corp.example.com,+1-883-880-7982,prefer_not_to_say,1974-04-24,JOB0314,Security,G04,EMP0348,Dallas,US,terminated,contract,2024-04-09,2024-09-03,94872.46,USD
EMP0315,E100315,Aiden,Martin,aiden.martin315@corp.example.com,+1-389-762-7132,non_binary,1982-08-02,JOB0315,Finance,G01,EMP0933,London,UK,terminated,full_time,2025-01-25,2026-04-28,52963.68,GBP
EMP0316,E100316,Mason,Martin,mason.martin316@corp.example.com,+1-285-526-2473,female,1976-05-28,JOB0316,HR,G11,EMP0476,Seattle,US,active,intern,2017-12-28,,187949.55,USD
EMP0317,E100317,Ella,Harris,ella.harris317@corp.example.com,+1-676-571-5861,male,1983-02-07,JOB0317,Legal,G02,EMP0197,Toronto,CA,active,part_time,2015-07-02,,59772.50,USD
EMP0318,E100318,Fatima,Khan,fatima.khan318@corp.example.com,+1-856-427-8705,prefer_not_to_say,1971-07-23,JOB0318,Operations,G03,EMP0070,Chicago,US,active,contract,2020-11-06,,86914.78,USD
EMP0319,E100319,Jack,Clark,jack.clark319@corp.example.com,+1-880-315-6702,female,1965-06-20,JOB0319,Facilities,G01,EMP0178,Hyderabad,IN,retired,part_time,2024-02-02,,17428.20,INR
EMP0320,E100320,Jackson,Kim,jackson.kim320@corp.example.com,+1-467-229-7435,prefer_not_to_say,2001-01-04,JOB0320,Engineering,G02,EMP0795,Atlanta,US,terminated,full_time,2023-01-31,2024-08-15,71946.72,USD
EMP0321,E100321,Henry,Clark,henry.clark321@corp.example.com,+1-990-344-4760,female,1966-12-05,JOB0321,Facilities,G07,EMP0833,Chicago,US,active,part_time,2025-07-21,,138038.45,USD
EMP0322,E100322,Noah,Lee,noah.lee322@corp.example.com,+1-535-855-4690,prefer_not_to_say,1989-12-10,JOB0322,IT,G06,EMP0620,Seattle,US,active,intern,2022-04-05,,121183.46,USD
EMP0323,E100323,Sofia,Brown,sofia.brown323@corp.example.com,+1-769-883-4763,prefer_not_to_say,1976-05-07,JOB0323,Legal,G06,EMP0074,Austin,US,active,intern,2021-05-02,,123738.33,USD
EMP0324,E100324,Sophia,Jones,sophia.jones324@corp.example.com,+1-644-807-7341,male,1998-04-27,JOB0324,Facilities,G01,EMP0337,Dallas,US,active,full_time,2020-12-08,,60300.43,USD
EMP0325,E100325,Grace,Taylor,grace.taylor325@corp.example.com,+1-756-885-5617,non_binary,1970-05-27,JOB0325,HR,G02,EMP0751,Bengaluru,IN,terminated,contract,2014-06-10,2021-01-22,21233.57,INR
EMP0326,E100326,Ananya,Moore,ananya.moore326@corp.example.com,+1-614-948-5296,prefer_not_to_say,1997-03-19,JOB0326,Operations,G10,EMP0914,Dallas,US,on_leave,intern,2019-11-14,,180195.49,USD
EMP0327,E100327,Grace,Harris,grace.harris327@corp.example.com,+1-294-507-2625,female,1988-05-08,JOB0327,Operations,G11,EMP0004,Dallas,US,retired,intern,2026-05-31,,189837.02,USD
EMP0328,E100328,Yuki,Khan,yuki.khan328@corp.example.com,+1-623-281-7695,non_binary,1966-06-18,JOB0328,Legal,G05,EMP0194,Austin,US,terminated,intern,2015-03-29,2018-02-25,109500.72,USD
EMP0329,E100329,Ananya,Khan,ananya.khan329@corp.example.com,+1-809-465-8786,male,1974-10-08,JOB0329,Operations,G06,EMP0409,Bengaluru,IN,active,intern,2023-11-22,,38033.21,INR
EMP0330,E100330,Mateo,Lee,mateo.lee330@corp.example.com,+1-617-412-9325,non_binary,1968-11-18,JOB0330,Customer Success,G06,EMP0205,Seattle,US,on_leave,part_time,2023-02-09,,124760.74,USD
EMP0331,E100331,Abigail,Lewis,abigail.lewis331@corp.example.com,+1-501-535-7949,prefer_not_to_say,1970-03-26,JOB0331,IT,G08,EMP0384,London,UK,active,part_time,2021-06-04,,139734.29,GBP
EMP0332,E100332,Riley,Jackson,riley.jackson332@corp.example.com,+1-232-681-8726,prefer_not_to_say,1995-01-19,JOB0332,IT,G12,EMP0263,Seattle,US,active,full_time,2019-10-20,,200716.81,USD
EMP0333,E100333,Henry,Rodriguez,henry.rodriguez333@corp.example.com,+1-809-425-9639,prefer_not_to_say,1980-03-23,JOB0333,Supply Chain,G11,EMP0994,New York,US,terminated,contract,2024-06-19,2025-03-01,187402.39,USD
EMP0334,E100334,Noah,Robinson,noah.robinson334@corp.example.com,+1-358-560-7590,prefer_not_to_say,1972-04-17,JOB0334,Data,G10,EMP0940,Bengaluru,IN,active,full_time,2021-02-25,,52874.10,INR
EMP0335,E100335,Scarlett,Silva,scarlett.silva335@corp.example.com,+1-928-530-1539,non_binary,1974-12-20,JOB0335,Facilities,G08,EMP0404,New York,US,active,contract,2014-04-27,,147554.58,USD
EMP0336,E100336,Jacob,Hernandez,jacob.hernandez336@corp.example.com,+1-918-576-2759,male,1977-09-01,JOB0336,Facilities,G02,EMP0951,New York,US,retired,full_time,2019-04-18,,67880.49,USD
EMP0337,E100337,Scarlett,Khan,scarlett.khan337@corp.example.com,+1-559-859-6808,non_binary,1997-06-07,JOB0337,Data,G06,EMP0321,Dallas,US,retired,intern,2020-10-19,,127522.28,USD
EMP0338,E100338,Henry,Garcia,henry.garcia338@corp.example.com,+1-991-725-2988,female,1971-04-16,JOB0338,Facilities,G10,EMP0559,Dallas,US,terminated,intern,2025-10-16,2026-06-28,175019.22,USD
EMP0339,E100339,Benjamin,Hernandez,benjamin.hernandez339@corp.example.com,+1-736-706-5296,female,1978-08-02,JOB0339,Engineering,G05,EMP0636,Chicago,US,active,full_time,2014-10-20,,109724.71,USD
EMP0340,E100340,Harper,Moore,harper.moore340@corp.example.com,+1-328-393-8455,female,1971-11-01,JOB0340,Facilities,G11,EMP0148,London,UK,active,contract,2022-05-04,,172689.09,GBP
EMP0341,E100341,Sebastian,Ali,sebastian.ali341@corp.example.com,+1-500-734-8295,prefer_not_to_say,1983-06-04,JOB0341,Operations,G11,EMP0687,Bengaluru,IN,active,contract,2016-09-19,,57116.93,INR
EMP0342,E100342,Wei,Martinez,wei.martinez342@corp.example.com,+1-919-374-3513,non_binary,1982-01-20,JOB0342,Security,G03,EMP0316,Chicago,US,active,full_time,2022-10-20,,85023.69,USD
EMP0343,E100343,Isabella,Ramirez,isabella.ramirez343@corp.example.com,+1-242-430-9744,prefer_not_to_say,1996-12-04,JOB0343,Product,G05,EMP0894,San Francisco,US,retired,contract,2024-05-06,,112529.91,USD
EMP0344,E100344,Arjun,Davis,arjun.davis344@corp.example.com,+1-291-285-7548,prefer_not_to_say,1971-07-11,JOB0344,Finance,G02,EMP0908,Dallas,US,retired,intern,2017-06-19,,73942.44,USD
EMP0345,E100345,Owen,Chen,owen.chen345@corp.example.com,+1-336-676-9816,non_binary,1983-03-20,JOB0345,IT,G01,EMP0797,Dallas,US,active,intern,2020-04-27,,57678.80,USD
EMP0346,E100346,Zoey,Clark,zoey.clark346@corp.example.com,+1-412-625-3815,prefer_not_to_say,1966-10-29,JOB0346,Facilities,G11,EMP0460,Austin,US,retired,intern,2026-04-28,,192202.09,USD
EMP0347,E100347,Ethan,Lewis,ethan.lewis347@corp.example.com,+1-836-695-2635,male,1995-10-20,JOB0347,Sales,G06,EMP0355,Chicago,US,active,intern,2018-04-10,,124850.57,USD
EMP0348,E100348,Emma,Martinez,emma.martinez348@corp.example.com,+1-327-407-1625,female,1974-02-04,JOB0348,HR,G12,EMP0411,New York,US,active,full_time,2020-01-23,,202755.04,USD
EMP0349,E100349,Oliver,Miller,oliver.miller349@corp.example.com,+1-242-982-7868,female,1976-08-07,JOB0349,Operations,G07,EMP0373,San Francisco,US,active,contract,2014-01-01,,136660.29,USD
EMP0350,E100350,Chloe,Sanchez,chloe.sanchez350@corp.example.com,+1-321-595-9778,non_binary,1965-02-07,JOB0350,Product,G10,EMP0027,Dallas,US,retired,intern,2019-08-18,,175789.31,USD
EMP0351,E100351,Michael,Jackson,michael.jackson351@corp.example.com,+1-796-589-1584,female,1968-03-10,JOB0351,Marketing,G05,EMP0935,Atlanta,US,on_leave,intern,2025-10-17,,113660.33,USD
EMP0352,E100352,Ananya,Thomas,ananya.thomas352@corp.example.com,+1-349-275-1814,prefer_not_to_say,2000-12-01,JOB0352,Sales,G09,EMP0234,Denver,US,active,full_time,2014-09-13,,162000.19,USD
EMP0353,E100353,Omar,Wilson,omar.wilson353@corp.example.com,+1-402-657-1195,prefer_not_to_say,1977-12-05,JOB0353,Security,G09,EMP0587,Hyderabad,IN,on_leave,full_time,2022-08-09,,49772.84,INR
EMP0354,E100354,Harper,White,harper.white354@corp.example.com,+1-870-267-3083,female,1981-01-04,JOB0354,Operations,G05,EMP0201,San Francisco,US,on_leave,intern,2020-05-11,,110252.97,USD
EMP0355,E100355,Scarlett,Silva,scarlett.silva355@corp.example.com,+1-915-493-8550,prefer_not_to_say,1968-07-19,JOB0355,IT,G03,EMP0795,Seattle,US,on_leave,full_time,2018-10-20,,83763.08,USD
EMP0356,E100356,Daniel,Ali,daniel.ali356@corp.example.com,+1-894-856-1993,non_binary,2003-05-15,JOB0356,HR,G06,EMP0181,Chicago,US,active,full_time,2020-01-27,,124106.80,USD
EMP0357,E100357,Oliver,Jackson,oliver.jackson357@corp.example.com,+1-390-804-8357,female,2002-06-10,JOB0357,Sales,G02,EMP0359,Hyderabad,IN,on_leave,contract,2023-03-16,,20673.45,INR
EMP0358,E100358,Logan,Walker,logan.walker358@corp.example.com,+1-592-733-7373,female,2004-02-22,JOB0358,IT,G10,EMP0952,Hyderabad,IN,active,intern,2025-09-22,,54304.51,INR
EMP0359,E100359,Henry,Lopez,henry.lopez359@corp.example.com,+1-493-903-5019,female,1983-11-04,JOB0359,Product,G05,EMP0534,London,UK,active,intern,2025-02-21,,99491.98,GBP
EMP0360,E100360,Harper,Rodriguez,harper.rodriguez360@corp.example.com,+1-518-528-6857,male,1966-05-29,JOB0360,Sales,G11,EMP0926,New York,US,active,intern,2017-07-25,,187309.47,USD
EMP0361,E100361,Ananya,Silva,ananya.silva361@corp.example.com,+1-442-909-4624,male,1980-06-04,JOB0361,Legal,G01,EMP0628,Atlanta,US,terminated,part_time,2025-09-13,2026-06-11,55699.32,USD
EMP0362,E100362,Owen,Lee,owen.lee362@corp.example.com,+1-396-313-3699,non_binary,1983-03-15,JOB0362,Sales,G05,EMP0746,Dallas,US,active,part_time,2022-08-21,,112338.82,USD
EMP0363,E100363,Zoey,Smith,zoey.smith363@corp.example.com,+1-260-216-5486,female,1978-03-26,JOB0363,Engineering,G09,EMP0231,Dallas,US,retired,full_time,2019-03-22,,165525.26,USD
EMP0364,E100364,Ava,Davis,ava.davis364@corp.example.com,+1-375-907-1210,male,1990-07-15,JOB0364,Marketing,G09,EMP0836,Toronto,CA,terminated,contract,2026-02-04,2026-04-16,143317.06,USD
EMP0365,E100365,Chloe,Chen,chloe.chen365@corp.example.com,+1-236-912-6927,non_binary,1969-07-06,JOB0365,Product,G02,EMP0513,Austin,US,terminated,intern,2022-12-08,2024-11-20,71549.14,USD
EMP0366,E100366,Amelia,Miller,amelia.miller366@corp.example.com,+1-290-519-8555,non_binary,1985-11-23,JOB0366,Sales,G06,EMP0335,Atlanta,US,on_leave,contract,2021-09-17,,123637.71,USD
EMP0367,E100367,Elena,Chen,elena.chen367@corp.example.com,+1-502-849-3206,prefer_not_to_say,1968-12-10,JOB0367,Finance,G08,EMP0440,Toronto,CA,active,part_time,2019-06-16,,133097.43,USD
EMP0368,E100368,Omar,Murphy,omar.murphy368@corp.example.com,+1-293-609-4440,female,1968-10-27,JOB0368,IT,G05,EMP0662,San Francisco,US,active,contract,2022-12-31,,108706.56,USD
EMP0369,E100369,Chloe,Harris,chloe.harris369@corp.example.com,+1-766-749-3510,non_binary,1974-11-06,JOB0369,Legal,G07,EMP0238,Chicago,US,active,contract,2015-10-29,,135453.26,USD
EMP0370,E100370,Grace,Brown,grace.brown370@corp.example.com,+1-201-247-2888,female,1989-01-26,JOB0370,Finance,G11,EMP0332,Toronto,CA,active,contract,2018-03-19,,162709.55,USD
EMP0371,E100371,Logan,Kim,logan.kim371@corp.example.com,+1-349-917-6073,male,1986-09-24,JOB0371,Finance,G12,EMP0354,Hyderabad,IN,active,intern,2024-11-22,,61082.52,INR
EMP0372,E100372,Elena,Lewis,elena.lewis372@corp.example.com,+1-358-227-7936,male,1982-01-19,JOB0372,Legal,G10,EMP0098,Austin,US,active,intern,2023-09-21,,175599.43,USD
EMP0373,E100373,Mateo,Murphy,mateo.murphy373@corp.example.com,+1-299-541-3994,male,1975-06-28,JOB0373,Operations,G08,EMP0672,Austin,US,terminated,part_time,2018-08-21,2020-01-24,150863.80,USD
EMP0374,E100374,Zoey,Khan,zoey.khan374@corp.example.com,+1-744-658-5978,male,1970-10-08,JOB0374,Supply Chain,G11,EMP0800,Toronto,CA,active,part_time,2018-05-20,,165185.98,USD
EMP0375,E100375,Yuki,Robinson,yuki.robinson375@corp.example.com,+1-483-672-3477,prefer_not_to_say,1983-07-22,JOB0375,Legal,G09,EMP0388,Atlanta,US,retired,part_time,2018-03-27,,166278.40,USD
EMP0376,E100376,Owen,Silva,owen.silva376@corp.example.com,+1-870-554-2596,non_binary,1983-01-07,JOB0376,Finance,G02,EMP0218,Seattle,US,terminated,part_time,2019-08-09,2020-11-23,72116.92,USD
EMP0377,E100377,Nora,Taylor,nora.taylor377@corp.example.com,+1-502-481-5537,female,1986-05-10,JOB0377,Supply Chain,G02,EMP0509,San Francisco,US,active,part_time,2021-08-06,,71219.30,USD
EMP0378,E100378,Abigail,Moore,abigail.moore378@corp.example.com,+1-658-823-6094,female,1975-04-05,JOB0378,Operations,G05,EMP0132,Hyderabad,IN,active,contract,2016-01-16,,33527.59,INR
EMP0379,E100379,Jackson,Johnson,jackson.johnson379@corp.example.com,+1-372-630-5116,male,1976-02-25,JOB0379,Finance,G06,EMP0073,Chicago,US,on_leave,part_time,2015-09-14,,126776.04,USD
EMP0380,E100380,Mateo,Kim,mateo.kim380@corp.example.com,+1-981-672-7582,female,1981-05-23,JOB0380,Marketing,G12,EMP0616,Hyderabad,IN,terminated,contract,2025-06-11,2025-11-18,62335.01,INR
EMP0381,E100381,Liam,Jones,liam.jones381@corp.example.com,+1-745-330-5107,non_binary,1974-09-13,JOB0381,IT,G06,EMP0329,Dallas,US,active,contract,2022-01-15,,123930.51,USD
