case_id,customer_id,case_type,assigned_agent,opened_date,closed_date,status
CSE57D81960A0,CUST100034288,Retention Save,Edwin Williams,2026-03-24,2026-04-05,Pending Customer Response
CSE4E317FC1B2,CUST100057442,Escalated Complaint,Jasmine Miller,2026-01-25,,Pending Customer Response
CSE71CF6ADAFD,CUST100052803,Escalated Complaint,Matthew Hansen,2026-01-20,2026-01-26,Closed
CSE35A7C7D514,CUST100036068,Escalated Complaint,David Moore,2026-01-26,,Closed
CSEE14E08B361,CUST100035890,Retention Save,Diana Rogers,2026-01-15,,Pending Customer Response
CSE547CE96CE2,CUST100010027,Retention Save,Renee Washington,2026-01-21,2026-01-22,Closed
CSEFADCFFC237,CUST100065969,Contract Dispute,Thomas Chavez,2026-06-24,,Closed
CSE2F1ECE3F9C,CUST100083933,Retention Save,Colleen Williams,2026-07-16,2026-08-21,Closed
CSE7172CF3426,CUST100060562,Retention Save,Allison Baird,2026-01-07,,Open
CSE08B82FD25E,CUST100089561,Contract Dispute,Michael Johnson,2026-02-27,2026-04-02,Open
CSEB309092396,CUST100046693,Contract Dispute,Kim Ray,2026-02-09,2026-03-01,Closed
CSE276A76CCA4,CUST100009901,Contract Dispute,Matthew Ford,2026-06-13,2026-07-11,Open
CSE6F957ABA5E,CUST100028259,Contract Dispute,Mathew Watkins,2026-07-13,,Open
CSEF5222AD1FE,CUST100059647,Fraud Investigation,Richard Kelley,2026-05-03,2026-06-05,Closed
CSE0E5DDD4EA9,CUST100009160,Warranty Claim,Kimberly Fox,2026-01-21,2026-03-03,Open
CSE3951B335A2,CUST100072513,Retention Save,Lauren Bowman,2026-07-19,2026-08-04,Closed
CSEE0BEB58740,CUST100063433,Fraud Investigation,Andrew Long,2026-05-15,2026-06-24,Closed
CSE3A038F79B1,CUST100050566,Fraud Investigation,Richard Johnson,2026-06-02,2026-06-04,Closed
CSE61778AFAA9,CUST100084614,Retention Save,Stephanie Griffith MD,2026-03-04,2026-04-08,Closed
CSE18EE8B7C91,CUST100089977,Contract Dispute,Gary Hood,2026-04-06,2026-04-28,Pending Customer Response
CSEAB49A2622B,CUST100095852,Retention Save,Steven Spencer,2026-03-04,2026-04-02,Open
CSE5E2D0DA3E4,CUST100022529,Contract Dispute,Vincent Martinez,2026-03-30,2026-05-13,Closed
CSEAD22309140,CUST100086836,Warranty Claim,Christopher Jones,2026-06-13,,Closed
CSE1637262863,CUST100013678,Escalated Complaint,Lauren Fox,2026-03-01,2026-03-07,Pending Customer Response
CSE927231C729,CUST100095214,Escalated Complaint,Albert Murray,2026-02-28,,Closed
CSE2FC89E6C69,CUST100087956,Fraud Investigation,Heather Duncan,2026-07-19,2026-08-10,Closed
CSE1190005940,CUST100086048,Escalated Complaint,Debra Shannon,2026-07-18,,Closed
CSE02B4B760B6,CUST100004578,Fraud Investigation,Eric Jordan,2026-03-31,,Closed
CSE62366588DC,CUST100040161,Fraud Investigation,Heather Cook,2026-05-04,2026-05-30,Closed
CSE5BE9A28157,CUST100097587,Contract Dispute,Michael Cunningham,2026-05-04,2026-05-11,Closed
CSEA6B3BF0B6F,CUST100098036,Retention Save,Elizabeth Cummings,2026-01-08,2026-01-10,Open
CSE7DA843E7AF,CUST100052660,Fraud Investigation,Shaun Lucas,2026-05-23,,Closed
CSEF164E5E062,CUST100020364,Escalated Complaint,David Shaw,2026-06-20,,Closed
CSEF712E71207,CUST100086754,Warranty Claim,Sherry Owens,2026-04-23,,Closed
CSEAA067FEB9A,CUST100027900,Retention Save,Cameron Martinez,2026-01-23,2026-03-04,Closed
CSEC8E4A7B74C,CUST100006374,Escalated Complaint,Juan Mcdowell,2026-02-08,2026-02-09,Closed
CSEDABA44177F,CUST100014859,Retention Save,Nicholas Garcia,2026-01-28,2026-02-08,Closed
CSE3931EDF7BF,CUST100035390,Escalated Complaint,Kevin Ross,2026-04-30,2026-05-12,Closed
CSE48F2A11D8B,CUST100036932,Fraud Investigation,Jennifer Brennan,2026-02-26,2026-04-07,Closed
CSEBBEB1849BA,CUST100066574,Escalated Complaint,Steven Porter,2026-01-08,,Closed
CSE93B1115A69,CUST100007885,Contract Dispute,Carlos Bell,2026-02-15,2026-03-28,Closed
CSEE9F3F9D25B,CUST100093733,Retention Save,Jocelyn Mahoney,2026-05-16,2026-05-19,Closed
CSE2BBADCB985,CUST100091373,Retention Save,Michael Castillo,2026-03-24,2026-03-25,Closed
CSEEF73787A23,CUST100013142,Retention Save,Alex Lee,2026-01-11,2026-02-12,Closed
CSE7FBFA21AE2,CUST100086080,Contract Dispute,Jessica Lindsey,2026-07-17,,Closed
CSE549A7CF1B4,CUST100033557,Escalated Complaint,Robin Lewis,2026-01-04,2026-02-01,Closed
CSE338F7D6697,CUST100090566,Fraud Investigation,Hunter Lee,2026-01-09,2026-01-11,Pending Customer Response
CSECD74D94B61,CUST100062783,Escalated Complaint,Guy Cortez,2026-01-11,2026-01-30,Closed
CSE8B37A25345,CUST100088470,Warranty Claim,Tyler Sheppard,2026-05-10,,Closed
CSE647367BEE7,CUST100078877,Fraud Investigation,Patricia Becker,2026-01-09,2026-02-17,Closed
CSE13AC40F058,CUST100079389,Escalated Complaint,Kenneth Tran,2026-03-24,,Pending Customer Response
CSE98820D6043,CUST100038924,Fraud Investigation,James Davis,2026-05-23,2026-06-10,Closed
CSE7F116A37C2,CUST100045850,Warranty Claim,Michael Gallagher,2026-05-27,,Open
CSE39F3A1B13C,CUST100054040,Retention Save,Christina Barker,2026-01-14,2026-01-29,Pending Customer Response
CSE0A07F3FF16,CUST100053817,Fraud Investigation,Joshua Hill,2026-07-19,2026-08-09,Closed
CSE071AFFEBB4,CUST100037279,Contract Dispute,Alyssa Garcia,2026-07-01,2026-07-07,Closed
CSEEFDF0B84A4,CUST100044766,Warranty Claim,Adam Jackson,2026-05-13,2026-06-17,Closed
CSE55C10F80A4,CUST100098853,Warranty Claim,Adriana Silva,2026-01-12,2026-02-10,Closed
CSE00D8122747,CUST100077171,Warranty Claim,Mary Murray,2026-01-31,2026-02-10,Closed
CSED9A730B1CC,CUST100008892,Warranty Claim,Amy Stewart,2026-05-03,2026-05-22,Pending Customer Response
CSED40A48257E,CUST100084738,Retention Save,Paul Jackson,2026-04-01,,Pending Customer Response
CSEE5EF4B4C0F,CUST100031617,Retention Save,Jesse Waters,2026-03-18,,Closed
CSEB5FE56CBF1,CUST100072829,Fraud Investigation,Jason Franco,2026-01-13,2026-02-15,Open
CSEB8733C8B5A,CUST100028177,Fraud Investigation,Marcus Chavez,2026-04-21,2026-05-30,Open
CSE1EF378F187,CUST100084494,Escalated Complaint,Larry Kim,2026-04-01,2026-04-28,Closed
CSE3784BBEA23,CUST100041556,Contract Dispute,David Chambers,2026-04-08,2026-04-24,Closed
CSE31D9B95151,CUST100071375,Retention Save,Nicole Lucas,2026-05-23,2026-06-17,Open
CSEA806DC3066,CUST100048662,Retention Save,Veronica Chapman,2026-07-21,2026-08-01,Open
CSE01A607CB04,CUST100073057,Retention Save,Caroline Briggs MD,2026-01-22,2026-01-31,Closed
CSE5DAC54FA3C,CUST100037936,Escalated Complaint,Sean Leon,2026-04-22,,Closed
CSE9DEAAC1F1E,CUST100030597,Fraud Investigation,Tammy Mendez DDS,2026-01-02,2026-01-22,Open
CSE35B076FBF7,CUST100053697,Contract Dispute,David Camacho,2026-01-15,2026-02-28,Closed
CSEF9F58A6288,CUST100017332,Escalated Complaint,Gabriela Rose,2026-02-16,2026-02-23,Closed
CSE77AA799020,CUST100082793,Fraud Investigation,Caitlin Taylor,2026-05-23,,Pending Customer Response
CSE9382BA19BE,CUST100051431,Fraud Investigation,Nancy Reyes,2026-02-03,2026-02-15,Closed
CSE7E1504B14F,CUST100095809,Retention Save,Michael Bradley,2026-01-07,2026-01-14,Closed
CSE835813855B,CUST100012877,Escalated Complaint,Kathryn Gonzalez,2026-02-15,,Pending Customer Response
CSE965043262B,CUST100067124,Contract Dispute,Margaret Ortiz,2026-04-16,2026-04-19,Closed
CSE2FE3C0EFE7,CUST100085020,Warranty Claim,Joseph Williams,2026-02-09,,Closed
CSE5925D554F0,CUST100039721,Fraud Investigation,Melissa Davis,2026-07-05,2026-07-17,Open
CSE10211C2D48,CUST100071540,Warranty Claim,Justin Brown,2026-01-09,,Closed
CSE6E4AF3097B,CUST100055272,Retention Save,Michelle Steele,2026-03-10,2026-04-13,Closed
CSEA6229489A0,CUST100083851,Contract Dispute,Edward Campbell,2026-06-23,2026-07-21,Closed
CSEE0D94CD0A7,CUST100054465,Warranty Claim,Jason Singh,2026-01-21,2026-02-11,Open
CSE1F6F996C43,CUST100015185,Fraud Investigation,Robert Reyes,2026-02-16,2026-02-21,Closed
CSE8A2DDC697B,CUST100096447,Contract Dispute,Michelle Cummings,2026-07-16,2026-07-30,Open
CSE8337BA64FE,CUST100050057,Retention Save,Marissa Joseph,2026-03-03,2026-03-25,Closed
CSE934CFA1B70,CUST100083797,Warranty Claim,Tracy Mullen,2026-04-28,,Closed
CSEA2CAAD5D33,CUST100013545,Fraud Investigation,Amy King,2026-02-23,,Open
CSEDE7A2BCED9,CUST100022206,Escalated Complaint,Nicole Harmon,2026-01-19,,Closed
CSEFFB207B825,CUST100004321,Warranty Claim,Johnny Beck,2026-02-14,2026-03-07,Closed
CSE28B6731496,CUST100044032,Escalated Complaint,Jesus King,2026-02-26,,Closed
CSE30AE3C3768,CUST100074005,Warranty Claim,Richard Kerr,2026-01-12,,Open
CSEB0AA1FC2BD,CUST100035891,Fraud Investigation,Erika Huffman,2026-06-03,2026-06-19,Closed
CSE06638F4E38,CUST100052165,Retention Save,Alexis Poole,2026-03-12,,Open
CSE0479A0F911,CUST100068921,Fraud Investigation,Jean Gonzales,2026-02-07,2026-02-20,Closed
CSE738965AB53,CUST100041096,Contract Dispute,Sherri Taylor,2026-07-07,2026-07-08,Open
CSE4FA720F919,CUST100082861,Warranty Claim,Valerie Sims,2026-06-09,2026-07-10,Pending Customer Response
CSEF357D1824D,CUST100022092,Fraud Investigation,Courtney Garcia,2026-02-28,,Open
CSE990496075F,CUST100010710,Escalated Complaint,Martin Mcbride,2026-03-04,,Open
CSE5505AB3FBA,CUST100042215,Contract Dispute,Lucas Arnold,2026-02-23,,Open
CSE5C78C4747B,CUST100033911,Retention Save,James Rice,2026-01-02,,Closed
CSE165C2A0B1F,CUST100088132,Warranty Claim,Ashley Fields,2026-02-20,2026-04-05,Closed
CSE61E88D763E,CUST100068168,Fraud Investigation,Marcus Soto,2026-03-04,,Open
CSE7372E144D9,CUST100080387,Retention Save,Dana Ramirez,2026-03-17,2026-03-31,Open
CSE331A80EACA,CUST100040585,Escalated Complaint,Brandon Garner,2026-04-16,2026-04-25,Closed
CSEF2ACCB4495,CUST100029933,Warranty Claim,Natasha Jones,2026-07-16,2026-08-19,Pending Customer Response
CSE40E1209AAE,CUST100059627,Warranty Claim,John Weber,2026-03-08,2026-03-24,Closed
CSEEFDB80D35F,CUST100064148,Contract Dispute,Brianna Hawkins,2026-07-16,2026-08-12,Closed
CSE9AC785951F,CUST100008796,Contract Dispute,Taylor Vasquez,2026-03-09,,Closed
CSE091FCD9A9D,CUST100006646,Retention Save,Richard Russell,2026-05-25,2026-06-25,Open
CSEEA0010B1FA,CUST100087954,Escalated Complaint,Charles Sanchez,2026-03-13,,Closed
CSEF99F668B4E,CUST100074915,Fraud Investigation,Heather Bishop,2026-07-09,2026-08-04,Pending Customer Response
CSE2CBC0780EA,CUST100091790,Warranty Claim,Tracy Cobb,2026-01-12,,Pending Customer Response
CSEA073EA7E11,CUST100073289,Fraud Investigation,Lori Marshall,2026-01-11,2026-02-11,Closed
CSE26C76AD460,CUST100057552,Escalated Complaint,Lauren Harrell,2026-05-29,,Open
CSEE57CF00115,CUST100052588,Warranty Claim,Brianna Hunt,2026-05-29,2026-05-30,Open
CSE2E393D046A,CUST100098670,Warranty Claim,Ethan Tucker,2026-02-21,,Closed
CSE051145D0DA,CUST100054565,Fraud Investigation,David Mcclure,2026-05-28,2026-06-28,Closed
CSED57CBEDCED,CUST100066870,Warranty Claim,Matthew Miller,2026-04-09,2026-04-17,Closed
CSED5A2C15BBD,CUST100046501,Warranty Claim,Jessica Avila,2026-02-20,,Open
CSEF96286E6A9,CUST100064543,Fraud Investigation,Rodney Johnson,2026-04-25,2026-05-02,Closed
CSEC5E478580E,CUST100097633,Contract Dispute,Cynthia Chapman,2026-04-03,2026-05-01,Closed
CSE6E1A8FFD09,CUST100038497,Escalated Complaint,William Leonard,2026-02-15,2026-02-17,Pending Customer Response
CSEBBFB835AEB,CUST100061315,Retention Save,Courtney Winters,2026-01-12,2026-02-15,Closed
CSE029583956D,CUST100084424,Escalated Complaint,Cynthia Schultz,2026-03-27,2026-04-03,Closed
CSE7E19011682,CUST100090025,Contract Dispute,Brian Cooper,2026-06-06,2026-07-16,Closed
CSE3FA1150185,CUST100016916,Warranty Claim,Teresa Bryant,2026-01-27,2026-03-06,Closed
CSEC0E319C40E,CUST100094528,Retention Save,Edward Williams,2026-06-23,2026-07-07,Closed
CSE4C450404C5,CUST100018206,Warranty Claim,Derrick Hart,2026-02-08,2026-02-09,Open
CSE935C1E4407,CUST100074620,Retention Save,Dustin Campbell,2026-06-14,2026-06-17,Closed
CSE7D0B20F512,CUST100045353,Retention Save,Scott Acosta,2026-06-01,2026-06-12,Pending Customer Response
CSE2C5C11AB88,CUST100069709,Retention Save,John Green,2026-07-04,2026-07-13,Open
CSE79E58ED055,CUST100068741,Fraud Investigation,Paul Combs,2026-03-06,2026-03-18,Closed
CSE19C7DC7144,CUST100056143,Escalated Complaint,Angela Johnson,2026-06-21,,Pending Customer Response
CSEE63BAADBDF,CUST100053965,Retention Save,Mitchell Johnson,2026-01-15,,Closed
CSEB0CFF3FCB2,CUST100041688,Warranty Claim,Ashley Hughes,2026-07-05,,Closed
CSE0AD2F8C7A5,CUST100099482,Retention Save,Timothy Mcbride,2026-01-11,,Closed
CSE934452A414,CUST100072519,Fraud Investigation,Jeffery Cherry,2026-04-17,,Closed
CSE6955BF824F,CUST100077600,Escalated Complaint,Christopher Jimenez Jr.,2026-04-07,2026-04-21,Open
CSE1DA0009903,CUST100017564,Escalated Complaint,Alison Reed,2026-05-12,,Closed
CSE8E943B4A2B,CUST100074660,Contract Dispute,Tonya Wiggins,2026-04-10,2026-05-01,Closed
CSEFB89702799,CUST100061345,Escalated Complaint,Emma Smith,2026-04-01,2026-04-03,Open
CSE051CC5A0D8,CUST100082173,Contract Dispute,Jacob Campbell,2026-04-12,2026-04-25,Closed
CSE92623A2317,CUST100001614,Escalated Complaint,Roberto Booth,2026-01-20,2026-01-29,Closed
CSEE24E5E192A,CUST100043202,Contract Dispute,Randy Perez,2026-07-14,2026-07-17,Closed
CSE532A381BD7,CUST100097947,Retention Save,Dennis Thompson,2026-06-18,2026-07-04,Closed
CSE847922E242,CUST100082141,Escalated Complaint,Andrew Davis,2026-02-16,,Open
CSECB1E45A5DD,CUST100033043,Warranty Claim,Timothy Hoover,2026-05-14,,Closed
CSEE87657AA8B,CUST100008474,Retention Save,Alejandro Graham,2026-03-09,,Closed
CSE18EEF8BB3A,CUST100065705,Escalated Complaint,Kari Holt,2026-05-18,2026-06-13,Open
CSE72A3104953,CUST100086642,Warranty Claim,Tammy Abbott,2026-03-03,2026-03-12,Closed
CSE0127AB331F,CUST100058075,Escalated Complaint,Sara Davis,2026-04-26,,Closed
CSE9BB0935384,CUST100007520,Contract Dispute,William Jimenez,2026-06-05,2026-07-02,Closed
CSE77653C43DF,CUST100087127,Warranty Claim,Susan West,2026-05-24,2026-05-29,Closed
CSE207E55C0CC,CUST100097166,Warranty Claim,Ann Cunningham,2026-05-02,,Pending Customer Response
CSEF6F730CFF8,CUST100074356,Warranty Claim,Sharon Foster,2026-01-19,2026-03-02,Closed
CSECAED4C7567,CUST100064864,Escalated Complaint,Jessica Clark,2026-01-26,,Pending Customer Response
CSE883DB3739F,CUST100014557,Contract Dispute,Dennis Lawson,2026-05-18,,Closed
CSE17A3864A14,CUST100079290,Escalated Complaint,Jose Gomez,2026-07-22,2026-07-26,Closed
CSEB8EF38068E,CUST100056626,Contract Dispute,Elizabeth Willis,2026-05-01,,Open
CSE96622729A9,CUST100082967,Escalated Complaint,Paul Juarez,2026-02-26,,Closed
CSE009063202B,CUST100019598,Retention Save,Brian Pierce,2026-02-13,,Open
CSE58C1A3DF16,CUST100013011,Escalated Complaint,Michelle Wolf,2026-06-11,,Closed
CSEEFB395D26F,CUST100032836,Retention Save,David Stephens,2026-03-03,2026-03-30,Closed
CSE1C5649E81E,CUST100093748,Escalated Complaint,Bryce Strickland,2026-06-26,2026-08-09,Closed
CSEB3B413F64F,CUST100005812,Retention Save,Monica Robbins,2026-06-14,2026-07-02,Closed
CSEDA8CCF1548,CUST100082055,Contract Dispute,Joseph Winters,2026-04-27,2026-04-28,Closed
CSE1B15EE3BAE,CUST100057088,Escalated Complaint,Hannah Payne,2026-02-10,,Closed
CSE062D04C626,CUST100005842,Contract Dispute,Katie Williams,2026-03-25,2026-05-08,Pending Customer Response
CSE84A82B1548,CUST100002220,Contract Dispute,Tiffany Kane,2026-05-27,2026-06-10,Closed
CSE7A896BBC9E,CUST100045298,Escalated Complaint,Russell Cox,2026-05-09,,Closed
CSE18C13380A9,CUST100043568,Retention Save,Scott Haley,2026-05-28,2026-06-05,Closed
CSEBA42E031C1,CUST100056673,Retention Save,Kelly Cantrell,2026-06-07,2026-06-29,Closed
CSEC7AB1D515E,CUST100064669,Fraud Investigation,Donna Gonzales,2026-03-21,2026-04-23,Closed
CSE3C66A48B8B,CUST100062710,Contract Dispute,Samantha Moran,2026-02-09,2026-03-07,Closed
CSE623A138BF8,CUST100066177,Retention Save,Laura Walker,2026-04-13,2026-05-17,Open
CSE51A6AFBB00,CUST100095697,Contract Dispute,Kayla Dennis,2026-04-26,,Pending Customer Response
CSEC81F3ADA15,CUST100021862,Escalated Complaint,Craig Evans,2026-07-10,2026-08-02,Open
CSE049C974BA0,CUST100021411,Warranty Claim,Laura Adkins,2026-07-19,2026-07-22,Closed
CSE27D52F2A37,CUST100056688,Fraud Investigation,Mr. John Thomas DDS,2026-02-20,2026-03-06,Closed
CSE8A5A84055C,CUST100068202,Fraud Investigation,Jeffrey Tate,2026-02-06,2026-03-02,Closed
CSE00A3728D81,CUST100070350,Fraud Investigation,Joseph Jones,2026-06-11,2026-06-15,Closed
CSED00C6542DD,CUST100034016,Retention Save,Christina Heath,2026-03-19,,Pending Customer Response
CSECCCFDFEC19,CUST100056540,Fraud Investigation,Abigail King,2026-04-05,2026-05-19,Pending Customer Response
CSE346F2E1CF5,CUST100041165,Contract Dispute,Andre Mckenzie,2026-01-31,2026-02-10,Closed
CSE99FC7264A8,CUST100004755,Warranty Claim,Peggy Harrison,2026-04-17,2026-05-10,Closed
CSE695EB4D61C,CUST100084448,Fraud Investigation,Mr. David Peterson MD,2026-04-02,,Pending Customer Response
CSEC3F294A818,CUST100050379,Retention Save,Derrick Jones,2026-03-19,2026-04-05,Closed
CSE2F77662FD4,CUST100075933,Fraud Investigation,Timothy Cochran,2026-02-28,2026-03-01,Closed
CSEE7EC0F7EE1,CUST100014098,Retention Save,Mrs. Sandra Walls,2026-03-24,,Open
CSE72B980574F,CUST100031947,Contract Dispute,Brian Hubbard,2026-02-23,2026-03-05,Open
CSE69601A048C,CUST100046729,Escalated Complaint,Julie Leonard,2026-06-01,,Closed
CSECB3365C32E,CUST100072261,Retention Save,Chelsey Smith,2026-02-01,2026-03-02,Closed
CSEFE924F2145,CUST100084246,Contract Dispute,Kenneth Turner,2026-04-08,2026-05-05,Closed
CSED1CF08B9B6,CUST100007880,Warranty Claim,Andrew Contreras,2026-03-31,2026-05-11,Open
CSE6527B63E2B,CUST100044221,Retention Save,Nicholas Hernandez,2026-01-01,,Open
CSE61C54B2E80,CUST100096763,Contract Dispute,Alec Lee,2026-02-17,2026-02-28,Closed
CSEFD3589F2B5,CUST100099244,Retention Save,Kevin Lewis,2026-02-12,2026-03-12,Closed
CSEF3A664F059,CUST100016004,Retention Save,Jason Garcia,2026-04-18,,Closed
CSE1885789BB0,CUST100096234,Retention Save,Carlos David,2026-05-11,2026-05-21,Closed
CSE1138171685,CUST100020899,Fraud Investigation,Hannah Gonzalez,2026-03-05,2026-04-02,Closed
CSEBBDF918CCF,CUST100043722,Warranty Claim,Jason Mcdonald,2026-05-31,2026-06-24,Open
CSE10C9B0BBAB,CUST100047866,Escalated Complaint,Jose Allen,2026-04-21,2026-05-18,Closed
CSEFC4568724E,CUST100070847,Warranty Claim,Joseph White,2026-02-18,,Closed
CSE53EA924B6E,CUST100027845,Warranty Claim,Melissa Anderson,2026-03-28,2026-04-14,Pending Customer Response
CSE625E613B2B,CUST100020565,Contract Dispute,Julie Alvarez,2026-03-02,,Closed
CSE76C589D9EC,CUST100024436,Retention Save,Anna Hart,2026-05-07,,Closed
CSE626337C02D,CUST100040541,Escalated Complaint,April Porter,2026-02-26,,Pending Customer Response
CSEAC6C8627A1,CUST100030410,Fraud Investigation,Melissa Rose,2026-05-30,2026-06-01,Closed
CSE52CBE1D6CD,CUST100043744,Contract Dispute,Grace Lucas,2026-02-25,,Closed
CSEF61D9C803C,CUST100094048,Warranty Claim,Martha Griffith,2026-05-23,,Closed
CSEADDC617A66,CUST100072914,Fraud Investigation,Krystal Maldonado,2026-06-19,2026-06-20,Closed
CSE2C534C9243,CUST100012796,Contract Dispute,Debra Vargas,2026-05-22,2026-06-12,Open
CSE9E117D48D9,CUST100072642,Contract Dispute,Amanda Kaiser,2026-01-08,,Closed
CSE6B3DDD6918,CUST100014993,Escalated Complaint,Christina Marsh,2026-03-24,2026-04-19,Open
CSE21446BC5C2,CUST100046941,Escalated Complaint,Toni Flores,2026-05-17,,Closed
CSE2E2C45AD86,CUST100057151,Escalated Complaint,Linda Archer,2026-01-09,2026-01-18,Closed
CSE9C446278F2,CUST100068169,Contract Dispute,Tony Fitzgerald,2026-06-02,,Closed
CSE4ADBBF24CF,CUST100001296,Contract Dispute,Jennifer Bowers,2026-07-17,2026-08-23,Closed
CSECDA0E90B22,CUST100048484,Retention Save,Anthony Thomas,2026-01-21,2026-02-27,Pending Customer Response
CSE8CCADB170F,CUST100015079,Retention Save,Courtney Bates,2026-03-20,2026-03-21,Closed
CSEDA3A8F7437,CUST100074379,Retention Save,Jane Mayo,2026-07-20,2026-08-23,Open
CSEFF53D0A4B8,CUST100092688,Warranty Claim,Andrew Melton,2026-02-13,2026-03-04,Closed
CSE798E1C541D,CUST100005164,Fraud Investigation,Leonard Henry,2026-04-01,2026-05-14,Closed
CSED1A6231EAD,CUST100036084,Retention Save,Breanna Harvey,2026-07-07,,Closed
CSEC4CF5600BD,CUST100062161,Escalated Complaint,David Diaz,2026-01-21,2026-03-01,Closed
CSE24B6D5C02A,CUST100014680,Warranty Claim,Alan Ramirez,2026-03-15,2026-03-18,Closed
CSE4A57AF12E5,CUST100066895,Escalated Complaint,Pamela Cain,2026-02-21,2026-03-02,Pending Customer Response
CSE5BDB1C389C,CUST100035629,Warranty Claim,Amanda Howard,2026-06-30,2026-08-01,Closed
CSEF924DDE5A0,CUST100031249,Contract Dispute,Anita Bell,2026-03-23,,Closed
CSEA9E3D75010,CUST100028467,Retention Save,Timothy Moon,2026-03-12,2026-04-18,Closed
CSE450432A82B,CUST100006383,Warranty Claim,Renee White,2026-04-09,2026-04-15,Closed
CSEB5A0432920,CUST100073429,Fraud Investigation,Miss Stephanie Hughes,2026-01-11,2026-02-11,Closed
CSED5D6FAA6F5,CUST100058088,Retention Save,John Reynolds,2026-06-13,,Closed
CSE462F6031EB,CUST100061982,Contract Dispute,Desiree Gill,2026-02-11,2026-03-05,Closed
CSEDA8BDBE889,CUST100024100,Retention Save,Nicole Davis,2026-07-13,2026-08-19,Closed
CSEB75B758FAA,CUST100070743,Retention Save,Gregory Schmitt,2026-05-29,2026-07-08,Pending Customer Response
CSEA6E146E51F,CUST100008651,Retention Save,Eugene Smith,2026-05-01,2026-05-27,Closed
CSEEE5A6085DA,CUST100033048,Fraud Investigation,Tyler Booker,2026-07-16,,Closed
CSE76D34D20C4,CUST100018250,Fraud Investigation,Shane Webb,2026-05-17,2026-05-29,Closed
CSEBE17E8D9E7,CUST100061025,Retention Save,Jeffrey Daniel,2026-06-13,,Closed
CSEA4ECA780C9,CUST100084060,Retention Save,Kimberly Cobb,2026-03-31,2026-05-03,Closed
CSECDB6D61CED,CUST100061640,Retention Save,Kimberly Gomez,2026-05-16,2026-05-18,Closed
CSEEC3F01721C,CUST100014171,Fraud Investigation,Brian Palmer,2026-03-18,2026-03-28,Closed
CSEC38D0E48D0,CUST100084557,Retention Save,Austin Boyle,2026-06-03,2026-06-25,Open
CSE78EBC7B89C,CUST100027834,Warranty Claim,Jessica Chambers,2026-01-26,2026-02-22,Closed
CSE5CB1FDB6E7,CUST100054585,Fraud Investigation,Mark Thompson,2026-06-18,2026-07-13,Closed
CSE703693E42B,CUST100024434,Retention Save,Amanda Campbell,2026-04-30,2026-06-03,Open
CSE79822A59C5,CUST100095933,Escalated Complaint,Mark Smith,2026-04-17,2026-05-30,Closed
CSE7CDF270B77,CUST100078803,Warranty Claim,Brenda Salazar,2026-02-04,2026-02-22,Closed
CSEED36A81D0B,CUST100032933,Fraud Investigation,Mark Nguyen,2026-05-03,2026-06-14,Pending Customer Response
CSE82362DB64A,CUST100054213,Retention Save,Aaron Smith,2026-04-13,,Closed
CSE7EEE98768C,CUST100055533,Fraud Investigation,Mary Cunningham,2026-07-02,,Pending Customer Response
CSE26EB3F8FE3,CUST100024328,Escalated Complaint,Holly Richardson,2026-03-13,2026-03-15,Open
CSEFAF3AB9CFA,CUST100011227,Warranty Claim,Lisa Montgomery,2026-03-01,2026-03-10,Closed
CSE83B2D0938C,CUST100087266,Contract Dispute,Caleb Gomez,2026-06-09,,Closed
CSE776983D483,CUST100045984,Contract Dispute,Jonathan Tran,2026-07-11,,Closed
CSE1B4A0965B8,CUST100037542,Fraud Investigation,Geoffrey Kidd,2026-02-17,2026-03-11,Closed
CSE9C0110B8DA,CUST100083141,Contract Dispute,Caitlyn Garcia,2026-02-24,2026-04-02,Pending Customer Response
CSEF25A9277D6,CUST100018257,Fraud Investigation,Barry Burgess,2026-06-09,2026-06-12,Closed
CSEAE1FC503A2,CUST100008911,Escalated Complaint,Jillian Solis,2026-06-05,2026-06-12,Open
CSEFFD6CB25DC,CUST100074082,Fraud Investigation,Rachel Murphy,2026-01-03,2026-01-05,Closed
CSEFEC9E776F0,CUST100013585,Fraud Investigation,Karen Brown,2026-06-27,2026-07-02,Closed
CSE31A550C0B6,CUST100064534,Contract Dispute,Emily Rivera,2026-01-15,2026-01-26,Closed
CSE328227A3DB,CUST100074963,Escalated Complaint,Christina Rodriguez,2026-06-28,,Closed
CSEC629AC45BD,CUST100077942,Contract Dispute,Carol Higgins,2026-01-13,2026-02-22,Closed
CSE6530BB48E6,CUST100095116,Warranty Claim,Tonya Glenn,2026-06-02,2026-06-28,Open
CSEB2EC457757,CUST100052337,Escalated Complaint,Michael Wilson,2026-04-22,2026-04-26,Closed
CSEF0300482F2,CUST100064074,Contract Dispute,Haley Long,2026-04-29,2026-06-11,Closed
CSE2F21EC4661,CUST100053367,Retention Save,Mariah Blevins,2026-07-10,2026-07-18,Closed
CSE8D90745A71,CUST100048465,Contract Dispute,Jeremiah Patterson,2026-07-20,2026-08-01,Closed
CSE2DD5DF1CC0,CUST100022339,Contract Dispute,Michelle Clark,2026-04-12,,Open
CSE4E34744CEA,CUST100082509,Retention Save,Deborah Long,2026-03-07,2026-04-05,Open
CSEA01D6FD576,CUST100087658,Retention Save,Vicki Grant,2026-06-17,2026-07-04,Open
