contact_id,customer_id,contact_type,contact_value,is_primary,verified_flag
CTCA64800C190,CUST100052262,Mobile Phone,+1-507-232-3087,False,True
CTC7025D843FD,CUST100088062,Email,zwhite@example.org,True,False
CTCB410629682,CUST100092274,Home Phone,+1-677-707-0129,False,True
CTCFE88090ABA,CUST100006465,Mailing Address,"382 Morgan Parkway Suite 798, East Erin, CO 88237",False,True
CTC439F47201D,CUST100054704,Home Phone,+1-462-636-2119,True,True
CTC314D198085,CUST100030043,Email,blanchardgabriella@example.net,False,True
CTCA90FD1F32A,CUST100044034,Email,kylerogers@example.org,False,False
CTC1F36F4D46E,CUST100031711,Email,fmiller@example.com,True,True
CTCBFD1443AEC,CUST100068587,Mobile Phone,+1-589-077-8938,False,True
CTC6EECC68964,CUST100028973,Mobile Phone,+1-586-528-8573,False,True
CTCB16508A255,CUST100087673,Mobile Phone,+1-646-368-2721,False,True
CTC5E01872317,CUST100044882,Mobile Phone,+1-079-241-5505,False,True
CTC1681975033,CUST100050295,Email,sharpkimberly@example.org,False,True
CTC6BCC94650E,CUST100051459,Email,fostertimothy@example.org,False,False
CTCF0A02AD09A,CUST100020326,Home Phone,+1-092-040-1657,False,True
CTC246713C93D,CUST100087129,Mobile Phone,+1-797-410-6176,False,True
CTCFD3B469C9D,CUST100073866,Mailing Address,"30846 Lopez Isle Apt. 097, East Abigailland, MA 65190",False,True
CTCB814EEF4A0,CUST100060264,Mailing Address,"0680 Donald Rue, Davidstad, IA 55951",True,True
CTC8EA0D189C0,CUST100087257,Mobile Phone,+1-491-880-0052,False,False
CTC94EC8FD995,CUST100095203,Mailing Address,"2860 Butler Overpass, East Samantha, CT 78996",True,True
CTC4B3DB8A315,CUST100044200,Mobile Phone,+1-467-971-6522,False,True
CTC631FEF2988,CUST100053147,Mailing Address,"4206 Harris Wells Suite 791, Crystaltown, MH 33692",True,False
CTC5BC3B48D8A,CUST100011052,Home Phone,+1-078-930-8247,True,True
CTCAB60CC247D,CUST100029948,Mobile Phone,+1-696-845-2079,False,True
CTC9338653AE1,CUST100021505,Email,mullinsjessica@example.net,False,True
CTCED57C51116,CUST100085098,Email,stacey56@example.org,False,True
CTC635418F4D8,CUST100008009,Mobile Phone,+1-411-581-9269,False,True
CTC6D79A9A794,CUST100066333,Email,hickscynthia@example.com,True,True
CTC637FDE9933,CUST100006231,Email,allenkaitlin@example.net,False,True
CTC3722C689A7,CUST100018356,Email,hhall@example.net,True,True
CTCB60C32CA63,CUST100038881,Email,williamssharon@example.net,False,True
CTC5F4C3A8579,CUST100025731,Mailing Address,"9712 Jeffrey Harbor Suite 414, Justinborough, MI 83847",False,True
CTC9810737C18,CUST100074728,Mailing Address,"5603 Ruiz Estates, Richardstad, TN 16766",False,True
CTC0A0710E64A,CUST100032061,Mailing Address,"414 Beasley Bridge, New Wendychester, MO 25414",True,True
CTC1E523C641A,CUST100044365,Mobile Phone,+1-723-248-0251,False,True
CTC55C65A8C40,CUST100041726,Mobile Phone,+1-336-491-0695,False,True
CTC27CC3D53D6,CUST100058219,Email,gsherman@example.org,False,True
CTC3D1CD07852,CUST100010747,Mobile Phone,+1-904-487-7334,False,True
CTC26E06EFC2F,CUST100077155,Home Phone,+1-893-205-6118,False,True
CTC3445B7E1EC,CUST100034124,Mailing Address,"USNS Mcgrath, FPO AE 73719",False,True
CTCF488BC77F7,CUST100084389,Home Phone,+1-848-888-2661,False,True
CTC16CEE87A87,CUST100045172,Home Phone,+1-392-253-4842,True,False
CTCED8F800AFA,CUST100008386,Email,elliottelizabeth@example.org,False,True
CTCB1912A9880,CUST100015646,Mobile Phone,+1-184-676-0964,False,True
CTC01F8AE6A80,CUST100016228,Mobile Phone,+1-862-017-7257,False,True
CTC97F2B25FAE,CUST100051818,Mailing Address,"7630 James Rapids Apt. 355, Lake Andrewberg, NY 23572",False,True
CTC5256722603,CUST100062809,Email,richard29@example.com,False,False
CTC6F6F6476D9,CUST100055344,Mailing Address,"4338 Ryan Extension Apt. 957, Lake Jimmytown, FM 96757",False,True
CTCB290EB3B83,CUST100046961,Email,christopher06@example.org,False,True
CTC706B8C3B74,CUST100027818,Mobile Phone,+1-789-899-1731,True,True
CTCB663037676,CUST100022323,Home Phone,+1-993-031-7161,False,True
CTC52DC228CCA,CUST100004765,Mobile Phone,+1-493-405-8035,True,False
CTC15B4D56B41,CUST100089653,Mobile Phone,+1-858-150-5790,False,False
CTCD540ED38FC,CUST100033322,Email,tiffany30@example.org,False,True
CTC0AADDFCDB7,CUST100004990,Email,danielle83@example.com,True,True
CTC34ED06E328,CUST100048061,Mailing Address,"86792 Marcus Spring, New Kelly, MH 12945",False,True
CTCC4E947CF64,CUST100039568,Mailing Address,"3300 Berry Extension Apt. 666, South Daniel, FL 36526",False,True
CTCE1C5446668,CUST100084709,Email,farrelldaniel@example.com,False,True
CTCCCB6732FC1,CUST100048129,Email,zjackson@example.net,True,True
CTC75A5CADF6E,CUST100004416,Mobile Phone,+1-927-201-6462,True,True
CTC30656CC178,CUST100035458,Mobile Phone,+1-394-882-2810,False,True
CTCBB2E32D0F0,CUST100093437,Home Phone,+1-749-778-4561,False,True
CTC6054D11FC9,CUST100030270,Mailing Address,"113 Margaret View Apt. 753, Johnsonview, NE 45842",False,True
CTC433AB2BEB7,CUST100022215,Mobile Phone,+1-090-525-2613,True,True
CTC0047578A42,CUST100057127,Mailing Address,"5365 David Harbors Apt. 425, East Jessica, KS 31627",False,True
CTC7FA71AD1DF,CUST100062107,Mobile Phone,+1-458-360-7531,True,True
CTCA36804FE5D,CUST100092750,Mobile Phone,+1-208-671-0418,False,False
CTCE8211D0FCA,CUST100089434,Mobile Phone,+1-627-003-8117,True,True
CTC7ADEA2B618,CUST100048427,Email,angela46@example.net,True,True
CTC3CF77EC042,CUST100089036,Mobile Phone,+1-477-372-4138,False,True
CTCCD0725AC4F,CUST100030629,Email,smithjennifer@example.org,False,True
CTCBBBA3339C0,CUST100034830,Email,mary06@example.com,False,True
CTCB171A49C3A,CUST100003609,Mobile Phone,+1-304-207-0219,True,True
CTC4480851E90,CUST100050590,Mobile Phone,+1-008-050-4446,False,True
CTCCE21970579,CUST100061894,Mailing Address,"68322 Paul Canyon, New Jennifer, MO 88264",False,True
CTCF7809A2088,CUST100005278,Mobile Phone,+1-679-406-0826,True,True
CTC8815AD1892,CUST100074603,Email,millerandrew@example.org,False,True
CTC5166126902,CUST100017748,Home Phone,+1-784-909-5560,False,True
CTCFB1DC50F4C,CUST100018674,Mobile Phone,+1-043-681-8729,False,True
CTCB6FC70B3BC,CUST100063340,Email,yvonnefoster@example.net,True,True
CTCBE40FD4905,CUST100004690,Home Phone,+1-736-948-9583,False,True
CTC6522F1D7FE,CUST100017689,Mobile Phone,+1-573-168-6559,True,True
CTC6F6EF8A92F,CUST100005668,Mobile Phone,+1-251-305-5890,True,True
CTC472D2E7283,CUST100061095,Email,lewismorgan@example.com,False,True
CTC60AB474159,CUST100071782,Home Phone,+1-916-158-8975,True,False
CTC02675CC0F4,CUST100076730,Email,kelly98@example.org,False,True
CTC9539C49CBD,CUST100020422,Email,ashley81@example.org,False,True
CTC66583D76E7,CUST100025965,Email,billydunn@example.org,False,True
CTCAABDE6A576,CUST100081158,Mobile Phone,+1-141-104-1485,False,True
CTC05622CA957,CUST100084182,Mailing Address,"6863 Eric Stream, New Amanda, OR 83308",False,True
CTC6540EDF868,CUST100051786,Email,smithjustin@example.org,True,True
CTC30C81AAB8C,CUST100004361,Home Phone,+1-741-386-2024,True,True
CTC279625F690,CUST100032394,Mailing Address,"1085 Timothy Locks, South Christopher, CT 92789",False,True
CTC60C3181BB2,CUST100053883,Mobile Phone,+1-039-820-8013,False,True
CTC4E419851EC,CUST100070234,Home Phone,+1-832-554-9443,True,False
CTC68EDC35120,CUST100005523,Email,monicajoyce@example.net,False,True
CTC6F2FFE8B8D,CUST100008316,Home Phone,+1-440-741-4532,False,True
CTCBA9BE17EAE,CUST100097238,Mobile Phone,+1-371-124-2570,True,False
CTC3C595CA824,CUST100010585,Mobile Phone,+1-151-188-6809,False,True
CTCD4A7253B86,CUST100096034,Email,cbailey@example.com,False,True
CTC5516F1A0F9,CUST100027132,Mobile Phone,+1-997-616-0382,False,True
CTCDDF61B37D6,CUST100025533,Mobile Phone,+1-436-436-4827,True,True
CTCF65F15640C,CUST100046246,Email,tbrown@example.com,False,False
CTC8271F5FD0D,CUST100081125,Mailing Address,"24436 Garcia Ports, Curtisview, ND 48046",False,True
CTC64098B68B7,CUST100025589,Email,elizabethbarber@example.org,False,False
CTC00563AD4F3,CUST100022671,Email,tgibbs@example.org,False,True
CTC38E9CCDC40,CUST100096700,Home Phone,+1-515-227-1732,False,False
CTCF61F42E19E,CUST100010407,Mobile Phone,+1-903-318-8658,False,True
CTCEC99238D18,CUST100067280,Mobile Phone,+1-586-761-5464,False,True
CTC9A6A5FAC56,CUST100050640,Email,ugomez@example.net,True,True
CTC2EFE32D100,CUST100083254,Email,coreyfranklin@example.net,False,True
CTCDB27257287,CUST100025900,Mobile Phone,+1-234-339-4725,False,True
CTC1783A23976,CUST100068318,Mailing Address,"46237 Erin Curve Apt. 406, South Robertport, AZ 23227",False,True
CTC17D4C83F36,CUST100019625,Mobile Phone,+1-203-319-2222,True,False
CTC5A2E649AE1,CUST100025574,Mobile Phone,+1-909-326-2445,False,True
CTC3AAB75B6DF,CUST100073642,Email,ldiaz@example.org,False,True
CTCADBF9BF660,CUST100090928,Email,ryan64@example.net,False,True
CTC1D7C12828A,CUST100083690,Email,jason15@example.net,True,True
CTCD8D4F3AEB9,CUST100078123,Mobile Phone,+1-596-549-4298,False,False
CTC6DE4F1EF1F,CUST100086592,Mailing Address,"429 Knight Key Suite 965, East Monicaville, VA 70174",False,True
CTCB3B322BE81,CUST100075710,Mobile Phone,+1-899-895-0986,False,True
CTCAA63B82990,CUST100095518,Mobile Phone,+1-785-010-4890,True,True
CTC69424E7A38,CUST100095209,Mailing Address,"069 Richard Mountains, Reginachester, NC 98477",False,True
CTC8A98C77F93,CUST100083587,Email,katherine41@example.net,False,True
CTCD2F5D4377C,CUST100007214,Mailing Address,"472 Gray Station, Garciatown, AZ 47021",False,True
CTCD1D73EE0E9,CUST100069146,Email,jamesrachel@example.org,False,True
CTC06B1EADFE5,CUST100090790,Mobile Phone,+1-369-053-3705,False,True
CTC881D6D0DA1,CUST100066918,Mobile Phone,+1-464-455-0703,True,True
CTC1F80A5D9E1,CUST100004443,Home Phone,+1-390-846-2249,False,True
CTC3C73C0248A,CUST100020228,Email,toddsmith@example.com,False,False
CTC0A807F85CB,CUST100072420,Email,kevin23@example.net,False,True
CTC62AB76FF60,CUST100087259,Mailing Address,"59887 Brad Fort, West Heather, CA 03367",False,True
CTCB6D28529F0,CUST100049304,Email,kschneider@example.org,False,True
CTCFAE21EE59A,CUST100066790,Mobile Phone,+1-238-182-9915,False,True
CTC578F1AFC84,CUST100018939,Home Phone,+1-297-448-3028,True,True
CTC8261A2FD2A,CUST100052347,Mailing Address,"7827 Daniel Circle Apt. 727, Gilmoreview, AL 61131",True,True
CTCE265B15063,CUST100044411,Mailing Address,"2729 Leah Drives Apt. 105, Mooreport, NC 02833",False,True
CTCCB884ACF74,CUST100082428,Email,rlee@example.org,True,True
CTCB2C66C3539,CUST100066217,Home Phone,+1-752-845-5820,False,True
CTC72A55AD8F4,CUST100099216,Mailing Address,"4448 Morgan Overpass, Gregorybury, KS 45000",False,True
CTC1AB3BE84AF,CUST100083482,Email,fwheeler@example.com,False,False
CTC57BEB48109,CUST100007970,Mobile Phone,+1-622-764-0578,True,True
CTC80B53E571F,CUST100050542,Mobile Phone,+1-653-620-9510,False,True
CTC9CE6AED46E,CUST100008469,Mobile Phone,+1-990-996-6828,True,True
CTC0CD6BD8D2C,CUST100042879,Mailing Address,"05834 Michael Mountains Suite 844, Riverafort, MN 01776",True,True
CTC218BE86D51,CUST100012471,Mobile Phone,+1-239-063-5578,False,False
CTC6F18BEA0A6,CUST100011223,Mobile Phone,+1-751-904-7127,False,True
CTC3652C00E8C,CUST100083995,Home Phone,+1-885-421-6097,False,True
CTCA550743B18,CUST100004848,Email,crawfordroberta@example.net,False,True
CTC217075412A,CUST100012400,Mobile Phone,+1-604-928-1299,False,False
CTC574BE66B66,CUST100066937,Email,schmittmartin@example.net,False,True
CTCB247B8F8A8,CUST100052528,Home Phone,+1-354-881-5658,False,True
CTC166671AC1A,CUST100070847,Mobile Phone,+1-161-200-6512,True,True
CTCFC3B0E5D4F,CUST100044697,Mobile Phone,+1-315-559-9908,False,True
CTC8EEB925FA4,CUST100009208,Mobile Phone,+1-087-103-9180,True,False
CTCB8337E6E68,CUST100020319,Email,dmorgan@example.org,False,True
CTC1A798D475B,CUST100039789,Email,williamparker@example.com,True,True
CTC3E3FD0646D,CUST100068693,Mailing Address,"836 Sharp Flat Suite 463, Cookville, SC 48129",False,True
CTC077B6F3D08,CUST100091070,Email,hwillis@example.com,False,True
CTC0FC6694074,CUST100039289,Mailing Address,"5077 Hogan Path, Orozcobury, MS 60004",False,True
CTC94620E20E7,CUST100084605,Mailing Address,"28434 Wilkins Vista Suite 810, Wilsonshire, VT 29770",False,True
CTC7CAACCDE11,CUST100058257,Email,sanchezlisa@example.net,False,True
CTC7F78A2F35B,CUST100012207,Mobile Phone,+1-783-052-0320,True,True
CTCE4626A5354,CUST100033664,Email,charlesevans@example.org,False,True
CTC171B4D9463,CUST100046651,Mailing Address,"5121 Nixon Ridges, Nancytown, AZ 61213",True,True
CTC3145112CC9,CUST100017780,Mobile Phone,+1-351-894-4328,False,True
CTCA9C7B74B16,CUST100091016,Mobile Phone,+1-412-169-6077,False,True
CTC2C9AB43530,CUST100038080,Email,davidvasquez@example.net,True,True
CTCEED426279E,CUST100060558,Email,tiffany54@example.net,True,True
CTCBBCD5CDF7E,CUST100011359,Email,thomasjessica@example.com,False,True
CTCB5B0F9EB17,CUST100046537,Email,nathanielcampbell@example.com,False,True
CTCE391F23080,CUST100081261,Email,michael06@example.net,True,True
CTCD29B847CE6,CUST100023808,Email,tpearson@example.net,True,True
CTCB7727AF849,CUST100025827,Mailing Address,"629 Rose Port Apt. 213, Cordovamouth, CA 63866",False,False
CTC442B64EC5C,CUST100052416,Home Phone,+1-401-219-3007,True,True
CTC60A5FF96DB,CUST100077929,Email,burtontammie@example.org,False,True
CTC190B7F61FA,CUST100009961,Email,christina10@example.com,False,True
CTC1EF24E26F9,CUST100098113,Mobile Phone,+1-902-956-5263,True,True
CTC6D48083684,CUST100011098,Home Phone,+1-321-517-4951,False,True
CTC7788F91E70,CUST100053638,Email,christopher62@example.org,False,True
CTC6108B5C4BC,CUST100085978,Home Phone,+1-510-135-4656,False,True
CTC33518E9B52,CUST100012717,Mobile Phone,+1-224-609-0353,True,True
CTC8C83A359AA,CUST100088310,Home Phone,+1-098-348-6325,False,True
CTCC72169D719,CUST100024175,Email,lindseyalicia@example.net,False,True
CTC1B0A959E6E,CUST100027869,Mailing Address,"400 Anthony Loaf Suite 516, North Chelsey, MO 80176",False,True
CTC10F1C10E9E,CUST100047753,Mailing Address,"92473 Joan Mount Suite 950, Marcustown, ME 53211",True,True
CTCE9110BC69B,CUST100028744,Mobile Phone,+1-002-784-6889,False,True
CTCA5F26A9183,CUST100036102,Mobile Phone,+1-631-068-6817,True,True
CTC3E0FC26B7C,CUST100046469,Home Phone,+1-003-735-6438,True,True
CTCEBCD8C92E5,CUST100014013,Mobile Phone,+1-831-167-7523,True,False
CTC858FA53F72,CUST100065557,Email,stephenblair@example.com,False,True
CTCC465D7B5F8,CUST100081331,Mobile Phone,+1-668-293-5134,False,True
CTCB791D8EEF3,CUST100028932,Mobile Phone,+1-067-350-8936,False,True
CTC8B99FB27AD,CUST100066832,Mailing Address,"709 Todd Rapids, North Stefaniebury, NH 70816",False,True
CTC516D13563E,CUST100014835,Home Phone,+1-452-951-0068,True,True
CTCA3D25CBD6D,CUST100050996,Email,jennifermitchell@example.com,False,True
CTCBABC769E04,CUST100086165,Mobile Phone,+1-309-099-4186,False,True
CTC584E189B43,CUST100007347,Mobile Phone,+1-324-112-6167,True,False
CTC5252072CEA,CUST100003844,Email,kim21@example.org,True,True
CTCE698752934,CUST100024412,Mobile Phone,+1-307-316-0205,False,True
CTC7BC736E1D0,CUST100065446,Email,davisvanessa@example.com,False,True
CTC0CA77A07AD,CUST100011904,Email,samantha09@example.com,False,True
CTC9EEC9FB11C,CUST100096649,Mobile Phone,+1-604-657-3963,False,True
CTC24396E6B8E,CUST100058079,Mobile Phone,+1-759-203-6817,False,True
CTC8AAA167804,CUST100098417,Home Phone,+1-193-041-5989,False,True
CTC9A2C445DCB,CUST100006866,Email,connorburton@example.org,False,False
CTCC4CC465145,CUST100020673,Email,xsanchez@example.com,False,True
CTCDBEAE277E2,CUST100062687,Email,carriewilson@example.net,False,True
CTC6C03E88C72,CUST100073076,Mobile Phone,+1-188-960-9821,True,True
CTCA8A9CA5312,CUST100056792,Mobile Phone,+1-616-661-4240,False,True
CTC30ED9C6A59,CUST100019028,Mobile Phone,+1-518-282-3065,False,True
CTCE7D10AAC76,CUST100037891,Email,rbuck@example.net,True,True
CTC6A9F65184C,CUST100054074,Email,beckjudy@example.org,False,True
CTCDC2DDCB3FB,CUST100084858,Email,victoriahurley@example.org,True,True
CTC59C0BEC04F,CUST100014445,Home Phone,+1-857-586-5748,False,False
CTC76E4D58AAB,CUST100053341,Email,rittershawn@example.net,True,True
CTC697A65E535,CUST100064444,Mobile Phone,+1-353-652-6741,False,True
CTC9C11C389A5,CUST100089766,Mobile Phone,+1-755-980-0843,False,True
CTCAC390112A8,CUST100078644,Mailing Address,"3529 David Camp Apt. 208, Alanmouth, NH 67977",False,False
CTC61332C3023,CUST100052385,Email,robertalvarez@example.org,True,True
CTC345C814CAA,CUST100041452,Email,anthonylane@example.com,False,True
CTCA97E5E8BE5,CUST100015991,Mobile Phone,+1-793-708-6051,True,True
CTC60EC5E2781,CUST100014403,Email,davidluna@example.net,False,True
CTC3355AE3F95,CUST100047325,Email,ojones@example.com,True,True
CTCA1DB05EC0B,CUST100068044,Home Phone,+1-170-043-2281,False,True
CTCC2A83A9269,CUST100081735,Home Phone,+1-147-020-2469,False,True
CTC97E6E8FB4D,CUST100029730,Email,longrobert@example.net,True,True
CTC5C081E7ED1,CUST100045332,Mobile Phone,+1-433-535-5512,True,False
CTCF364909A48,CUST100012598,Home Phone,+1-613-076-4645,False,True
CTC64072FEB14,CUST100056916,Mobile Phone,+1-658-977-7665,False,True
CTC6C0FF75EBF,CUST100054457,Mailing Address,"028 Ashley Mountain Apt. 586, New Josefort, OH 75052",False,True
CTC7735FD4A66,CUST100088355,Mobile Phone,+1-631-479-1421,False,True
CTCF50648E978,CUST100024028,Email,andre17@example.com,True,True
CTC37149CF4CF,CUST100020762,Mailing Address,"USS Day, FPO AE 98572",False,False
CTC6FE074BD03,CUST100042184,Mobile Phone,+1-615-791-8716,False,True
CTC75FEE1770F,CUST100050761,Email,jacobrojas@example.net,True,True
CTC04B39B5A72,CUST100050687,Mobile Phone,+1-496-750-0546,True,True
CTC4EFBE41B50,CUST100094455,Mobile Phone,+1-149-676-9198,True,True
CTC9A9C68F6C0,CUST100031134,Email,welchmichael@example.net,False,True
CTCD096654060,CUST100016046,Email,yjenkins@example.net,False,True
CTC1DF03EFC69,CUST100080660,Mobile Phone,+1-694-107-6964,False,False
CTC2133835A0C,CUST100069905,Mobile Phone,+1-854-660-6389,True,True
CTCE4472A0BD8,CUST100015402,Mailing Address,"10198 Heather Grove Apt. 064, Alexanderville, PW 30717",False,True
CTCA05960AA5D,CUST100013652,Mobile Phone,+1-224-025-0027,False,True
CTC6CF0B3BC7F,CUST100049875,Home Phone,+1-685-530-1703,False,False
CTC1C7095CB5F,CUST100069046,Mobile Phone,+1-447-136-2508,False,True
CTC8E99B9B940,CUST100047682,Email,shelbyoneill@example.net,False,True
CTC0A58656F6E,CUST100084286,Mailing Address,"96956 Oconnell Row, Port Timothychester, IL 61842",False,True
CTC5961939F55,CUST100019977,Email,yjones@example.org,False,True
CTC1D57C625EA,CUST100031228,Email,aweaver@example.net,True,True
CTCE23CFAFAA5,CUST100061952,Home Phone,+1-185-421-2181,False,True
CTCE8C560A7CC,CUST100004641,Home Phone,+1-187-215-3906,True,True
CTCC1133D819C,CUST100000500,Home Phone,+1-671-059-2485,True,True
CTC76137ABEAC,CUST100097718,Email,aferguson@example.com,False,True
CTCD0DD58A7CA,CUST100062472,Email,russellbarber@example.org,False,False
CTC648592DA30,CUST100004483,Mobile Phone,+1-488-865-5061,False,False
CTCE23538F22E,CUST100099437,Email,gonzalezkevin@example.com,False,True
CTCA4A64E9F12,CUST100099435,Mobile Phone,+1-694-055-5223,False,True
CTC74DEDF3BFD,CUST100026328,Mobile Phone,+1-492-345-4451,True,True
CTC3EF8AA4369,CUST100025293,Email,danielgood@example.net,True,True
CTC8ED90D6786,CUST100059739,Email,mcross@example.net,False,True
CTC05C78ACF90,CUST100091023,Email,jbeck@example.com,False,True
CTCA1B1CE2047,CUST100023442,Mobile Phone,+1-322-786-8696,False,True
CTCA9DAD5EE21,CUST100004649,Email,martinezgerald@example.com,True,True
CTCE780BADA44,CUST100053012,Email,agill@example.org,False,True
CTC720306A8F4,CUST100027312,Email,xhumphrey@example.com,True,True
CTC7516DA1E23,CUST100088037,Email,hjarvis@example.net,False,True
CTC181CFD9237,CUST100048453,Mailing Address,"7332 Dixon Garden Suite 445, Williamport, PR 44842",True,True
CTCD4FB6AFAEC,CUST100080603,Home Phone,+1-985-966-5110,False,True
CTCC61A71762A,CUST100099214,Email,michellelong@example.org,False,True
CTC169206AD0F,CUST100007305,Mobile Phone,+1-114-426-8917,False,True
CTCE18FCF1B71,CUST100041369,Email,craneanthony@example.net,False,True
CTC87320A0200,CUST100039678,Home Phone,+1-646-733-3005,False,True
CTCDEFBB067C0,CUST100028002,Mobile Phone,+1-918-995-4952,False,True
CTCDC90AB0DA9,CUST100027407,Email,juarezlori@example.net,False,True
CTC794EB70A69,CUST100028267,Email,mariajones@example.net,False,True
CTCBD9B49B19B,CUST100048953,Email,hallcurtis@example.net,False,True
CTC1AEC419461,CUST100085900,Email,willisdonald@example.net,False,True
CTCAAF26BB640,CUST100034459,Mailing Address,"744 Irwin Coves, Erichaven, VA 65094",True,True
CTC8CA7857944,CUST100027559,Mobile Phone,+1-518-527-2551,True,True
CTCBE9FB27901,CUST100086705,Mobile Phone,+1-942-075-0252,True,True
CTC7AE39DDC2E,CUST100098218,Mobile Phone,+1-580-981-4422,False,True
CTC4720F7BACC,CUST100097183,Home Phone,+1-813-635-7186,True,True
CTC112D4BC705,CUST100013155,Email,perezchristine@example.net,False,True
CTC1B3B947CB2,CUST100041653,Mobile Phone,+1-573-107-1616,True,True
CTC265E95B463,CUST100028695,Email,joshua99@example.com,False,True
CTC5F2970B218,CUST100015835,Email,lyonsdaniel@example.net,False,True
CTC30D7A4C7A0,CUST100055860,Email,william26@example.net,False,True
CTCA8494EECCD,CUST100048890,Mailing Address,"USS Richards, FPO AA 53886",True,True
CTCC06DF32DD2,CUST100021745,Email,hlee@example.org,False,True
CTC016A0F91E7,CUST100011400,Mobile Phone,+1-709-382-0477,False,True
CTC0D9F4642A0,CUST100086576,Home Phone,+1-002-929-1647,True,True
CTC70E49006B2,CUST100094766,Email,kingsummer@example.com,False,True
CTCEBA041C31C,CUST100012516,Mailing Address,"7986 Rebecca Inlet Suite 206, North Rebeccaland, DC 37466",False,True
CTC7B8AD0F46E,CUST100057754,Email,jillianmartinez@example.org,False,True
CTC1CCB2883B7,CUST100013384,Email,lopezcindy@example.net,False,False
CTC94D57B1133,CUST100010462,Email,lrivers@example.com,True,False
CTCD07442E687,CUST100012367,Home Phone,+1-682-716-6040,False,True
CTC84B834B0B2,CUST100097522,Email,donald34@example.net,False,True
CTC61CEE0E0D5,CUST100098710,Mobile Phone,+1-906-309-8725,True,True
CTCCB355B23B4,CUST100043900,Home Phone,+1-550-056-4994,False,False
CTCC1E8EE1B64,CUST100074053,Mobile Phone,+1-421-543-0865,True,True
CTC60E2B0D926,CUST100079576,Mobile Phone,+1-418-339-3480,False,True
CTC85611AC437,CUST100046460,Email,jsantos@example.com,False,True
CTCD6F864C416,CUST100048726,Mobile Phone,+1-740-431-2134,False,True
CTC75ED772B29,CUST100064490,Mobile Phone,+1-708-563-9702,False,True
CTCB040F3EF6E,CUST100057920,Mailing Address,"38670 Schultz Path Apt. 624, Thomasview, AR 10684",True,True
CTCA915F40EC4,CUST100072026,Home Phone,+1-788-803-0453,False,True
CTCA155145D7C,CUST100022668,Mobile Phone,+1-530-100-4685,False,True
CTC6D09627F22,CUST100053067,Mobile Phone,+1-860-009-7036,False,True
CTCDE06F579BB,CUST100059398,Mobile Phone,+1-366-352-4408,True,True
CTC33D7BFA1CD,CUST100043470,Email,sean11@example.com,False,True
CTC5492E875AD,CUST100077640,Email,pmitchell@example.org,False,True
CTCDFD2ACBA5D,CUST100075043,Mailing Address,"8118 Breanna Islands, Phillipview, SC 53694",False,True
CTC2C2EAB5F37,CUST100014226,Home Phone,+1-348-489-8444,False,True
CTCBCA247B80D,CUST100069130,Home Phone,+1-014-771-2907,False,True
CTCDC1883C9A8,CUST100003167,Mobile Phone,+1-365-923-6364,False,True
CTC2568C52A56,CUST100082186,Mailing Address,"7000 Johnson Tunnel, East Paulmouth, MD 98978",False,True
CTC31F9048229,CUST100079189,Mobile Phone,+1-177-159-3187,True,True
CTCCC0B85677E,CUST100068548,Email,torresamber@example.net,False,False
CTCA2E7499F39,CUST100087552,Mobile Phone,+1-941-681-4745,True,True
CTC06D66C2753,CUST100049458,Email,erin97@example.net,True,True
CTC347643D0D8,CUST100015812,Email,nancy40@example.net,False,False
CTC73A07ABD22,CUST100010087,Mobile Phone,+1-345-474-2411,False,True
CTC6A7904E2C4,CUST100055198,Mobile Phone,+1-818-769-4579,False,True
CTC7FC1295136,CUST100079386,Email,kathleen30@example.com,False,True
CTCED1FC37A3D,CUST100088011,Mobile Phone,+1-036-523-0179,False,True
CTCE7F6DD93D6,CUST100098983,Mobile Phone,+1-891-037-0854,True,True
CTCCDA9952E62,CUST100051311,Home Phone,+1-156-729-9655,True,True
CTC5F43693A92,CUST100029930,Mobile Phone,+1-906-675-1168,False,True
CTC14AAD2C7A5,CUST100025374,Mobile Phone,+1-011-409-5976,False,True
CTCB9FE61E163,CUST100000670,Mobile Phone,+1-522-035-9253,False,True
CTC6945C8448A,CUST100012229,Email,warrenian@example.org,False,False
CTC7A70305740,CUST100060631,Mobile Phone,+1-213-027-1946,True,True
CTC6FA32BD4AD,CUST100034223,Mobile Phone,+1-974-999-8163,False,True
CTC50F9C7C2ED,CUST100084824,Email,joanne01@example.net,False,True
CTC1E3BF33D5A,CUST100087780,Email,richardssara@example.org,True,True
CTC2B943EFD60,CUST100098623,Mobile Phone,+1-645-328-8113,True,True
CTCF36F3C2F0F,CUST100098083,Mobile Phone,+1-422-491-7270,False,True
CTC53167D5F80,CUST100023257,Home Phone,+1-292-461-3064,False,True
CTC785FC94382,CUST100069336,Mobile Phone,+1-954-781-6454,False,True
CTCEA91CF8CF4,CUST100008184,Mobile Phone,+1-294-317-1875,True,False
CTCABF218F791,CUST100013610,Email,alexander37@example.org,False,True
CTC188D2E1D2E,CUST100016206,Email,danieljohnson@example.com,True,True
CTCDFFDB8B4B9,CUST100016705,Mailing Address,"9932 Morgan Crossroad Apt. 705, Bradshawtown, CA 51703",False,True
CTCE4DC5EC2AE,CUST100064251,Mobile Phone,+1-704-288-2141,False,True
CTC1BD28BAB4E,CUST100039041,Email,doyleallison@example.com,False,True
