cdr_id,customer_id,call_type,origin_number,destination_number,call_start_ts,duration_sec,tower_id,cell_id
CDR218BBED79E8A,CUST100086759,Voice Incoming,+17058098619,+14977698433,2026-06-15 00:05:50,2107,TWR102681,3344
CDRB7BFF985114C,CUST100016156,Data Session,+17354609179,+19464046110,2026-06-01 04:14:21,828,TWR102628,9619
CDRC655E5DE8616,CUST100009201,SMS Outgoing,+18852063883,+17945442315,2026-06-30 22:54:31,2527,TWR106065,4676
CDR1F05DD00AC6C,CUST100023996,SMS Outgoing,+16769246764,+11406662652,2026-06-14 13:45:38,3401,TWR103395,9629
CDR28E0696A06D4,CUST100003156,Voice Outgoing,+10205163327,+15962557025,2026-07-12 19:21:35,484,TWR109509,9422
CDRBB8CA0718282,CUST100001138,Voice Incoming,+13827411526,+16027769396,2026-06-26 10:25:16,470,TWR109818,2531
CDRA4CC656A7259,CUST100067520,SMS Outgoing,+19122452195,+14890617363,2026-07-01 09:55:07,2548,TWR106781,1206
CDR06CFD4DAFD60,CUST100007685,SMS Incoming,+18567638844,+12988974346,2026-06-08 10:24:20,1483,TWR105008,2347
CDRC35BB9C53348,CUST100036585,Voice Incoming,+10630119966,+14546755176,2026-07-16 08:37:26,3289,TWR107938,9271
CDR23CC49169348,CUST100006173,SMS Incoming,+16153634290,+16957530387,2026-06-05 18:37:10,2448,TWR100615,5985
CDR99CBE34897F3,CUST100096692,SMS Incoming,+13141597413,+18611683100,2026-06-24 06:03:44,3169,TWR108905,1162
CDREDA74FAA4AE0,CUST100087596,Voice Outgoing,+10285760620,+16286220127,2026-06-19 17:21:01,2409,TWR102149,3705
CDR16EF4886583A,CUST100048403,Voice Incoming,+13052441502,+18633926077,2026-06-30 00:35:16,552,TWR106931,2981
CDR1EFA0CF0025C,CUST100041023,Voice Outgoing,+13156224953,+18494606464,2026-07-09 13:45:47,465,TWR106855,8950
CDR319A9F757AD9,CUST100072034,SMS Incoming,+16250759707,+14241699518,2026-06-26 03:34:00,30,TWR107555,9504
CDR209DE11EC43B,CUST100082285,SMS Outgoing,+17415112315,+17487577919,2026-07-10 05:16:40,2187,TWR101476,1892
CDR5D771663CD03,CUST100098427,SMS Outgoing,+19544749064,+12513075368,2026-06-12 02:17:34,2503,TWR102675,7217
CDRC4808B596CB2,CUST100040956,Voice Incoming,+15867691906,+14264688356,2026-07-17 20:38:05,3543,TWR104361,1529
CDR51DEFA9CB866,CUST100033147,Voice Incoming,+18048902653,+12761623419,2026-07-05 07:43:39,3304,TWR107113,6216
CDR0AB70FB6CA96,CUST100018570,Voice Outgoing,+14266985198,+14933494896,2026-07-20 15:28:17,2292,TWR107241,8376
CDR95992C2A9DF5,CUST100039040,Voice Outgoing,+18477921507,+19722222763,2026-07-13 01:37:41,1558,TWR103949,8868
CDR31642FCAF730,CUST100023939,SMS Incoming,+13266397380,+15884536342,2026-07-09 22:38:39,2613,TWR100457,7337
CDRAFD58E300F54,CUST100026979,SMS Outgoing,+14581393404,+17744182061,2026-06-12 10:43:54,2499,TWR108499,7376
CDR1F5575C5A08F,CUST100058534,SMS Incoming,+17791147225,+11664938691,2026-07-01 23:52:20,2768,TWR106899,2356
CDR206FFA5AD01B,CUST100053251,Voice Outgoing,+11879016811,+19593924739,2026-07-12 21:16:48,713,TWR108410,3645
CDRF0DC1A21F65D,CUST100062642,Voice Incoming,+12455963971,+10091108338,2026-06-04 05:05:57,25,TWR100659,7454
CDRD9277AAC9E9E,CUST100050528,Voice Outgoing,+17269596478,+17088100448,2026-06-26 04:17:21,1877,TWR100727,3280
CDR2BE16CE7F40D,CUST100068916,Voice Outgoing,+15834998251,+16497589591,2026-06-04 15:06:54,2636,TWR109859,7368
CDRBF1804568F63,CUST100084881,Voice Incoming,+11907883940,+13313334876,2026-07-17 14:31:38,1127,TWR107384,4343
CDR67AE2C7DB866,CUST100028863,SMS Incoming,+19830230885,+10243002090,2026-06-13 06:11:18,2884,TWR104832,3242
CDRD82195C1C70E,CUST100022786,SMS Outgoing,+10494106662,+10750742693,2026-06-02 16:51:28,2440,TWR102837,3452
CDRFAF4D350DC50,CUST100019982,SMS Outgoing,+10528647807,+16049183431,2026-06-01 22:18:10,1171,TWR105423,5740
CDR12A7A5D8BF9E,CUST100030096,SMS Incoming,+10890234332,+18840676681,2026-07-20 09:55:36,173,TWR101129,9592
CDR32AFE5125E15,CUST100068713,SMS Outgoing,+16523245359,+18965442390,2026-07-06 00:25:53,2775,TWR104817,9849
CDR75D7A594D941,CUST100088282,Voice Incoming,+17050963986,+15415965861,2026-06-12 00:13:14,1168,TWR101028,1933
CDRF8330601F696,CUST100014480,Voice Incoming,+13251293956,+19428186346,2026-07-23 10:29:13,2693,TWR102426,1193
CDRA46D426DCB96,CUST100084236,SMS Incoming,+16370719619,+15051171826,2026-07-05 18:10:52,477,TWR101477,7233
CDRC40C5947D7F7,CUST100098628,Voice Outgoing,+13740403880,+12620290467,2026-07-08 03:31:04,2502,TWR103301,5897
CDRADFC10F68A33,CUST100085466,Voice Outgoing,+12574490016,+13683592321,2026-06-23 13:47:04,22,TWR109337,5841
CDR94F0F132148B,CUST100025260,Voice Incoming,+15043281718,+12842647507,2026-06-24 20:53:38,3314,TWR102102,9972
CDR8E96AE5D46B8,CUST100078202,Voice Incoming,+19836928040,+11262673396,2026-06-15 02:23:43,18,TWR102192,6290
CDRBB2257698BD1,CUST100036739,Data Session,+16968832726,+19322781401,2026-07-23 19:29:15,3351,TWR105130,3195
CDR99D62AA00C39,CUST100086648,Voice Incoming,+12371492605,+15960806193,2026-06-10 10:05:30,2960,TWR102005,3223
CDRE8AB53F85687,CUST100005347,SMS Incoming,+19733680039,+16560201789,2026-06-25 04:15:22,2153,TWR108274,1952
CDR6CBCB0AA916D,CUST100039110,Voice Outgoing,+10608017383,+12849842453,2026-07-11 05:39:56,1965,TWR107766,7481
CDR5E361A3E0952,CUST100065506,Data Session,+18081999856,+11489681925,2026-06-23 12:46:46,1584,TWR106015,4330
CDRB503928F67C6,CUST100007156,Voice Outgoing,+12039388045,+12185333269,2026-06-08 07:34:56,1897,TWR106218,7929
CDRD813175E871A,CUST100050848,Voice Incoming,+13533063427,+12255237802,2026-06-05 04:09:45,2121,TWR105240,4814
CDRAC50BAE1B0E0,CUST100015641,Voice Incoming,+15134879850,+10199016792,2026-07-01 15:38:02,1260,TWR107685,5619
CDR0591E55CEDA9,CUST100049981,Voice Outgoing,+15104441744,+12361950462,2026-06-22 01:38:12,528,TWR105815,6688
CDR3A4AD48FBE62,CUST100021533,Voice Outgoing,+15951088371,+17750166917,2026-06-11 09:40:08,2426,TWR105884,3482
CDRA38C8C22E509,CUST100057834,Voice Outgoing,+18557135387,+14114852177,2026-06-18 08:13:39,1234,TWR101829,1907
CDR945C3F3F1DE4,CUST100000903,Voice Outgoing,+14000941460,+13315198952,2026-06-14 12:08:52,2389,TWR105325,8220
CDR252143ECC34B,CUST100020824,Voice Incoming,+16724509615,+15971684775,2026-06-22 12:18:38,3465,TWR100564,7184
CDR4C1D6285CCE7,CUST100079660,Voice Incoming,+15195338195,+13673270795,2026-06-24 06:46:26,242,TWR105688,3508
CDR4B4F4086BD37,CUST100095418,Voice Incoming,+13633069093,+18244133490,2026-07-22 12:44:11,3446,TWR102481,2742
CDR37587ECB9065,CUST100051022,Voice Outgoing,+18425710777,+13577164521,2026-06-17 07:50:03,1598,TWR102502,3700
CDRDB0A0E7C3327,CUST100007561,SMS Outgoing,+16651576163,+13290276706,2026-07-01 20:00:39,916,TWR106492,9561
CDRB8C94034412B,CUST100074885,SMS Incoming,+19546031296,+14686150082,2026-06-12 04:56:24,2041,TWR105196,2367
CDRDA34062D2DD6,CUST100005011,Voice Outgoing,+15890845997,+18703073773,2026-07-23 22:37:21,218,TWR106903,1145
CDR095FE6F9764D,CUST100018860,Voice Incoming,+17379248388,+12849375399,2026-06-06 05:57:32,12,TWR103203,1609
CDRE825900B1FF8,CUST100072740,Voice Incoming,+18504676092,+18309145071,2026-06-17 08:14:20,850,TWR107388,3025
CDR8046030073F2,CUST100076327,Voice Outgoing,+16529106137,+18601848697,2026-07-06 04:25:01,1101,TWR100787,3868
CDR3BF4B1164674,CUST100046113,Voice Outgoing,+12574562206,+10270954841,2026-06-24 23:02:45,3254,TWR103246,1951
CDR92B541901B6F,CUST100050301,SMS Incoming,+17678013774,+14152029079,2026-07-01 05:46:17,2567,TWR108789,1077
CDR4FC1676D05FD,CUST100059603,Voice Incoming,+10563601146,+10353310002,2026-06-28 01:02:20,375,TWR103286,1738
CDRC7548ABB3ED6,CUST100082281,Voice Outgoing,+17700540580,+13500068615,2026-06-14 06:27:04,738,TWR106109,6735
CDRFA432E08D489,CUST100083095,SMS Incoming,+13041963494,+15990939413,2026-06-04 23:20:07,1513,TWR100816,8488
CDRE0336C5D9763,CUST100031442,Voice Incoming,+14819359093,+15959944179,2026-07-08 05:00:12,1184,TWR104007,3687
CDR41B428C903A4,CUST100020475,Voice Incoming,+18376761463,+19302828923,2026-06-30 16:20:25,3139,TWR106055,2285
CDRDD5F47381C96,CUST100017531,Voice Outgoing,+16015284226,+16998602081,2026-06-05 23:50:53,3428,TWR101819,9446
CDRC9A6C1265CF2,CUST100068282,Voice Outgoing,+14832051504,+19743956369,2026-06-02 19:43:27,310,TWR108797,2579
CDREC70C2B8D921,CUST100006082,SMS Incoming,+15069219094,+14995524761,2026-07-03 18:17:30,2789,TWR104839,1970
CDR231C056117EC,CUST100068238,SMS Incoming,+19007122310,+16121731047,2026-06-26 04:21:59,2822,TWR106715,5885
CDRB81F62AE639A,CUST100013674,Voice Outgoing,+17964369916,+12455479809,2026-06-15 15:20:50,2142,TWR101359,1251
CDRD4F01E377E50,CUST100051354,SMS Outgoing,+17886793890,+16299934848,2026-07-18 02:38:02,32,TWR104897,4560
CDR1AFD85FDADBC,CUST100081017,Voice Incoming,+11729924291,+12104574326,2026-06-13 18:32:49,3405,TWR103575,3230
CDR76908EB86DD7,CUST100031466,SMS Incoming,+10909328772,+13960309430,2026-07-07 02:08:57,2638,TWR104350,1204
CDRBCB5B71933DE,CUST100038258,Data Session,+14474846667,+13208615922,2026-07-18 23:25:53,1216,TWR101344,1338
CDRED334C7707B4,CUST100046740,SMS Incoming,+14071512006,+10791374699,2026-06-01 19:40:36,1933,TWR107272,2478
CDRC2735DACA225,CUST100024023,SMS Incoming,+11010810690,+17364641588,2026-06-23 12:19:31,2340,TWR103711,8329
CDRFAC2BBF03140,CUST100071964,Voice Outgoing,+15872343108,+11584516608,2026-06-04 17:41:30,1254,TWR105529,5290
CDR04FC67BEE025,CUST100065005,Data Session,+18667011333,+19049070640,2026-07-01 08:30:23,881,TWR105226,1650
CDRB90B2AAB9E25,CUST100009726,Voice Outgoing,+10188784733,+17752209123,2026-06-23 04:35:04,2989,TWR101876,9446
CDR28D4E172D7DC,CUST100022061,SMS Incoming,+11776577237,+12477854851,2026-06-08 00:34:26,1897,TWR100794,2274
CDR95F0E1043776,CUST100036367,Voice Incoming,+19647755478,+15769120506,2026-07-14 22:55:39,1103,TWR101048,6104
CDRB129B0212E87,CUST100024051,Voice Incoming,+17092614468,+13231915612,2026-06-14 04:06:20,2906,TWR106209,7048
CDR3ABA698EF3A6,CUST100030783,SMS Outgoing,+15902527300,+10626405252,2026-06-10 19:24:53,726,TWR102753,5472
CDRAE2806E970C6,CUST100002517,Voice Outgoing,+12998090382,+19661745324,2026-06-02 01:00:43,1170,TWR105973,2869
CDREB3F205FF344,CUST100050924,Voice Incoming,+14416999374,+19366740470,2026-07-02 13:16:32,2035,TWR106228,9694
CDR5BD39EA8AB72,CUST100025267,Voice Incoming,+15809524907,+13029628573,2026-06-26 14:06:35,3561,TWR107315,7209
CDR5708A2D58020,CUST100018732,Voice Incoming,+10305246147,+14878900115,2026-07-02 07:55:20,1791,TWR103307,2191
CDR7F6F2B07ADCD,CUST100009168,Voice Incoming,+13428596982,+10082604894,2026-06-26 05:42:06,1601,TWR102637,9451
CDR2D8865E45721,CUST100034741,Voice Outgoing,+17707549137,+11913517597,2026-06-11 20:24:59,1360,TWR100606,7047
CDR193AFF008722,CUST100056058,Voice Outgoing,+17782952354,+19579113878,2026-06-02 04:01:24,1317,TWR103734,6464
CDRAD4C9AC37740,CUST100021835,SMS Incoming,+11856748552,+16005507937,2026-07-10 23:17:07,3295,TWR106116,9813
CDR33ED9934DB04,CUST100000659,Voice Outgoing,+19315131921,+15562229385,2026-07-19 18:19:08,2630,TWR101934,6638
CDR806E760909F4,CUST100089864,SMS Outgoing,+19904190653,+14771186608,2026-06-20 04:58:28,3414,TWR101165,8368
CDRA94EE8A27018,CUST100034060,Voice Incoming,+13971931764,+16674848789,2026-06-08 10:15:52,276,TWR108586,6856
CDR995FF9F220EB,CUST100007844,Voice Outgoing,+19750477276,+14565931895,2026-07-03 23:16:52,1679,TWR103489,3548
CDR0BF8BFCDE977,CUST100082477,SMS Incoming,+10178096382,+18929125538,2026-06-08 03:40:49,1696,TWR102588,8173
CDRAEA837EB7EFD,CUST100047983,Voice Outgoing,+13822863331,+17553685332,2026-06-05 16:52:10,2044,TWR106086,7280
CDRC98C6ED30CB4,CUST100076423,SMS Incoming,+16997804297,+12146293857,2026-07-18 07:46:22,2681,TWR108736,6710
CDR724249DAFB71,CUST100022672,SMS Incoming,+18784700465,+12408262293,2026-07-13 13:50:31,2073,TWR108009,5348
CDR37B38FC06A40,CUST100070897,Voice Incoming,+19275323954,+13191936474,2026-07-19 20:09:34,1035,TWR100869,8099
CDRA96FD4EB3195,CUST100016786,Voice Incoming,+11828748908,+10760327808,2026-06-27 23:27:25,558,TWR106218,5806
CDR6D313EFCD8AE,CUST100027861,SMS Outgoing,+17772915292,+16950429839,2026-06-08 16:09:28,2636,TWR102050,7711
CDR1AF97FC83D67,CUST100055705,Voice Outgoing,+13718041601,+17640309900,2026-06-12 10:36:19,1387,TWR100026,7306
CDR98E6A8EA0AF5,CUST100086551,SMS Incoming,+12028944217,+12040891348,2026-06-14 18:35:38,2038,TWR106906,8913
CDRA0CB24E59A72,CUST100005609,Voice Outgoing,+12907211104,+10145711720,2026-06-01 18:26:48,458,TWR106577,8970
CDR8EB368219869,CUST100095791,Voice Outgoing,+13597633490,+14716925735,2026-06-17 15:37:50,2082,TWR103522,7844
CDRFDEA33977B72,CUST100065058,Voice Outgoing,+14228839334,+15349034219,2026-06-25 18:01:34,639,TWR109243,5038
CDRD4BAE19B65A0,CUST100058703,SMS Incoming,+17214348395,+15151334564,2026-06-08 16:32:17,2413,TWR104233,1920
CDR965486A4D22B,CUST100061616,SMS Incoming,+14215739955,+10341315522,2026-07-03 00:06:55,974,TWR107164,3983
CDR0B00C1A0A951,CUST100020088,Voice Outgoing,+19944803478,+17682222491,2026-06-28 13:09:45,152,TWR103820,8299
CDR5CE56A29F98E,CUST100068433,SMS Incoming,+16518014139,+19344582059,2026-06-24 00:22:38,2261,TWR106497,8647
CDR51936FBCCED1,CUST100079755,Voice Outgoing,+19456737152,+15249187964,2026-06-14 07:47:43,664,TWR105107,3823
CDR8654AD36D627,CUST100037664,Voice Incoming,+14552376185,+12520280810,2026-06-07 17:19:03,1452,TWR108727,3765
CDRB83EB3FA8078,CUST100047094,SMS Incoming,+14529748202,+14993504940,2026-06-28 02:21:40,1931,TWR105743,8206
CDR620B5AFC9C5B,CUST100086487,Voice Outgoing,+15688790252,+16664333517,2026-06-02 23:08:42,3125,TWR103234,1637
CDR0C539B9D87B2,CUST100081115,Voice Incoming,+11018562170,+17137345620,2026-07-12 17:25:51,1673,TWR104982,5424
CDR2B734B680822,CUST100023728,SMS Outgoing,+11005656744,+14452166589,2026-06-08 06:47:29,2409,TWR106530,4933
CDRE86B48CA54D1,CUST100010195,Voice Outgoing,+19631747302,+14522306198,2026-07-11 06:43:27,2385,TWR103042,3125
CDREC1B3D9116CB,CUST100028068,Voice Incoming,+19057483400,+16468599538,2026-06-02 11:07:54,2787,TWR104950,3179
CDR533FFAEEA532,CUST100079040,Voice Outgoing,+17263491396,+10376525725,2026-06-01 10:02:24,364,TWR108048,6715
CDRAFE718BE5390,CUST100078013,Voice Outgoing,+10738483402,+14794589808,2026-06-10 03:30:53,1309,TWR102741,9864
CDR81033A76D330,CUST100066479,Voice Incoming,+17075970581,+18271894989,2026-06-20 08:35:08,3113,TWR103428,7447
CDRAA11AB24A7A0,CUST100063586,SMS Outgoing,+18325606082,+15571887537,2026-06-04 09:32:20,3121,TWR106563,6045
CDR888357F46C0D,CUST100039405,Voice Outgoing,+13271574503,+19613294722,2026-07-10 23:22:54,3369,TWR109453,1150
CDR3E34DF406DB6,CUST100051121,Voice Incoming,+18420010409,+11792812340,2026-07-06 08:45:21,1477,TWR109367,2993
CDR08922B1B08BA,CUST100089032,SMS Outgoing,+12326718187,+12182192600,2026-06-20 08:37:20,2255,TWR107103,2433
CDRE2B20B97B886,CUST100052802,Voice Incoming,+18514892777,+16696690303,2026-06-23 14:18:13,62,TWR106197,3943
CDRD6706F681763,CUST100030934,Voice Incoming,+19138951907,+14946821831,2026-07-23 06:31:12,3477,TWR102299,7812
CDRC95BBCC39C2B,CUST100004372,Data Session,+19916874307,+19381473171,2026-07-20 05:36:24,2826,TWR105561,1025
CDR733220D83055,CUST100097187,Voice Incoming,+19945909084,+15881291045,2026-07-06 16:13:47,2661,TWR106856,9484
CDRD66B08906605,CUST100002870,SMS Outgoing,+18686281184,+19075061151,2026-06-21 17:44:52,1347,TWR106734,6640
CDRCCC1DD5205CB,CUST100025405,Voice Outgoing,+17285684719,+18656305751,2026-06-26 06:51:07,811,TWR107955,6165
CDRD35DAE7CA7A6,CUST100051567,Voice Outgoing,+16507980846,+15696937950,2026-06-17 09:37:37,3265,TWR104792,7570
CDRD6D13FE5A0B7,CUST100081628,Voice Outgoing,+14944713187,+12201590380,2026-06-01 01:12:39,2235,TWR102271,1267
CDR1A31A5F95C07,CUST100026030,Voice Outgoing,+19718698244,+12451831733,2026-07-20 15:33:07,359,TWR103258,5548
CDR78637B7FF80F,CUST100066839,Voice Outgoing,+17094008612,+17282816361,2026-07-13 22:06:49,477,TWR109887,9979
CDR50A24C0AB392,CUST100086536,Voice Incoming,+14778494255,+16385131208,2026-07-06 04:08:13,2607,TWR100034,1976
CDR6F5C30E298CB,CUST100052467,Voice Outgoing,+19217839636,+11117799391,2026-07-09 01:35:59,2166,TWR107483,4008
CDR6A7F3634C401,CUST100076116,SMS Outgoing,+15149568759,+10229659296,2026-07-05 16:33:10,2185,TWR108752,5702
CDR5ABA11E54850,CUST100010015,Voice Outgoing,+12815118041,+12309553667,2026-06-07 20:15:36,202,TWR104239,7034
CDR5A8ECEB435FD,CUST100019038,SMS Outgoing,+14818873048,+10269922941,2026-07-20 10:37:43,1083,TWR109270,5714
CDR4120B85C746C,CUST100061691,Voice Incoming,+15678035534,+14870343866,2026-06-08 01:26:29,1187,TWR106192,5022
CDRC08520A89391,CUST100027627,Voice Incoming,+15038778353,+14046128111,2026-07-15 16:55:13,805,TWR102141,7692
CDR7B59FD7EF48D,CUST100050380,Voice Outgoing,+12434161836,+10047447726,2026-07-18 15:34:53,577,TWR101806,6367
CDR230AD40FB5B7,CUST100061243,SMS Outgoing,+14223553258,+11890170060,2026-06-18 13:23:32,669,TWR104208,1847
CDR92A784B8A3A9,CUST100051635,Data Session,+16844564090,+11950381485,2026-07-16 11:09:05,3059,TWR106127,4052
CDRC132F54D92AA,CUST100090890,Data Session,+18781926926,+11512804270,2026-06-21 21:03:15,2127,TWR108252,2004
CDR2BBFF2CB5B8D,CUST100023507,Data Session,+12738498928,+13969808309,2026-07-23 18:45:39,1212,TWR103305,7740
CDR69932C7CD50E,CUST100068143,Data Session,+17670995645,+16464508179,2026-06-09 10:28:00,417,TWR101744,4603
CDR1BFDA9C7EFAE,CUST100076929,Voice Outgoing,+13839038534,+18924091675,2026-07-06 22:15:11,2200,TWR102473,5826
CDR0419767C614A,CUST100016478,Data Session,+19605772698,+12103808398,2026-07-15 07:43:02,2787,TWR103913,5274
CDRA1C6A98419DA,CUST100015192,Voice Outgoing,+12264772590,+17616327476,2026-06-19 17:22:09,473,TWR102240,3464
CDR92A1D36E7992,CUST100064124,Voice Outgoing,+16132057011,+14233063905,2026-06-11 01:48:01,2913,TWR106242,3967
CDR5A4D49E2CEC0,CUST100073943,SMS Incoming,+16575603680,+11490096020,2026-07-10 01:44:40,2865,TWR109107,9955
CDR8CECA4776430,CUST100032006,SMS Outgoing,+12379304857,+16671509435,2026-07-09 11:26:09,1191,TWR109531,3271
CDR4833D0235280,CUST100096093,SMS Incoming,+11631337781,+18572799154,2026-06-05 11:41:24,343,TWR104225,7064
CDR45397BCE73C9,CUST100043185,Voice Outgoing,+14657845778,+16501531591,2026-06-11 18:05:31,2669,TWR100511,5037
CDR2139111CC704,CUST100016310,Voice Incoming,+17450814100,+18003864235,2026-06-25 07:15:44,2686,TWR106459,7298
CDR1D413E1F0C7F,CUST100012452,Voice Incoming,+16144754829,+15934993665,2026-07-15 02:30:17,1125,TWR103278,8463
CDR5D5711E6FDFD,CUST100023208,SMS Outgoing,+12209124213,+18914287236,2026-07-05 15:01:24,1223,TWR106420,3712
CDR1181CBDE365B,CUST100036835,SMS Incoming,+15169743904,+11922930891,2026-06-28 01:44:59,3493,TWR106810,9183
CDR305F5BB97793,CUST100043340,Voice Incoming,+11476244529,+13946224923,2026-06-14 10:06:26,3408,TWR106887,6420
CDRB0A53C65EF2B,CUST100045865,Data Session,+14204520881,+14644211123,2026-06-10 18:24:51,2091,TWR101099,8148
CDR6149E3498E7A,CUST100090609,Voice Incoming,+13916711563,+11309742322,2026-06-07 13:18:22,1736,TWR104365,6707
CDR247A6CD02B29,CUST100050949,SMS Incoming,+12245444294,+15015576573,2026-07-08 17:44:59,3025,TWR107621,3733
CDRCD1E05B2D4C0,CUST100013691,Voice Incoming,+15685870917,+13129718734,2026-06-18 04:26:32,681,TWR101392,4560
CDR78DD3E4C6A92,CUST100072105,SMS Outgoing,+12627616958,+19090371675,2026-06-13 13:22:52,2797,TWR108010,8973
CDRB75A3EE363F8,CUST100079556,Voice Incoming,+16291129252,+13469228788,2026-07-06 20:58:47,858,TWR105155,8659
CDRE3E5CAA9DDC8,CUST100000773,Voice Incoming,+11777905751,+16092331736,2026-06-03 05:12:49,2616,TWR107800,3568
CDRAB639D9BBCD2,CUST100087251,Voice Outgoing,+12009571636,+14322106618,2026-06-16 18:27:57,2082,TWR103432,8831
CDR1CB71FB3044C,CUST100029114,Voice Outgoing,+11550608441,+12416728152,2026-06-09 17:46:11,325,TWR104733,4293
CDR932A3CA5C3E3,CUST100080607,Voice Incoming,+15645607259,+11477068572,2026-06-07 12:17:55,1485,TWR102151,7711
CDR159FCC865BE7,CUST100091524,Data Session,+17535924288,+13251973494,2026-06-26 12:58:51,1410,TWR102872,4336
CDR11FF20260EF3,CUST100032777,Data Session,+10377773322,+18523559119,2026-06-04 19:23:31,1959,TWR109756,1987
CDRB233EAA5BA43,CUST100061962,SMS Outgoing,+18058011999,+17939097910,2026-06-25 04:32:59,2208,TWR108960,8415
CDR86188BCF2D40,CUST100053480,SMS Incoming,+14523970323,+19617692111,2026-06-01 17:10:21,1797,TWR107750,5110
CDR93F546498351,CUST100029677,Voice Outgoing,+15502738699,+16708306595,2026-07-14 23:06:38,3395,TWR107356,2655
CDR9C6DD39B656A,CUST100091263,Voice Incoming,+17569772082,+14145884237,2026-06-19 13:09:26,1927,TWR104751,1942
CDRE332513B91EB,CUST100056487,Voice Outgoing,+16858719148,+11800060957,2026-06-19 04:13:26,878,TWR107208,9944
CDRF584DCE31EBA,CUST100036056,Voice Incoming,+10943139467,+13025739147,2026-07-16 01:01:50,2450,TWR108393,6292
CDR050E489EEEAD,CUST100000385,Data Session,+19064922841,+13834424227,2026-06-11 21:11:51,1665,TWR108429,1194
CDR34CF00C7B7DA,CUST100098688,Voice Outgoing,+17557281709,+14631175671,2026-07-23 02:52:13,2526,TWR109991,2652
CDR04C44B621C30,CUST100011032,SMS Outgoing,+16603811092,+15052662946,2026-06-16 13:52:55,169,TWR101945,2524
CDR6AD63E22DC7F,CUST100043529,Voice Incoming,+14341621802,+14646285965,2026-06-27 14:10:02,1823,TWR102397,6642
CDRCEDE5DDA941C,CUST100064547,Voice Incoming,+16849705023,+15720967836,2026-06-04 01:25:18,1565,TWR109927,4373
CDR875477BFD2E3,CUST100000106,Voice Outgoing,+14585660140,+16172966512,2026-06-13 11:38:06,1473,TWR106056,1368
CDR32EEBFFC305E,CUST100049015,SMS Incoming,+16795164687,+15106675996,2026-06-09 12:11:36,988,TWR107732,4157
CDR6F2BF82B21A1,CUST100099621,Voice Incoming,+15477916074,+13247346198,2026-07-15 16:50:36,1071,TWR102847,9185
CDR1FBDBEFF8E6F,CUST100072463,SMS Outgoing,+19715749704,+14412178740,2026-06-27 11:11:35,1314,TWR107355,5689
CDRF15BC70B36D1,CUST100004761,Voice Incoming,+11097143835,+11665688188,2026-06-02 13:15:07,1525,TWR107954,6458
CDR5AEE3E8052D2,CUST100073331,Voice Outgoing,+10559599690,+14099908455,2026-06-01 02:23:41,855,TWR105524,3888
CDR14397B85AE77,CUST100075715,SMS Outgoing,+10377307711,+12310396425,2026-06-04 04:06:35,310,TWR103005,2437
CDR9E95965B6F13,CUST100018090,Voice Outgoing,+17781698631,+10143445349,2026-06-13 05:09:52,2599,TWR109999,9980
CDRB89E5DD63540,CUST100064645,SMS Incoming,+19123520563,+19008621376,2026-06-28 07:36:30,627,TWR109801,6298
CDR23EE8D3988DB,CUST100088690,Voice Incoming,+13484736603,+19754450899,2026-07-20 14:44:58,809,TWR102931,5049
CDR1D86F4574B17,CUST100012651,Voice Outgoing,+16692906123,+14540331696,2026-07-11 05:37:41,2682,TWR103324,2066
CDRB7FB2263D76E,CUST100080885,Voice Outgoing,+11847591057,+19507825115,2026-06-17 16:29:19,2714,TWR109332,2071
CDR9DF8319CC156,CUST100081354,Voice Outgoing,+11402884061,+14217658439,2026-06-02 09:11:11,657,TWR104152,2153
CDRD8BDA8B5D5F1,CUST100085388,Voice Incoming,+11593319313,+10393333302,2026-06-17 23:57:06,3186,TWR107584,3298
CDR04942921899C,CUST100038510,Voice Outgoing,+14693791987,+10092859865,2026-06-21 12:10:51,1724,TWR103257,4279
CDR1BD69DC27EE0,CUST100088720,SMS Outgoing,+13021384905,+10615448140,2026-07-05 20:21:28,1311,TWR102420,7631
CDR010B79CBB4EF,CUST100074081,Voice Incoming,+16729819473,+19483449564,2026-07-18 10:30:59,1059,TWR105404,3337
CDRE04026B05148,CUST100036878,Voice Outgoing,+19143381525,+17922073410,2026-06-06 04:01:15,2638,TWR102151,1233
CDR477490EAAE4A,CUST100054519,Voice Incoming,+16303369296,+11330523983,2026-06-18 05:10:29,2580,TWR105472,1598
CDR075F20305224,CUST100021733,Voice Outgoing,+12732385108,+18338038866,2026-06-21 12:25:26,1780,TWR109403,4909
CDR6F4437ED483D,CUST100070204,Voice Outgoing,+10612015589,+10356273578,2026-06-26 11:44:22,376,TWR109510,1499
CDR72F0D020B24F,CUST100082029,SMS Incoming,+18844787550,+13515083241,2026-06-18 07:49:38,3347,TWR101180,9141
CDR6FC1A119EF71,CUST100027675,Voice Incoming,+17686017589,+18993774871,2026-06-01 22:44:00,3268,TWR102960,5910
CDR1EF8865F04A4,CUST100059103,Voice Incoming,+19518829225,+12563884915,2026-06-29 13:47:57,1914,TWR107951,9678
CDRE37F75D2A882,CUST100077506,SMS Outgoing,+19476844848,+11142010061,2026-06-10 14:23:15,1113,TWR102268,7958
CDR5A109608A255,CUST100080076,Voice Outgoing,+16394862438,+12543371543,2026-06-30 01:25:46,195,TWR101141,4886
