sim_id,customer_id,sim_type,iccid,msisdn,activation_date,status
SIM0D4B5011B3,CUST100091911,Physical SIM,8920160389661720826,+11232931598,2022-04-17,Active
SIME37685C58C,CUST100076500,Physical SIM,8989001460203379162,+11403475858,2020-02-11,Active
SIMF8D2B11CA7,CUST100079450,Physical SIM,8958181473371517524,+18286457756,2020-06-07,Active
SIM68863BE56D,CUST100044560,eSIM,8910239739744306353,+17319776684,2023-01-18,Active
SIM9675892AC6,CUST100082056,eSIM,8986940272208461564,+10555315061,2018-08-12,Active
SIM92CF71C277,CUST100030288,Physical SIM,8945202861544176373,+14550925529,2022-10-21,Suspended
SIM642947D28F,CUST100069438,eSIM,8952695604620466276,+17473803553,2025-03-03,Active
SIM4BE851504E,CUST100011735,eSIM,8911700360059011304,+10892311356,2017-02-19,Active
SIM0FAF4A0BBB,CUST100073535,Physical SIM,8935307875427421359,+13079846942,2017-01-21,Active
SIM92218AEE35,CUST100033911,eSIM,8909109600344053958,+10088650594,2018-02-12,Deactivated
SIM8AD91A4F44,CUST100070520,Physical SIM,8977107818485905517,+15797022524,2020-09-21,Active
SIM9FA72A41A0,CUST100053175,Physical SIM,8987553428290023811,+12524128169,2018-05-11,Active
SIMA1C86AA75A,CUST100076125,Physical SIM,8959299366602743795,+11190329603,2022-03-28,Active
SIM47441D4258,CUST100088698,Physical SIM,8925851705759603233,+12683090935,2021-12-23,Active
SIM024AF829E9,CUST100018837,eSIM,8915421480289052432,+10397149068,2020-06-27,Active
SIM54ED20D5F6,CUST100098544,Physical SIM,8975689607934337921,+16914613455,2023-03-03,Active
SIM2D8E305DF3,CUST100079269,Physical SIM,8947489178036693052,+10823987892,2026-01-11,Active
SIM4BF45415A1,CUST100007293,Physical SIM,8978239780139450363,+16705670802,2021-10-14,Active
SIMABED7A1131,CUST100020495,Physical SIM,8944696878742981754,+19372182398,2022-09-08,Active
SIM60063DC70B,CUST100008143,Physical SIM,8904202464253665369,+12589161959,2015-12-18,Active
SIM66AE237FE5,CUST100083780,eSIM,8969523237827665696,+16139346932,2020-04-11,Active
SIM66FE8410FF,CUST100052473,Physical SIM,8926367587033443392,+19363435520,2018-11-13,Active
SIMEE236B85C4,CUST100066753,Physical SIM,8957897517437397356,+16105211878,2017-02-20,Active
SIMA1E487DC8F,CUST100081851,Physical SIM,8972361220201772341,+15575042653,2017-10-15,Active
SIMBF81204F43,CUST100028002,eSIM,8901888363766897233,+16729296060,2018-09-03,Active
SIMC72A792FBA,CUST100009827,eSIM,8961372964630515314,+17495341910,2022-10-07,Active
SIM1F12456A77,CUST100020732,Physical SIM,8962186642706491939,+11469762404,2024-04-12,Active
SIME2B289315A,CUST100066126,eSIM,8931323447334736575,+10140398294,2018-12-01,Active
SIM0B84272BC2,CUST100006834,Physical SIM,8905997135253220376,+18234209674,2018-03-03,Active
SIM3C32E0A394,CUST100099177,Physical SIM,8930982768815233846,+10591482358,2025-06-18,Active
SIM016BE28429,CUST100024749,Physical SIM,8918506675339663866,+11946492530,2025-08-04,Active
SIM56435CDE6A,CUST100044383,eSIM,8952214799464132277,+15966130917,2022-05-17,Active
SIM2D5D025E1D,CUST100048579,eSIM,8905301262112582849,+15399303226,2021-01-24,Suspended
SIMD0378E1696,CUST100020768,Physical SIM,8997244217229542194,+15478866802,2022-05-28,Suspended
SIM4203B8D689,CUST100016695,eSIM,8947570680632368624,+15926673616,2026-03-31,Active
SIM29E4BFA733,CUST100013522,Physical SIM,8940408796321738916,+16681946736,2019-09-27,Active
SIM79C9C89E79,CUST100001440,Physical SIM,8984263362739390958,+16924994629,2022-04-14,Active
SIM0A3510A51E,CUST100029676,Physical SIM,8973162128720300954,+14622143058,2016-09-04,Active
SIM7BAB543BD2,CUST100077849,Physical SIM,8952227823077234498,+10041999392,2015-05-25,Active
SIMC983F7976D,CUST100083580,eSIM,8927282118463527870,+15221676734,2016-09-07,Active
SIM715F0AACE1,CUST100039205,eSIM,8905033857725713367,+15188611409,2024-11-20,Active
SIMC752E7589E,CUST100090061,Physical SIM,8915168610916823518,+11871182221,2023-06-22,Active
SIM9234AA045F,CUST100048082,eSIM,8936378035705691819,+19636983025,2025-05-14,Deactivated
SIM0D1200F5FF,CUST100080816,Physical SIM,8992774855047348150,+14472669995,2020-05-11,Active
SIM5AC89E4D7D,CUST100051068,Physical SIM,8938396932531263308,+19952701242,2020-08-06,Deactivated
SIM79E69B5DAE,CUST100064644,Physical SIM,8938393453465757288,+17172723231,2018-06-28,Active
SIM93DDF05172,CUST100005229,eSIM,8964276884441127115,+19059880663,2022-05-15,Active
SIM662B3B3100,CUST100019893,Physical SIM,8967502456000689832,+13501006507,2016-05-17,Active
SIME3A501D34D,CUST100031322,eSIM,8904813610762890330,+16543611840,2019-12-07,Active
SIM8CF0E7F837,CUST100040656,eSIM,8958824064568389067,+16501210167,2025-11-12,Active
SIM45399DA09A,CUST100002429,Physical SIM,8908601556347192452,+13506717815,2018-04-15,Deactivated
SIM33EEE7670F,CUST100099951,Physical SIM,8976234091818637840,+14370073418,2019-01-06,Active
SIMFAB6E938A9,CUST100007764,Physical SIM,8949021200578403911,+10192656275,2024-07-25,Active
SIME5BD1B6DCE,CUST100004679,Physical SIM,8967105351489973644,+10433521161,2025-07-06,Deactivated
SIM9534BED00C,CUST100060741,eSIM,8932116374071960955,+18826753265,2022-06-24,Active
SIMDE263D31E1,CUST100045040,Physical SIM,8940197470206982205,+15561233236,2016-02-07,Active
SIMF449302BF0,CUST100030656,Physical SIM,8910898197690111790,+14116356910,2025-03-02,Active
SIMA6088DC286,CUST100085752,Physical SIM,8957140806765588175,+11172455289,2018-04-12,Active
SIM6BA56A1EC6,CUST100019052,Physical SIM,8965218962794845948,+18653926470,2020-04-15,Deactivated
SIM73BB56D87D,CUST100025502,Physical SIM,8931626166938199738,+16311968171,2015-08-30,Active
SIMB7544DA7DA,CUST100059608,Physical SIM,8988647261259530531,+16086550764,2025-10-01,Active
SIM7E44C0156A,CUST100005789,Physical SIM,8960058289490657084,+14598034169,2025-04-14,Active
SIM016AA2D925,CUST100093482,Physical SIM,8933783290302661154,+10973466915,2021-08-18,Active
SIMB5576CB3C2,CUST100050095,eSIM,8923563768135952602,+19043738218,2021-04-30,Active
SIM519E299515,CUST100023055,eSIM,8940013624982246204,+11710990193,2024-03-31,Active
SIM99619AB94A,CUST100083496,Physical SIM,8953852793694871488,+17930862810,2025-09-02,Active
SIM0B4FFE7A02,CUST100051581,eSIM,8997624439205907275,+17266313589,2022-04-14,Active
SIM4759E52AA5,CUST100036919,Physical SIM,8993772826421741843,+19458876112,2016-10-14,Active
SIM381FE8C39F,CUST100098974,Physical SIM,8977369940394233810,+12550269454,2020-04-30,Active
SIMD4335E6A86,CUST100013018,Physical SIM,8931628190941334554,+14416062251,2019-03-14,Suspended
SIM2784706BE2,CUST100070622,eSIM,8992680203749584801,+14227501787,2017-03-23,Active
SIM5B56CD706A,CUST100094472,Physical SIM,8971256564705499074,+16340814343,2024-01-31,Active
SIM25FC66EEFF,CUST100042206,eSIM,8943493497107349062,+15106541007,2024-10-07,Active
SIMB86F32B439,CUST100000534,Physical SIM,8944751365288948149,+15961527018,2022-10-22,Deactivated
SIMD014C87864,CUST100049131,eSIM,8973354189990579929,+11561861620,2017-04-24,Suspended
SIM62CD64FE2A,CUST100065731,Physical SIM,8929870078743965541,+10699932739,2020-08-07,Active
SIM8ECE759036,CUST100090141,Physical SIM,8935782122945458283,+11943839252,2015-06-24,Active
SIM6CAF8CAB01,CUST100055315,eSIM,8980913505900057871,+16778296059,2020-03-02,Active
SIMF74B60EECC,CUST100071196,Physical SIM,8940503995460029674,+15922952053,2024-01-08,Swapped
SIM00E58DFE94,CUST100043638,eSIM,8947911988355910088,+10411668780,2017-07-31,Active
SIM7B1842256F,CUST100097772,eSIM,8934891661836902524,+10583718336,2019-08-15,Active
SIM450D49BC0B,CUST100041721,Physical SIM,8928398103595392239,+19573972342,2015-03-22,Deactivated
SIM3C5D1CEE10,CUST100015792,Physical SIM,8975175895862453827,+19490717218,2025-06-09,Active
SIM1CE367ADDD,CUST100079158,Physical SIM,8971744222435640012,+12139404399,2025-06-27,Active
SIMC0563D0746,CUST100072058,eSIM,8915051239127614919,+17158720155,2024-07-21,Active
SIMC161322035,CUST100081472,eSIM,8911637076034127983,+11729820048,2019-08-02,Active
SIM8251F8FE52,CUST100012038,eSIM,8982032649346594320,+15459092207,2023-05-23,Deactivated
SIM2757B759DA,CUST100085186,Physical SIM,8964625800563742390,+11910031648,2019-09-02,Active
SIM47DEF3C999,CUST100059251,Physical SIM,8983823014301903040,+14021042265,2020-12-01,Active
SIM186CA6B69F,CUST100045991,eSIM,8965426719350661072,+13016927875,2022-12-30,Suspended
SIM88C99A9ECD,CUST100061582,Physical SIM,8969800297224434046,+17437031187,2019-09-29,Active
SIM2F31261F47,CUST100051384,Physical SIM,8928366177275636555,+10462073702,2024-02-01,Active
SIMBDF109239A,CUST100094532,Physical SIM,8996140551215225724,+12104895075,2015-01-19,Active
SIM03F91A38E8,CUST100066568,Physical SIM,8938935503550437272,+18582740741,2026-05-10,Active
SIMBBF665D611,CUST100029677,Physical SIM,8972861645434471842,+16538851180,2025-11-22,Active
SIM806F97044D,CUST100012541,Physical SIM,8906983849510022360,+15661616360,2018-06-27,Active
SIMCC7DD51E39,CUST100054511,Physical SIM,8904289939864748737,+19694631094,2015-09-30,Active
SIM1311184386,CUST100010985,Physical SIM,8919980360510456585,+16015185260,2017-12-09,Active
SIM0C292C9DC4,CUST100005448,Physical SIM,8943785537851920532,+18476234019,2023-08-31,Active
SIM546D3C08A9,CUST100020606,Physical SIM,8926378703131455359,+14752253111,2016-03-20,Active
SIMEEF6E269BD,CUST100096045,Physical SIM,8944727952238990590,+11120797976,2018-04-26,Active
SIME11D2B458E,CUST100038290,Physical SIM,8995860159491169930,+16281872079,2023-10-20,Swapped
SIM48F920519A,CUST100084541,eSIM,8921723134757595834,+12360323383,2019-04-22,Active
SIM181F930956,CUST100054490,Physical SIM,8982487874680953964,+15249881357,2022-08-19,Active
SIMFA4F353763,CUST100070567,eSIM,8901068355240069142,+17424204558,2018-02-28,Active
SIMA9811B3DBE,CUST100046249,eSIM,8916426765863674205,+17857529157,2020-07-21,Active
SIMFA63B2DBE7,CUST100092970,Physical SIM,8977703094977141281,+14428280010,2015-03-16,Active
SIM08AB193BF0,CUST100085585,Physical SIM,8989800969011667598,+18767759717,2023-03-30,Active
SIM95F9951378,CUST100002723,Physical SIM,8974485420374832421,+17139367441,2015-09-02,Active
SIM2B14695A5B,CUST100080261,Physical SIM,8913839939695754631,+18592589795,2015-10-01,Suspended
SIM98C366A587,CUST100084987,Physical SIM,8964772056843142185,+16036340925,2016-02-03,Active
SIM888DD94D42,CUST100048306,eSIM,8931920479451917484,+19370313868,2020-02-22,Active
SIM19AAF4D6DA,CUST100030153,Physical SIM,8964005948012585436,+11887743334,2017-03-30,Swapped
SIMC0744E6645,CUST100020312,Physical SIM,8974315860833367198,+14258815824,2018-04-27,Active
SIM622387E767,CUST100009977,Physical SIM,8917410636209513729,+19482597511,2022-10-27,Active
SIM4A8EB52FAD,CUST100083690,eSIM,8909455265942516010,+13794093278,2021-12-27,Active
SIM5D317FD4BB,CUST100009018,Physical SIM,8942293208395058354,+11228588626,2019-04-10,Active
SIMD5D63EB3A2,CUST100018039,eSIM,8970095234184567063,+18771465988,2021-03-03,Active
SIM5B15DA2340,CUST100078755,Physical SIM,8984826247706788114,+14293251353,2017-12-09,Active
SIM1434A9D62B,CUST100022360,eSIM,8931269553322025194,+16063812116,2023-09-20,Active
SIM99546EC3E9,CUST100040487,Physical SIM,8942222291785345407,+19484279884,2015-04-14,Active
SIMCF388E5DAF,CUST100073754,Physical SIM,8931575950251181190,+11610128828,2025-06-29,Active
SIMCCBF4EFA73,CUST100090614,Physical SIM,8934014496085815263,+13409825673,2024-12-13,Active
SIMD2FC19FA34,CUST100030542,eSIM,8987183413793807127,+11211057333,2018-12-26,Suspended
SIM4783FF7E15,CUST100092086,eSIM,8902739202434967340,+18228903885,2016-06-29,Active
SIM1B7B74FF3E,CUST100084098,Physical SIM,8927922095957222244,+11960886953,2020-03-29,Active
SIM8565E39420,CUST100055467,Physical SIM,8987282293591728431,+11766850414,2019-10-30,Active
SIM7B0D540105,CUST100042410,Physical SIM,8986361667750461897,+19745635225,2016-02-07,Active
SIM3EA14FE3ED,CUST100026586,Physical SIM,8968311359525843882,+16277288722,2022-01-14,Active
SIM92D69FC309,CUST100005526,Physical SIM,8950064736091518330,+18541730119,2026-01-26,Active
SIMD08D0FFE37,CUST100097454,Physical SIM,8904830094775991107,+16384641131,2022-02-27,Active
SIME327844A67,CUST100086110,eSIM,8995177225219515854,+19976469813,2015-06-27,Suspended
SIMA302B545A3,CUST100030119,Physical SIM,8930064533776927235,+16617547512,2019-11-26,Active
SIM8F54885CDE,CUST100087086,Physical SIM,8904330792457812927,+11078464858,2015-01-20,Active
SIM44A47A6315,CUST100027160,Physical SIM,8993990263252139704,+13347085913,2024-07-13,Active
SIM7FEBDA570E,CUST100018844,Physical SIM,8930560628650729996,+19614486511,2026-04-20,Active
SIM0B9CF78CDD,CUST100005797,Physical SIM,8969855095478052781,+14541609939,2021-04-27,Active
SIM6DFAB6C085,CUST100024840,Physical SIM,8931732635206325701,+14561955144,2022-11-24,Active
SIM09C09468C2,CUST100013696,Physical SIM,8926184803896408899,+16470590384,2018-12-05,Deactivated
SIM56357C6029,CUST100074922,Physical SIM,8921151258789715412,+12779212929,2022-09-24,Active
SIM9F8146C13E,CUST100058325,eSIM,8962146802406952955,+13608554205,2016-05-02,Active
SIM0E532F61EF,CUST100050601,eSIM,8975008274842586416,+17267565150,2020-05-25,Active
SIM6E7C4B913D,CUST100000638,Physical SIM,8944989662851322209,+11455459345,2020-01-09,Deactivated
SIMBDF286DCFC,CUST100065125,Physical SIM,8939565445143210123,+13185592381,2020-02-01,Active
SIM39CFF876DE,CUST100020326,Physical SIM,8920069630047654039,+13661447897,2023-04-15,Active
SIM63A9C888B2,CUST100023107,Physical SIM,8911331316606864824,+15297163901,2026-01-23,Active
SIM4660E32B23,CUST100071516,eSIM,8983577510930511496,+19243178411,2025-04-04,Active
SIM0CA07FDA74,CUST100027295,eSIM,8973593312278227920,+17883954489,2023-11-23,Deactivated
SIM34212DF63D,CUST100030040,Physical SIM,8959361495307379389,+10576926419,2017-08-30,Active
SIM5E5FFA8152,CUST100061660,Physical SIM,8938758045767206290,+10707586990,2022-08-03,Active
SIMBB116F5223,CUST100064978,Physical SIM,8993648753939869321,+17590520699,2021-03-17,Active
SIM163967CB67,CUST100000731,eSIM,8902647482458472521,+11109198915,2020-01-07,Active
SIM187D852DE5,CUST100007046,Physical SIM,8964052483681792191,+17430030984,2017-06-13,Active
SIM01F5737862,CUST100018740,Physical SIM,8972218389356648090,+12015117800,2018-03-15,Active
SIM92736F1FB0,CUST100023934,Physical SIM,8957300991676873657,+11420425577,2016-05-07,Active
SIM244A5E319B,CUST100058426,Physical SIM,8902363405960289557,+16298840230,2021-07-17,Active
SIMFA4921421D,CUST100014453,Physical SIM,8924863732890779783,+14668358232,2020-09-22,Active
SIMAF6F2AF147,CUST100059537,eSIM,8934045438392303880,+18844311114,2016-12-15,Active
SIMB361537A6C,CUST100093395,Physical SIM,8931489393902025461,+17091316567,2021-04-13,Active
SIMB23F4C688F,CUST100048833,eSIM,8940056819064900680,+19373756907,2015-01-27,Active
SIMC7FF43B9BD,CUST100095679,Physical SIM,8995783447936739641,+13736240647,2016-06-22,Active
SIM18E7937F32,CUST100000763,Physical SIM,8958964810170777283,+10025861321,2016-11-18,Active
SIM3AE509AA5D,CUST100061491,eSIM,8987623390666454868,+19781443601,2025-04-26,Active
SIMEC3EB41FDB,CUST100055708,Physical SIM,8994528548151380485,+11143561828,2015-07-20,Active
SIM1E4CA79387,CUST100002701,eSIM,8974457497489204417,+17509250332,2018-03-11,Active
SIM27BF1AD17E,CUST100032199,eSIM,8929162085408500274,+17435048941,2016-10-25,Active
SIM54D00BCF3F,CUST100080571,eSIM,8960098384511519777,+12809734295,2021-08-18,Suspended
SIM7F97D82F89,CUST100082998,eSIM,8956768640479943098,+13251729153,2019-07-10,Active
SIMB90F30C2A4,CUST100033928,eSIM,8935565175447490256,+10471037796,2020-08-23,Active
SIM099280F972,CUST100053541,Physical SIM,8971197814362302393,+16085740646,2021-08-23,Active
SIM0E4CC4E493,CUST100098315,Physical SIM,8999924474972378367,+10949561103,2018-04-25,Active
SIM567207F99A,CUST100044225,Physical SIM,8977030131666913708,+12326847373,2024-08-06,Active
SIMEF2260E0CB,CUST100035160,Physical SIM,8957178398022992205,+10972464344,2016-11-28,Active
SIM1AC04F22FD,CUST100090445,eSIM,8906639048555687105,+16274114839,2019-03-13,Active
SIMDE032549A5,CUST100059644,Physical SIM,8962279508101696930,+12837435741,2019-02-26,Deactivated
SIM3B6C140089,CUST100039951,Physical SIM,8981703296064167178,+13842505316,2026-03-22,Active
SIMECB1B79CB6,CUST100058365,Physical SIM,8912865756911032791,+10426944831,2019-10-11,Active
SIM5C0DCF1B24,CUST100053346,Physical SIM,8910189530296656261,+13231896996,2015-10-25,Active
SIM7514D1F24C,CUST100030884,Physical SIM,8963775000061817571,+10019459290,2022-12-17,Active
SIMDE9ED6E427,CUST100050717,Physical SIM,8922828246250742043,+11375580789,2025-12-24,Swapped
SIMB54606F67A,CUST100036201,Physical SIM,8945614454203506200,+15875738324,2023-11-19,Active
SIM9CE8EF7EDF,CUST100028092,Physical SIM,8946742756479449257,+19379933293,2018-12-25,Active
SIM383DC462A3,CUST100045720,eSIM,8974557532371895790,+19837939484,2016-09-29,Active
SIM1C51F7CD86,CUST100044207,Physical SIM,8991991612434030276,+15123385531,2026-06-12,Active
SIM5699CEC6B3,CUST100001878,Physical SIM,8937205424745113714,+11773297088,2015-03-05,Deactivated
SIM11A0592A25,CUST100008583,Physical SIM,8976720862082717046,+16920471057,2017-11-02,Active
SIM849154E10F,CUST100067124,Physical SIM,8914366495980720135,+16586465205,2015-07-21,Active
SIM8EC91E517D,CUST100038547,Physical SIM,8939654243274651813,+19610698425,2023-02-09,Active
SIM493D781566,CUST100034265,eSIM,8917079375745877355,+11834327755,2022-05-29,Active
SIM5FDEC8315B,CUST100074483,Physical SIM,8959659203925951576,+11772194349,2018-01-10,Active
SIM4695F9EA3F,CUST100020507,Physical SIM,8996022549276837606,+12685948872,2022-03-03,Active
SIMF5749E4E73,CUST100062941,Physical SIM,8925376614856243939,+14509758688,2018-05-10,Active
SIM4F83A20087,CUST100016289,eSIM,8942270046891240971,+19383557202,2016-05-07,Suspended
SIM0837E71AC2,CUST100018588,eSIM,8948067608403008567,+13735086200,2016-01-13,Active
SIM8B167830E2,CUST100048675,Physical SIM,8954348882534152574,+16577812453,2016-08-25,Active
SIM8F0B64E721,CUST100099245,Physical SIM,8988481550003489095,+14969355810,2018-02-11,Active
SIMEEB4BAC889,CUST100053567,Physical SIM,8908010743271124222,+12418106931,2020-03-13,Active
SIM56276912FC,CUST100081386,Physical SIM,8956539035299436214,+18692656875,2020-08-25,Active
SIM1283FB46E0,CUST100099402,eSIM,8902720758145429685,+12721158098,2026-05-06,Deactivated
SIM067D3AB0FE,CUST100098907,eSIM,8916003044118258682,+17083154372,2020-10-27,Active
SIM365BED96E0,CUST100036381,Physical SIM,8968718431657566843,+15094434397,2023-03-02,Active
SIM4615594B02,CUST100097571,eSIM,8976647642281294043,+16271667443,2022-03-05,Suspended
SIM0172674E3F,CUST100033318,eSIM,8941924586597431127,+19355968646,2023-09-29,Active
SIMB36BA4E264,CUST100013047,Physical SIM,8991233874208781601,+18402779822,2024-07-26,Active
SIM2AFF89E717,CUST100099447,eSIM,8987853903011392485,+19126749416,2022-03-17,Active
SIMF7819A9859,CUST100079967,eSIM,8975735960651400348,+12111901677,2026-06-11,Active
SIMCDB422F6F7,CUST100058606,eSIM,8936668879565912306,+15476492868,2022-04-07,Active
SIME27024A392,CUST100072620,Physical SIM,8957475400279873074,+14879593374,2018-08-21,Active
SIM6801E88E8A,CUST100055253,eSIM,8914688102464632813,+13544082095,2019-05-30,Active
SIM6A1AD26E3A,CUST100004124,Physical SIM,8909993986342415855,+12895317127,2016-12-07,Active
SIM69C152DA8C,CUST100032964,eSIM,8923035743806765497,+17540500993,2018-02-21,Active
SIM339C11ACF6,CUST100096382,eSIM,8963667149600642718,+13191254228,2020-01-03,Active
SIM2DBB6BA6F6,CUST100030257,Physical SIM,8934450241001527658,+19320444936,2018-08-14,Active
SIME34BD8CEDA,CUST100098256,eSIM,8919639576357249767,+16737634192,2016-12-22,Active
SIM6A8EC7CED1,CUST100093431,eSIM,8961804529758847783,+11228830331,2015-09-24,Active
SIM7AB304D706,CUST100025533,eSIM,8999395273429307231,+13979345097,2018-02-01,Active
SIM7905E10831,CUST100027532,Physical SIM,8938656134995561897,+11908397987,2026-05-05,Active
SIM31D99A814E,CUST100070444,Physical SIM,8964277138347028523,+18976852593,2016-10-25,Active
SIME4D9C232A0,CUST100012442,eSIM,8955489007582830318,+10223266791,2020-10-07,Active
SIM88F035FC89,CUST100093527,eSIM,8974715723575116340,+10252800463,2023-12-25,Active
SIM0284459A40,CUST100049696,Physical SIM,8929977867116080235,+14075834098,2025-11-07,Active
SIME48F5AFACB,CUST100027947,Physical SIM,8902750248962939787,+12483571336,2021-01-24,Active
SIM2C2F87457A,CUST100013682,Physical SIM,8996437891775872799,+19390917285,2022-06-24,Active
SIM115567EA5C,CUST100034629,Physical SIM,8950758690845134716,+17733215941,2023-04-02,Active
SIMB09E58C75A,CUST100000470,Physical SIM,8954228222434976513,+18015176975,2016-10-23,Active
SIM178D93C08B,CUST100048951,Physical SIM,8990935469405067418,+11695609514,2024-01-16,Active
SIMA2ABA472AF,CUST100096770,Physical SIM,8970170494858721375,+13193580616,2022-07-20,Suspended
SIMD2ADCE1CB7,CUST100091244,Physical SIM,8971862581811864614,+11142283457,2022-01-20,Swapped
SIMC5BDE3F6ED,CUST100063492,eSIM,8930706444540388887,+19964509172,2023-09-16,Active
SIM7882DB9983,CUST100087572,Physical SIM,8992015481444285618,+16626986933,2025-01-22,Active
SIMF7641D9AFA,CUST100045365,eSIM,8989885091679494947,+19722384938,2024-12-14,Active
SIM671491F33F,CUST100005533,eSIM,8971864109773674553,+14891523141,2026-04-30,Active
SIM9BA1B7CA1D,CUST100054681,Physical SIM,8914610343823620300,+17540831908,2022-12-24,Active
SIM8B79A7EA80,CUST100045341,Physical SIM,8908920182690030108,+16718988233,2023-07-07,Suspended
SIMB7674E8C97,CUST100082646,Physical SIM,8955915729495217637,+13051490835,2023-01-20,Active
SIM316BBB6C79,CUST100021841,eSIM,8940879836752099990,+11190811679,2018-07-25,Suspended
SIM3309D1B858,CUST100015263,Physical SIM,8995563390045450052,+16749961630,2024-11-30,Active
SIM6BFA37DEC4,CUST100067088,eSIM,8936905502100576601,+12382459788,2021-05-01,Active
SIMD863A9115C,CUST100085273,Physical SIM,8919484319968438824,+10859585294,2022-12-01,Active
SIM447D5EC5B7,CUST100023942,eSIM,8909476750652406244,+14934947917,2017-01-20,Active
SIM2B8165A189,CUST100010834,eSIM,8940876864366202216,+17832777696,2017-03-20,Active
SIM762AFD8D92,CUST100016653,Physical SIM,8991984851618526964,+10662741606,2025-08-28,Active
SIM1EAB268E05,CUST100059390,Physical SIM,8971694456725619550,+16894909168,2024-09-04,Suspended
SIMBF1036E35C,CUST100064356,Physical SIM,8999101188422869381,+19072700301,2018-07-16,Active
SIMA97CE38C3D,CUST100099209,Physical SIM,8964617045708254853,+16677673445,2025-01-11,Active
SIMC7F0833406,CUST100043008,Physical SIM,8962518539307330703,+15603921423,2017-01-20,Active
SIMF99D94396C,CUST100018889,Physical SIM,8941606993212714254,+17348237399,2026-02-28,Active
SIM989304A3D7,CUST100049300,eSIM,8977770209331723285,+16670218858,2015-10-01,Active
SIMADC38389E9,CUST100081212,eSIM,8940216906129815440,+10508738996,2015-04-28,Active
SIM049542D579,CUST100062992,Physical SIM,8944299925965504057,+11479967559,2019-08-25,Active
SIM79AEC51F6A,CUST100037398,Physical SIM,8961000768370925670,+12548923371,2022-08-15,Active
SIM07109D814B,CUST100037730,eSIM,8984943356450574668,+19617975911,2020-06-01,Active
SIMA9117C04C7,CUST100012516,Physical SIM,8993572795075934678,+17665143706,2023-08-09,Active
SIMC9B3B1740F,CUST100050531,Physical SIM,8930577397829766882,+17971657486,2018-03-08,Deactivated
SIM9D59BE8143,CUST100012524,Physical SIM,8952619282749143654,+12194560226,2025-08-31,Active
SIM816051094D,CUST100097485,Physical SIM,8955541433579934282,+16050956517,2022-10-08,Active
SIM9D7B7CA1FB,CUST100078673,Physical SIM,8990776899934709020,+19992710055,2025-09-27,Active
SIMDCCBBAAC60,CUST100074239,eSIM,8902417789439029771,+10003840430,2018-09-19,Active
SIM1FBB5156E0,CUST100066836,Physical SIM,8974391717512032962,+19348674788,2021-07-06,Active
SIMB3AE5C9D28,CUST100052658,Physical SIM,8946108624353813015,+14405201185,2017-03-27,Active
SIM6BD6657378,CUST100013447,eSIM,8926204379565521729,+19979471741,2017-08-22,Swapped
SIMCCFBE6C7AE,CUST100006320,Physical SIM,8922516089797678485,+19835546684,2019-12-21,Active
SIM057C21E3B0,CUST100031210,Physical SIM,8971495982341415328,+12779933586,2024-02-23,Suspended
SIME825CE1270,CUST100075744,Physical SIM,8991493842952086291,+15065732463,2023-11-05,Deactivated
SIMA52B444EE4,CUST100026948,Physical SIM,8983942310772811697,+17637114476,2025-12-29,Active
SIMD0B1D8C0B4,CUST100007389,Physical SIM,8976097820622825908,+19992689831,2023-06-12,Active
SIMFE8647D848,CUST100022779,eSIM,8995653150829090730,+13685654900,2023-03-28,Deactivated
SIMA0B15E29A2,CUST100091521,eSIM,8963557765421539682,+12738984876,2025-03-18,Active
SIM5BD378FEE1,CUST100037257,eSIM,8921004471904114464,+11789123634,2018-02-27,Active
SIM8B76B9A5E0,CUST100013873,eSIM,8948672852029288225,+15564589799,2018-07-26,Active
SIM33F0158997,CUST100010688,Physical SIM,8950781702595085768,+14274669399,2019-03-28,Active
SIM01868C5290,CUST100078736,Physical SIM,8915249050735844307,+14068032964,2015-04-23,Active
SIM2085293452,CUST100010061,Physical SIM,8923074473089718269,+15664115574,2023-02-09,Active
SIM8B0AB3D765,CUST100025560,Physical SIM,8909658784606320584,+16708981118,2017-05-25,Active
SIM37BECCFDC1,CUST100093360,Physical SIM,8983990604501828887,+18279015770,2018-02-05,Active
SIMB55053C52C,CUST100011568,Physical SIM,8979157941845932229,+11428166748,2016-07-27,Active
SIM5CE63EFD7A,CUST100076694,eSIM,8917143419954365209,+10979832095,2016-09-07,Active
SIMF29AB563A1,CUST100056612,Physical SIM,8965862656707064531,+14409735886,2018-03-03,Active
SIM4C818C6869,CUST100044219,eSIM,8953557104417376233,+14133099371,2015-11-12,Active
SIM905A189797,CUST100087334,Physical SIM,8923804037060846468,+17548485023,2021-08-28,Active
SIM997DE3767E,CUST100033545,Physical SIM,8917115826177884684,+11739722704,2023-05-06,Active
SIM48C3380646,CUST100031995,Physical SIM,8917775331847748553,+12650050603,2018-05-20,Active
SIM1E7887E4EE,CUST100097525,eSIM,8925160022986665795,+17610119445,2019-05-20,Active
SIM1F2406F76C,CUST100065465,Physical SIM,8983784611937307001,+12152931633,2017-02-23,Active
SIMBE60E94871,CUST100098510,Physical SIM,8941552711627834719,+18721496136,2020-09-29,Active
SIMF523B14BDF,CUST100015141,eSIM,8994948211583965088,+19259619260,2025-06-01,Active
SIM9A471A8DF8,CUST100062666,Physical SIM,8978957781907414140,+10579465408,2025-03-25,Active
