customer_id,first_name,last_name,email,phone,address_line,city,state,zip,preferred_store_id,preferred_channel,marketing_opt_in,created_at
CUS0167,Isabella,Smith,isabella.smith167@outlook.com,(724) 916-2518,3050 Cedar Ln,Chicago,IL,60601,STR0191,mobile_app,true,2024-12-27 15:25:13
CUS0168,Zoey,Moore,zoey.moore168@outlook.com,(481) 230-5221,7597 Sunset Blvd,Houston,TX,77002,STR0573,phone,true,2025-10-03 22:49:02
CUS0169,Nova,Hernandez,nova.hernandez169@example.com,(644) 616-4925,7257 Park Ave,Nashville,TN,37203,STR0804,web,true,2026-02-08 03:23:04
CUS0170,Matthew,Scott,matthew.scott170@outlook.com,(479) 824-3765,5107 Market St,Portland,OR,97201,STR0540,mobile_app,true,2025-11-20 11:36:22
CUS0171,Henry,Taylor,henry.taylor171@example.com,(831) 920-6487,4094 Oak Ave,Seattle,WA,98101,STR0830,web,false,2024-12-03 18:47:47
CUS0172,Jacob,Sanchez,jacob.sanchez172@yahoo.com,(829) 485-1167,2510 Sunset Blvd,Denver,CO,80202,STR0388,delivery_partner,true,2024-08-12 07:08:56
CUS0173,Jack,Torres,jack.torres173@outlook.com,(984) 803-7366,6407 Market St,Nashville,TN,37203,STR0684,delivery_partner,false,2025-08-05 22:10:58
CUS0174,Elijah,Wright,elijah.wright174@example.com,(349) 448-3234,4372 Market St,Houston,TX,77002,STR0574,mobile_app,false,2024-08-04 10:13:03
CUS0175,Noah,Anderson,noah.anderson175@yahoo.com,(697) 923-5421,882 Market St,Portland,OR,97201,STR0692,in_store,false,2024-11-19 02:55:33
CUS0176,Grace,Young,grace.young176@example.com,(534) 707-9215,4017 Main St,Columbus,OH,43215,STR0951,web,true,2025-04-12 14:41:53
CUS0177,Emily,Nguyen,emily.nguyen177@icloud.com,(878) 608-7092,7552 River Rd,Seattle,WA,98101,STR0395,delivery_partner,true,2025-05-21 01:27:00
CUS0178,Noah,Thompson,noah.thompson178@yahoo.com,(605) 852-8847,6962 Cedar Ln,Phoenix,AZ,85004,STR0655,web,true,2024-04-14 13:48:46
CUS0179,Evelyn,Wilson,evelyn.wilson179@yahoo.com,(678) 237-7023,6745 Oak Ave,Seattle,WA,98101,STR0262,mobile_app,true,2024-12-14 14:27:37
CUS0180,Evelyn,Taylor,evelyn.taylor180@gmail.com,(498) 354-2438,8367 Market St,Houston,TX,77002,STR0454,web,true,2024-03-07 01:28:01
CUS0181,Sophia,White,sophia.white181@yahoo.com,(533) 284-2518,9375 River Rd,Houston,TX,77002,STR0356,in_store,true,2024-03-20 02:34:30
CUS0182,Grace,White,grace.white182@yahoo.com,(429) 524-9967,5244 Main St,Miami,FL,33101,STR0557,in_store,true,2024-06-06 16:03:22
CUS0183,Amelia,Lopez,amelia.lopez183@example.com,(712) 687-7935,6739 Highland Ave,Charlotte,NC,28202,STR0210,phone,true,2024-10-15 23:18:36
CUS0184,Aurora,Nguyen,aurora.nguyen184@outlook.com,(331) 412-4349,8987 Oak Ave,Tampa,FL,33602,STR0002,mobile_app,false,2024-03-15 07:25:11
CUS0185,Levi,Allen,levi.allen185@icloud.com,(244) 239-6957,2485 Pine Rd,Atlanta,GA,30303,STR0618,in_store,true,2024-04-30 14:26:09
CUS0186,Ella,Robinson,ella.robinson186@example.com,(985) 616-6928,9817 Main St,Columbus,OH,43215,STR0342,phone,true,2025-04-04 07:59:54
CUS0187,Joseph,Lopez,joseph.lopez187@gmail.com,(315) 496-4531,5196 River Rd,Phoenix,AZ,85004,STR0842,phone,false,2025-10-29 02:16:33
CUS0188,Ava,Walker,ava.walker188@gmail.com,(426) 241-8014,1268 Main St,Portland,OR,97201,STR0610,phone,true,2025-07-23 07:55:22
CUS0189,Isabella,Miller,isabella.miller189@example.com,(666) 494-6556,3305 5th Ave,Seattle,WA,98101,STR0471,in_store,false,2026-05-04 08:31:32
CUS0190,Chloe,Thomas,chloe.thomas190@gmail.com,(490) 451-2354,9997 Pine Rd,Charlotte,NC,28202,STR0455,web,false,2024-08-29 02:43:43
CUS0191,Oliver,Lopez,oliver.lopez191@icloud.com,(559) 607-1708,2885 Maple Dr,Seattle,WA,98101,STR0207,mobile_app,false,2025-10-22 12:35:31
CUS0192,Grace,Thompson,grace.thompson192@gmail.com,(628) 981-3384,4114 Lakeview Blvd,Phoenix,AZ,85004,STR0334,web,false,2026-03-03 21:21:24
CUS0193,Grace,Robinson,grace.robinson193@yahoo.com,(614) 844-8750,951 Pine Rd,Houston,TX,77002,STR0466,web,false,2024-03-25 10:26:45
CUS0194,Ava,Thompson,ava.thompson194@example.com,(699) 242-7983,9497 Main St,Columbus,OH,43215,STR0327,mobile_app,true,2025-11-09 14:29:55
CUS0195,David,Jones,david.jones195@example.com,(293) 592-8432,9821 Maple Dr,Houston,TX,77002,STR0830,phone,true,2024-05-09 15:00:19
CUS0196,Michael,Gonzalez,michael.gonzalez196@yahoo.com,(217) 844-7071,4476 River Rd,Atlanta,GA,30303,STR0289,delivery_partner,true,2024-12-23 01:27:33
CUS0197,Oliver,Clark,oliver.clark197@gmail.com,(652) 795-5862,3095 Pine Rd,Phoenix,AZ,85004,STR0882,in_store,true,2026-01-05 05:42:49
CUS0198,Harper,Williams,harper.williams198@yahoo.com,(605) 899-5342,6764 Highland Ave,Houston,TX,77002,STR0542,web,true,2025-02-25 22:53:04
CUS0199,Matthew,Perez,matthew.perez199@example.com,(225) 346-1565,5000 Oak Ave,Tampa,FL,33602,STR0877,in_store,false,2024-06-20 18:50:51
CUS0200,Henry,Wright,henry.wright200@outlook.com,(300) 251-4626,3128 Cedar Ln,Chicago,IL,60601,STR0401,web,true,2024-02-21 06:01:14
CUS0201,Harper,Clark,harper.clark201@gmail.com,(523) 693-7034,4968 Maple Dr,San Antonio,TX,78205,STR0477,in_store,false,2025-01-05 05:36:32
CUS0202,Aria,Jackson,aria.jackson202@outlook.com,(438) 661-8355,550 Sunset Blvd,Dallas,TX,75201,STR0663,phone,false,2025-09-22 10:37:32
CUS0203,Logan,Smith,logan.smith203@icloud.com,(262) 313-4013,5597 Highland Ave,Charlotte,NC,28202,STR0717,delivery_partner,false,2025-02-23 01:43:12
CUS0204,Matthew,Anderson,matthew.anderson204@example.com,(962) 681-2516,7367 Sunset Blvd,Charlotte,NC,28202,STR0861,delivery_partner,true,2024-11-25 22:15:07
CUS0205,Sebastian,Miller,sebastian.miller205@example.com,(655) 583-1603,5819 Park Ave,Portland,OR,97201,STR0097,mobile_app,true,2025-08-11 10:54:07
CUS0206,James,Torres,james.torres206@gmail.com,(258) 902-6687,5958 5th Ave,San Antonio,TX,78205,STR0604,in_store,true,2024-02-17 18:06:51
CUS0207,Nora,Scott,nora.scott207@gmail.com,(699) 802-4471,6166 Cedar Ln,San Antonio,TX,78205,STR0660,mobile_app,false,2025-01-19 13:49:43
CUS0208,Nora,Taylor,nora.taylor208@gmail.com,(594) 558-5849,5825 5th Ave,Tampa,FL,33602,STR0153,web,true,2025-04-11 07:58:18
CUS0209,Michael,Robinson,michael.robinson209@icloud.com,(577) 206-5275,6431 Pine Rd,Austin,TX,78701,STR0891,in_store,true,2026-02-12 02:45:50
CUS0210,Samuel,Lee,samuel.lee210@yahoo.com,(660) 313-3623,6738 Main St,Seattle,WA,98101,STR0779,phone,true,2024-08-17 00:11:48
CUS0211,Hazel,Harris,hazel.harris211@gmail.com,(774) 646-9397,337 Highland Ave,Nashville,TN,37203,STR0121,in_store,true,2024-04-11 01:57:54
CUS0212,Harper,Ramirez,harper.ramirez212@example.com,(864) 269-5560,9377 Main St,Charlotte,NC,28202,STR0835,delivery_partner,false,2024-01-06 08:20:23
CUS0213,Logan,Brown,logan.brown213@yahoo.com,(711) 906-7655,2763 River Rd,Austin,TX,78701,STR0025,web,true,2024-11-01 06:46:08
CUS0214,Aurora,King,aurora.king214@icloud.com,(707) 250-2386,4557 Sunset Blvd,Portland,OR,97201,STR0603,mobile_app,false,2025-12-23 14:11:12
CUS0215,Scarlett,Allen,scarlett.allen215@gmail.com,(776) 543-7992,9838 Market St,Houston,TX,77002,STR0314,mobile_app,false,2024-06-05 13:01:33
CUS0216,Jackson,Lewis,jackson.lewis216@example.com,(570) 599-2836,9723 5th Ave,San Antonio,TX,78205,STR0172,phone,false,2025-05-09 05:28:15
CUS0217,Elijah,Wilson,elijah.wilson217@yahoo.com,(946) 782-8529,4635 Highland Ave,Phoenix,AZ,85004,STR0544,delivery_partner,false,2025-09-15 16:21:47
CUS0218,Olivia,Brown,olivia.brown218@gmail.com,(634) 678-5352,8610 Market St,Portland,OR,97201,STR0655,mobile_app,false,2025-07-08 19:06:27
CUS0219,Aria,Davis,aria.davis219@gmail.com,(701) 944-9136,4304 River Rd,Chicago,IL,60601,STR0461,web,true,2024-07-22 09:30:32
CUS0220,Nora,Thomas,nora.thomas220@example.com,(514) 421-9798,3863 Elm St,Phoenix,AZ,85004,STR0396,delivery_partner,true,2025-06-01 18:35:02
CUS0221,Zoey,Davis,zoey.davis221@yahoo.com,(991) 236-2314,3289 Main St,Houston,TX,77002,STR0714,mobile_app,true,2025-06-29 01:50:54
CUS0222,Jacob,Torres,jacob.torres222@icloud.com,(702) 314-2458,9325 Market St,Dallas,TX,75201,STR0986,delivery_partner,true,2024-08-19 08:04:52
CUS0223,Ethan,White,ethan.white223@yahoo.com,(842) 278-5019,9104 Lakeview Blvd,San Antonio,TX,78205,STR0571,phone,false,2024-02-28 16:46:30
CUS0224,Samuel,Sanchez,samuel.sanchez224@example.com,(955) 941-8822,6136 Maple Dr,Chicago,IL,60601,STR0242,web,true,2024-07-25 07:51:39
CUS0225,Mason,Ramirez,mason.ramirez225@gmail.com,(339) 812-5534,9002 Lakeview Blvd,Tampa,FL,33602,STR0260,mobile_app,true,2024-09-24 00:07:04
CUS0226,Elijah,Lopez,elijah.lopez226@icloud.com,(805) 880-4227,4767 Highland Ave,Chicago,IL,60601,STR0378,in_store,true,2024-09-02 05:22:45
CUS0227,Riley,Hernandez,riley.hernandez227@yahoo.com,(792) 426-2355,7227 Sunset Blvd,Nashville,TN,37203,STR0472,delivery_partner,true,2024-07-17 10:50:16
CUS0228,Ava,Thomas,ava.thomas228@icloud.com,(582) 976-1908,5191 Elm St,Atlanta,GA,30303,STR0989,mobile_app,true,2025-03-06 11:41:29
CUS0229,Jackson,Walker,jackson.walker229@gmail.com,(669) 507-4339,1225 Pine Rd,Nashville,TN,37203,STR0686,web,false,2026-05-24 05:09:26
CUS0230,Samuel,Lee,samuel.lee230@yahoo.com,(714) 912-2253,1135 Highland Ave,San Antonio,TX,78205,STR0339,mobile_app,true,2025-06-27 15:19:59
CUS0231,Aiden,Martinez,aiden.martinez231@yahoo.com,(251) 833-5451,8457 Main St,Columbus,OH,43215,STR0751,phone,true,2025-12-15 00:41:23
CUS0232,Penelope,White,penelope.white232@icloud.com,(390) 826-5203,3238 Maple Dr,Portland,OR,97201,STR0591,in_store,true,2025-07-01 16:08:09
CUS0233,Scarlett,Robinson,scarlett.robinson233@example.com,(522) 532-1271,6559 Park Ave,Austin,TX,78701,STR0778,web,false,2026-03-20 10:51:07
CUS0234,Aiden,Moore,aiden.moore234@gmail.com,(934) 269-1256,4922 Pine Rd,Denver,CO,80202,STR0879,mobile_app,true,2024-06-14 05:45:00
CUS0235,Aiden,Walker,aiden.walker235@outlook.com,(485) 798-3461,1889 Main St,Denver,CO,80202,STR0110,delivery_partner,true,2024-10-27 01:44:57
CUS0236,Lily,Wright,lily.wright236@example.com,(837) 856-2861,3518 Pine Rd,Columbus,OH,43215,STR0781,delivery_partner,false,2025-10-08 00:53:17
CUS0237,Chloe,Lee,chloe.lee237@outlook.com,(714) 849-2270,1660 Oak Ave,San Antonio,TX,78205,STR0333,mobile_app,false,2026-04-01 14:13:22
CUS0238,Amelia,Martin,amelia.martin238@icloud.com,(254) 858-2515,6760 Cedar Ln,Portland,OR,97201,STR0862,phone,true,2025-07-28 05:23:48
CUS0239,Henry,Perez,henry.perez239@outlook.com,(626) 366-1053,2924 Oak Ave,Columbus,OH,43215,STR0851,phone,false,2025-05-17 14:46:43
CUS0240,Evelyn,Harris,evelyn.harris240@yahoo.com,(879) 455-5661,74 Lakeview Blvd,Atlanta,GA,30303,STR0857,in_store,true,2024-09-20 19:47:10
CUS0241,James,Jackson,james.jackson241@icloud.com,(592) 263-6579,4256 Lakeview Blvd,San Antonio,TX,78205,STR0702,in_store,true,2025-03-05 09:17:23
CUS0242,Noah,Clark,noah.clark242@example.com,(738) 278-1843,7243 Park Ave,Austin,TX,78701,STR0793,web,false,2025-01-23 10:32:12
CUS0243,Amelia,Perez,amelia.perez243@outlook.com,(847) 980-2399,2915 Main St,Houston,TX,77002,STR0935,phone,false,2024-04-26 03:44:49
CUS0244,Hazel,Miller,hazel.miller244@icloud.com,(268) 592-9431,691 Park Ave,Portland,OR,97201,STR0346,mobile_app,false,2025-06-09 07:50:03
CUS0245,Oliver,King,oliver.king245@outlook.com,(324) 396-4577,3238 Market St,Tampa,FL,33602,STR0402,web,true,2025-06-05 22:38:21
CUS0246,Ava,Rodriguez,ava.rodriguez246@example.com,(268) 536-8063,5244 River Rd,Chicago,IL,60601,STR0120,mobile_app,true,2025-06-13 08:24:15
CUS0247,Sophia,White,sophia.white247@example.com,(374) 779-1975,5403 Pine Rd,Tampa,FL,33602,STR0756,web,true,2026-01-05 19:16:13
CUS0248,Mia,Garcia,mia.garcia248@gmail.com,(858) 902-2681,4648 Pine Rd,Charlotte,NC,28202,STR0585,delivery_partner,true,2026-06-27 22:30:56
CUS0249,Benjamin,Allen,benjamin.allen249@gmail.com,(491) 207-2377,3555 5th Ave,Dallas,TX,75201,STR0526,web,true,2025-03-27 03:11:08
CUS0250,Daniel,Torres,daniel.torres250@example.com,(323) 491-3759,6763 Elm St,Atlanta,GA,30303,STR0158,in_store,true,2024-10-21 19:20:35
CUS0251,Mia,Johnson,mia.johnson251@outlook.com,(243) 355-1846,8301 Sunset Blvd,Dallas,TX,75201,STR0310,web,true,2025-11-30 17:35:22
CUS0252,Lily,Allen,lily.allen252@icloud.com,(572) 839-5870,8918 Oak Ave,Chicago,IL,60601,STR0708,delivery_partner,false,2025-08-30 17:40:33
CUS0253,Mason,Hill,mason.hill253@icloud.com,(668) 884-6356,9949 Oak Ave,Dallas,TX,75201,STR0936,mobile_app,false,2025-01-19 11:44:58
CUS0254,Benjamin,Torres,benjamin.torres254@yahoo.com,(353) 936-2862,9180 Sunset Blvd,Dallas,TX,75201,STR0027,in_store,false,2025-05-02 02:42:52
CUS0255,Noah,King,noah.king255@yahoo.com,(304) 567-7596,8752 2nd St,Phoenix,AZ,85004,STR0175,phone,false,2024-08-01 18:25:09
CUS0256,Aria,Taylor,aria.taylor256@yahoo.com,(351) 943-5125,6474 Pine Rd,Columbus,OH,43215,STR0966,mobile_app,true,2024-01-20 13:10:53
CUS0257,Oliver,Thomas,oliver.thomas257@gmail.com,(342) 520-5045,4157 Pine Rd,Nashville,TN,37203,STR0248,delivery_partner,true,2024-09-02 22:20:07
CUS0258,Olivia,Lewis,olivia.lewis258@gmail.com,(518) 991-3205,3252 Sunset Blvd,Portland,OR,97201,STR0650,delivery_partner,true,2025-08-21 04:48:47
CUS0259,Jackson,Ramirez,jackson.ramirez259@icloud.com,(509) 253-9832,8189 Lakeview Blvd,Tampa,FL,33602,STR0884,phone,false,2025-09-06 03:51:04
CUS0260,Chloe,Perez,chloe.perez260@gmail.com,(220) 446-4582,596 2nd St,Houston,TX,77002,STR0380,in_store,false,2025-03-30 02:44:37
CUS0261,Matthew,Hill,matthew.hill261@yahoo.com,(490) 673-3253,5656 Cedar Ln,Tampa,FL,33602,STR0188,mobile_app,false,2026-02-05 06:06:21
CUS0262,Emma,Ramirez,emma.ramirez262@example.com,(887) 412-3914,7962 5th Ave,Tampa,FL,33602,STR0445,phone,true,2026-04-06 12:47:15
CUS0263,Emily,Lopez,emily.lopez263@gmail.com,(764) 373-9376,9456 Maple Dr,San Antonio,TX,78205,STR0930,mobile_app,true,2026-05-13 08:26:45
CUS0264,Aurora,Hernandez,aurora.hernandez264@example.com,(866) 636-9453,359 Lakeview Blvd,Nashville,TN,37203,STR0906,in_store,false,2025-12-15 00:25:08
CUS0265,Samuel,Anderson,samuel.anderson265@yahoo.com,(280) 733-7016,9493 Maple Dr,Phoenix,AZ,85004,STR0073,in_store,true,2025-12-10 15:35:23
CUS0266,Matthew,Nguyen,matthew.nguyen266@gmail.com,(866) 395-6222,4096 Cedar Ln,Atlanta,GA,30303,STR0725,mobile_app,true,2024-10-17 23:05:05
CUS0267,Ella,Smith,ella.smith267@gmail.com,(707) 690-7143,110 Highland Ave,Charlotte,NC,28202,STR0572,delivery_partner,true,2025-12-30 08:08:09
CUS0268,Henry,Torres,henry.torres268@example.com,(826) 609-4241,5687 Lakeview Blvd,Denver,CO,80202,STR0387,delivery_partner,true,2026-06-17 00:30:20
CUS0269,Grace,Rodriguez,grace.rodriguez269@yahoo.com,(759) 211-6330,9493 Elm St,Nashville,TN,37203,STR0075,delivery_partner,true,2024-04-20 03:36:56
CUS0270,Evelyn,Scott,evelyn.scott270@outlook.com,(966) 375-3668,6084 Park Ave,Denver,CO,80202,STR0341,web,false,2025-07-12 00:19:39
CUS0271,Amelia,Williams,amelia.williams271@example.com,(268) 559-5819,1587 Park Ave,Tampa,FL,33602,STR0424,phone,true,2025-05-23 22:35:11
CUS0272,Ella,Davis,ella.davis272@gmail.com,(810) 620-9157,5066 Elm St,Columbus,OH,43215,STR0110,phone,true,2024-06-03 21:42:40
CUS0273,Jacob,Anderson,jacob.anderson273@example.com,(210) 543-1498,4135 Oak Ave,Seattle,WA,98101,STR0504,phone,true,2025-07-06 13:19:08
CUS0274,Lucas,Martinez,lucas.martinez274@yahoo.com,(629) 918-8976,8240 2nd St,San Antonio,TX,78205,STR0830,mobile_app,true,2025-02-09 11:52:56
CUS0275,Olivia,Gonzalez,olivia.gonzalez275@yahoo.com,(848) 758-2835,2302 River Rd,Columbus,OH,43215,STR0083,mobile_app,false,2024-09-25 06:51:42
CUS0276,Sebastian,Flores,sebastian.flores276@yahoo.com,(561) 514-8260,5255 Pine Rd,Miami,FL,33101,STR0978,in_store,false,2026-06-05 02:41:56
CUS0277,Mia,Lewis,mia.lewis277@example.com,(633) 450-9159,3572 Oak Ave,Tampa,FL,33602,STR0090,web,true,2025-05-08 01:05:41
CUS0278,Ethan,Thomas,ethan.thomas278@example.com,(715) 612-3653,3954 Main St,Dallas,TX,75201,STR0837,mobile_app,true,2024-01-26 10:04:25
CUS0279,Alexander,Nguyen,alexander.nguyen279@gmail.com,(227) 440-9725,1575 River Rd,Columbus,OH,43215,STR0821,in_store,false,2025-02-07 07:43:25
CUS0280,Grace,Martin,grace.martin280@gmail.com,(893) 238-1729,2123 Oak Ave,Chicago,IL,60601,STR0513,phone,false,2025-08-01 13:28:49
CUS0281,Joseph,Taylor,joseph.taylor281@gmail.com,(658) 246-3207,8493 Cedar Ln,Austin,TX,78701,STR0996,mobile_app,false,2026-04-25 08:47:49
CUS0282,Hazel,Scott,hazel.scott282@icloud.com,(856) 847-4138,3020 2nd St,Portland,OR,97201,STR0066,web,true,2026-04-08 06:08:45
CUS0283,Riley,Walker,riley.walker283@yahoo.com,(880) 331-1337,4599 Maple Dr,Charlotte,NC,28202,STR0660,web,true,2024-01-18 00:36:13
CUS0284,Evelyn,Wilson,evelyn.wilson284@outlook.com,(512) 332-2711,720 Market St,Tampa,FL,33602,STR0370,in_store,true,2024-11-14 16:22:24
CUS0285,Liam,Jackson,liam.jackson285@gmail.com,(267) 212-5788,1820 Maple Dr,Charlotte,NC,28202,STR0125,phone,false,2025-09-06 02:19:54
CUS0286,Alexander,Robinson,alexander.robinson286@yahoo.com,(248) 938-8739,2414 Sunset Blvd,Atlanta,GA,30303,STR0698,phone,true,2025-04-16 17:51:49
CUS0287,Nora,Thompson,nora.thompson287@yahoo.com,(872) 287-9013,6199 2nd St,Seattle,WA,98101,STR0800,in_store,true,2025-12-22 12:36:07
CUS0288,Nova,Hill,nova.hill288@example.com,(767) 708-8437,8056 Market St,Columbus,OH,43215,STR0488,mobile_app,true,2026-05-19 04:17:59
CUS0289,Emma,Wilson,emma.wilson289@icloud.com,(872) 278-3110,3501 Park Ave,Chicago,IL,60601,STR0550,in_store,true,2026-01-16 13:58:32
CUS0290,Riley,Anderson,riley.anderson290@yahoo.com,(242) 484-9301,7817 Maple Dr,Atlanta,GA,30303,STR0040,web,true,2025-12-10 10:29:32
CUS0291,Aiden,Taylor,aiden.taylor291@example.com,(619) 722-2384,7485 5th Ave,Phoenix,AZ,85004,STR0742,phone,false,2025-06-14 23:07:18
CUS0292,Aria,Scott,aria.scott292@icloud.com,(792) 873-7598,5116 Highland Ave,Columbus,OH,43215,STR0694,in_store,false,2024-02-17 21:38:10
CUS0293,Hazel,Miller,hazel.miller293@outlook.com,(722) 539-4157,9328 Oak Ave,Phoenix,AZ,85004,STR0786,delivery_partner,true,2026-01-22 21:58:39
CUS0294,James,Sanchez,james.sanchez294@gmail.com,(570) 485-6008,9855 Maple Dr,Tampa,FL,33602,STR0786,phone,true,2024-08-06 03:22:29
CUS0295,Chloe,Garcia,chloe.garcia295@outlook.com,(457) 231-7726,3743 River Rd,Miami,FL,33101,STR0322,mobile_app,true,2026-05-25 18:19:27
CUS0296,Ava,Rodriguez,ava.rodriguez296@gmail.com,(986) 563-4231,7524 River Rd,Austin,TX,78701,STR0673,web,false,2025-12-28 18:01:44
CUS0297,Matthew,Thompson,matthew.thompson297@outlook.com,(973) 424-6236,4384 Cedar Ln,Phoenix,AZ,85004,STR0960,in_store,true,2025-06-25 07:25:05
CUS0298,Sebastian,Nguyen,sebastian.nguyen298@icloud.com,(679) 915-9246,8621 River Rd,Miami,FL,33101,STR0996,delivery_partner,true,2025-10-04 04:27:23
CUS0299,Mia,Rodriguez,mia.rodriguez299@gmail.com,(958) 239-8463,2301 Sunset Blvd,Nashville,TN,37203,STR0683,in_store,true,2024-06-13 18:29:24
CUS0300,Liam,Flores,liam.flores300@gmail.com,(327) 377-5834,6605 Oak Ave,Denver,CO,80202,STR0705,mobile_app,true,2026-02-07 11:55:19
CUS0301,Jackson,Wright,jackson.wright301@outlook.com,(297) 223-6089,9053 Market St,Tampa,FL,33602,STR0419,mobile_app,false,2024-01-25 14:30:35
CUS0302,Grace,Taylor,grace.taylor302@icloud.com,(329) 988-5789,4935 5th Ave,Denver,CO,80202,STR0970,mobile_app,false,2024-08-19 16:41:40
CUS0303,Evelyn,Torres,evelyn.torres303@icloud.com,(284) 317-1256,1934 River Rd,Chicago,IL,60601,STR0475,mobile_app,true,2025-10-06 02:59:55
CUS0304,Harper,Thomas,harper.thomas304@icloud.com,(995) 248-5673,4822 Maple Dr,Houston,TX,77002,STR0805,in_store,true,2025-05-22 05:19:55
CUS0305,Isabella,Martin,isabella.martin305@icloud.com,(991) 742-8911,4210 Park Ave,Charlotte,NC,28202,STR0831,in_store,true,2025-08-07 18:02:54
CUS0306,Hazel,Brown,hazel.brown306@example.com,(303) 675-8246,9755 Highland Ave,Denver,CO,80202,STR0513,delivery_partner,true,2024-12-19 20:47:09
CUS0307,Evelyn,Sanchez,evelyn.sanchez307@yahoo.com,(490) 678-1365,4638 5th Ave,Charlotte,NC,28202,STR0541,in_store,false,2026-06-10 09:44:41
CUS0308,Matthew,Gonzalez,matthew.gonzalez308@example.com,(636) 986-5725,4025 Pine Rd,Austin,TX,78701,STR0254,in_store,true,2024-05-25 04:24:29
CUS0309,Ella,Harris,ella.harris309@gmail.com,(722) 327-3720,7607 Elm St,Charlotte,NC,28202,STR0609,in_store,true,2025-07-31 13:42:51
CUS0310,Zoey,Brown,zoey.brown310@outlook.com,(447) 977-8541,4446 Maple Dr,Austin,TX,78701,STR0747,phone,true,2025-01-17 01:29:49
CUS0311,Scarlett,Walker,scarlett.walker311@outlook.com,(415) 589-3262,5174 Oak Ave,Denver,CO,80202,STR0897,phone,false,2024-02-14 08:23:02
CUS0312,Emma,Perez,emma.perez312@gmail.com,(316) 806-1442,2262 Main St,Denver,CO,80202,STR0389,in_store,true,2024-06-19 00:02:37
CUS0313,James,Sanchez,james.sanchez313@yahoo.com,(254) 233-6906,2116 Pine Rd,Miami,FL,33101,STR0078,web,false,2026-06-25 01:57:44
CUS0314,Samuel,Ramirez,samuel.ramirez314@yahoo.com,(966) 972-6988,3289 River Rd,Nashville,TN,37203,STR0272,phone,false,2025-11-11 08:05:17
CUS0315,Jacob,Davis,jacob.davis315@gmail.com,(901) 520-6096,4435 Highland Ave,Dallas,TX,75201,STR0146,mobile_app,true,2025-09-28 05:56:30
CUS0316,Oliver,Wright,oliver.wright316@outlook.com,(414) 649-6189,8780 Pine Rd,Denver,CO,80202,STR0412,delivery_partner,false,2025-05-27 02:48:06
CUS0317,Samuel,Flores,samuel.flores317@example.com,(309) 476-6094,524 Pine Rd,Phoenix,AZ,85004,STR0819,phone,false,2024-04-03 13:56:37
CUS0318,Ella,Scott,ella.scott318@yahoo.com,(556) 723-1916,3389 Sunset Blvd,Phoenix,AZ,85004,STR0755,web,true,2026-07-10 18:40:39
CUS0319,Mia,Allen,mia.allen319@outlook.com,(228) 707-6179,756 5th Ave,Chicago,IL,60601,STR0510,delivery_partner,false,2024-02-17 08:10:05
CUS0320,Matthew,Lewis,matthew.lewis320@outlook.com,(465) 501-3154,5877 Pine Rd,Nashville,TN,37203,STR0288,mobile_app,true,2024-11-25 09:10:08
CUS0321,Zoey,Taylor,zoey.taylor321@example.com,(599) 470-5018,565 Cedar Ln,Denver,CO,80202,STR0438,web,true,2025-03-01 03:48:07
CUS0322,Noah,Ramirez,noah.ramirez322@example.com,(744) 723-3223,6402 Cedar Ln,Austin,TX,78701,STR0560,mobile_app,false,2025-08-23 18:57:40
CUS0323,Levi,Robinson,levi.robinson323@yahoo.com,(708) 673-4733,9225 Elm St,Phoenix,AZ,85004,STR0925,web,true,2025-07-21 08:25:26
CUS0324,Scarlett,Johnson,scarlett.johnson324@yahoo.com,(324) 222-5164,409 Lakeview Blvd,Atlanta,GA,30303,STR0161,web,false,2024-06-05 17:28:03
CUS0325,Ella,Gonzalez,ella.gonzalez325@gmail.com,(294) 973-8112,1000 Park Ave,Atlanta,GA,30303,STR0854,delivery_partner,true,2025-11-07 04:21:26
CUS0326,Harper,Martinez,harper.martinez326@icloud.com,(231) 650-3348,6516 Pine Rd,Charlotte,NC,28202,STR0370,in_store,true,2025-01-28 03:45:47
CUS0327,Abigail,Gonzalez,abigail.gonzalez327@gmail.com,(422) 334-7090,972 Sunset Blvd,Dallas,TX,75201,STR0846,phone,true,2025-09-04 18:24:06
CUS0328,Penelope,Nguyen,penelope.nguyen328@example.com,(720) 743-5237,4391 Pine Rd,Denver,CO,80202,STR0471,delivery_partner,true,2025-01-18 07:07:43
CUS0329,Lucas,Thomas,lucas.thomas329@icloud.com,(805) 470-7785,4311 Elm St,Seattle,WA,98101,STR0949,web,true,2024-05-21 09:28:10
CUS0330,Levi,Thompson,levi.thompson330@icloud.com,(950) 719-2900,2849 Lakeview Blvd,Tampa,FL,33602,STR0743,phone,true,2025-07-04 07:32:08
CUS0331,Jackson,Jackson,jackson.jackson331@icloud.com,(946) 309-9668,3755 Pine Rd,Miami,FL,33101,STR0871,phone,true,2024-08-11 14:32:50
CUS0332,Benjamin,Johnson,benjamin.johnson332@example.com,(413) 603-3119,7805 Market St,Houston,TX,77002,STR0105,mobile_app,true,2024-11-27 15:33:09
CUS0333,Benjamin,Johnson,benjamin.johnson333@gmail.com,(484) 945-7380,5520 Sunset Blvd,Nashville,TN,37203,STR0376,in_store,false,2025-03-06 06:50:28
