delivery_id,order_id,driver_employee_id,delivery_address,city,state,zip,status,dispatched_at,delivered_at,distance_miles,tip_amount
DEL0184,ORD0184,EMP0887,5971 River Rd,Seattle,WA,98101,queued,2025-02-26 23:15:28,2025-02-27 00:11:28,4.0,9.45
DEL0185,ORD0185,EMP0627,1471 Market St,Tampa,FL,33602,failed,2025-02-15 15:47:14,2025-02-15 16:23:14,2.5,11.19
DEL0186,ORD0186,EMP0689,3220 Main St,Dallas,TX,75201,assigned,2024-02-25 09:33:25,2024-02-25 10:25:25,5.2,2.01
DEL0187,ORD0187,EMP0462,2849 Lakeview Blvd,Tampa,FL,33602,assigned,2024-09-10 14:27:29,2024-09-10 15:28:29,8.8,3.53
DEL0188,ORD0188,EMP0230,4023 2nd St,Denver,CO,80202,en_route,2026-04-08 02:27:51,2026-04-08 03:17:51,9.6,8.59
DEL0189,ORD0189,EMP0607,3238 Maple Dr,Portland,OR,97201,en_route,2026-06-10 23:32:41,2026-06-11 00:45:41,2.6,2.48
DEL0190,ORD0190,EMP0532,7491 Oak Ave,Denver,CO,80202,returned,2025-04-09 12:17:29,2025-04-09 13:19:29,9.8,9.93
DEL0191,ORD0191,EMP0677,2366 Highland Ave,Portland,OR,97201,queued,2026-04-16 00:40:12,2026-04-16 01:01:12,2.3,8.21
DEL0192,ORD0192,EMP0032,4555 Elm St,Columbus,OH,43215,failed,2024-04-27 02:11:48,2024-04-27 03:25:48,11.3,7.14
DEL0193,ORD0193,EMP0388,5749 Pine Rd,Houston,TX,77002,returned,2024-10-31 20:08:04,2024-10-31 21:21:04,9.4,10.52
DEL0194,ORD0194,EMP0555,3050 Cedar Ln,Chicago,IL,60601,delivered,2024-12-19 07:55:26,2024-12-19 08:58:26,1.4,6.09
DEL0195,ORD0195,EMP0902,972 Sunset Blvd,Dallas,TX,75201,failed,2025-04-06 06:22:57,2025-04-06 07:18:57,7.7,3.23
DEL0196,ORD0196,EMP0429,9297 Market St,Dallas,TX,75201,assigned,2024-03-06 13:41:28,2024-03-06 14:02:28,7.0,3.67
DEL0197,ORD0197,EMP0883,9046 Sunset Blvd,Nashville,TN,37203,assigned,2024-10-19 16:14:21,2024-10-19 17:05:21,1.8,10.97
DEL0198,ORD0198,EMP0847,4023 2nd St,Denver,CO,80202,assigned,2026-02-17 13:07:17,2026-02-17 13:24:17,1.7,7.96
DEL0199,ORD0199,EMP0053,1467 River Rd,Houston,TX,77002,returned,2024-05-24 07:05:55,2024-05-24 07:34:55,9.7,2.93
DEL0200,ORD0200,EMP0399,972 Sunset Blvd,Dallas,TX,75201,assigned,2025-09-10 08:22:57,2025-09-10 09:08:57,7.4,6.63
DEL0201,ORD0201,EMP0528,5340 Highland Ave,Charlotte,NC,28202,en_route,2024-02-10 11:26:01,2024-02-10 12:56:01,5.2,5.00
DEL0202,ORD0202,EMP0415,7008 Main St,Phoenix,AZ,85004,delivered,2024-03-26 11:23:31,2024-03-26 12:03:31,11.6,3.31
DEL0203,ORD0203,EMP0525,691 Park Ave,Portland,OR,97201,queued,2025-08-04 21:35:55,2025-08-04 22:35:55,8.4,10.83
DEL0204,ORD0204,EMP0823,7597 Sunset Blvd,Houston,TX,77002,queued,2025-12-01 22:33:40,2025-12-01 23:11:40,2.4,11.03
DEL0205,ORD0205,EMP0615,4124 River Rd,Columbus,OH,43215,queued,2024-10-28 12:31:41,2024-10-28 13:18:41,2.7,10.95
DEL0206,ORD0206,EMP0674,4730 Lakeview Blvd,Portland,OR,97201,delivered,2024-02-15 04:25:07,2024-02-15 04:44:07,11.0,5.03
DEL0207,ORD0207,EMP0057,738 Highland Ave,Miami,FL,33101,en_route,2024-10-27 14:40:25,2024-10-27 15:25:25,5.2,10.71
DEL0208,ORD0208,EMP0311,7669 Pine Rd,Charlotte,NC,28202,returned,2026-01-09 13:06:33,2026-01-09 13:53:33,3.5,9.02
DEL0209,ORD0209,EMP0678,2885 Maple Dr,Seattle,WA,98101,delivered,2024-06-30 17:01:03,2024-06-30 17:49:03,4.0,7.78
DEL0210,ORD0210,EMP0733,3373 Main St,Chicago,IL,60601,queued,2024-02-25 02:41:34,2024-02-25 02:57:34,5.2,0.17
DEL0211,ORD0211,EMP0626,59 Park Ave,Charlotte,NC,28202,returned,2025-11-13 06:40:59,2025-11-13 07:00:59,11.4,2.51
DEL0212,ORD0212,EMP0885,8987 Oak Ave,Tampa,FL,33602,queued,2024-08-02 00:04:35,2024-08-02 00:48:35,2.5,9.29
DEL0213,ORD0213,EMP0810,5494 Sunset Blvd,Phoenix,AZ,85004,returned,2025-07-18 13:20:30,2025-07-18 13:46:30,10.5,1.13
DEL0214,ORD0214,EMP0981,6536 Elm St,Atlanta,GA,30303,failed,2026-05-05 22:06:41,2026-05-05 23:20:41,1.7,3.09
DEL0215,ORD0215,EMP0693,8244 Market St,Portland,OR,97201,en_route,2026-01-13 13:43:08,2026-01-13 14:33:08,11.2,3.14
DEL0216,ORD0216,EMP0777,670 Elm St,Miami,FL,33101,delivered,2024-04-30 11:45:57,2024-04-30 12:29:57,6.6,6.71
DEL0217,ORD0217,EMP0156,9046 Sunset Blvd,Nashville,TN,37203,assigned,2026-06-02 12:06:53,2026-06-02 13:27:53,4.0,11.96
DEL0218,ORD0218,EMP0973,8002 Elm St,Seattle,WA,98101,en_route,2025-08-16 18:42:01,2025-08-16 19:29:01,9.0,7.39
DEL0219,ORD0219,EMP0497,9803 Cedar Ln,Dallas,TX,75201,failed,2025-05-19 06:45:02,2025-05-19 07:05:02,8.5,10.98
DEL0220,ORD0220,EMP0347,9838 Market St,Houston,TX,77002,returned,2025-09-24 12:44:13,2025-09-24 14:02:13,11.5,2.63
DEL0221,ORD0221,EMP0519,4616 Sunset Blvd,Seattle,WA,98101,queued,2024-12-27 20:18:09,2024-12-27 21:15:09,11.4,11.49
DEL0222,ORD0222,EMP0113,7994 Park Ave,Seattle,WA,98101,delivered,2026-02-18 20:29:41,2026-02-18 21:15:41,1.7,7.23
DEL0223,ORD0223,EMP0164,8221 2nd St,Columbus,OH,43215,delivered,2024-06-17 04:12:05,2024-06-17 05:12:05,0.9,0.02
DEL0224,ORD0224,EMP0675,4587 Oak Ave,Miami,FL,33101,returned,2025-06-27 22:35:22,2025-06-28 00:02:22,10.2,11.50
DEL0225,ORD0225,EMP0163,6055 Cedar Ln,Atlanta,GA,30303,queued,2025-07-28 11:23:13,2025-07-28 12:20:13,2.7,7.85
DEL0226,ORD0226,EMP0699,6084 Park Ave,Denver,CO,80202,queued,2025-08-04 09:51:36,2025-08-04 10:47:36,11.1,8.49
DEL0227,ORD0227,EMP0988,4609 5th Ave,Atlanta,GA,30303,returned,2025-12-04 00:22:04,2025-12-04 01:38:04,8.7,11.93
DEL0228,ORD0228,EMP0786,8274 Elm St,Columbus,OH,43215,failed,2024-10-06 19:17:34,2024-10-06 19:47:34,9.4,9.76
DEL0229,ORD0229,EMP0629,1240 Cedar Ln,Columbus,OH,43215,failed,2024-05-08 03:00:47,2024-05-08 04:27:47,1.1,8.12
DEL0230,ORD0230,EMP0240,1226 Main St,Phoenix,AZ,85004,queued,2025-05-04 17:42:47,2025-05-04 18:27:47,10.6,2.82
DEL0231,ORD0231,EMP0367,9325 Market St,Dallas,TX,75201,returned,2026-05-20 21:16:29,2026-05-20 22:36:29,1.7,2.58
DEL0232,ORD0232,EMP0002,5384 2nd St,Charlotte,NC,28202,returned,2026-05-04 09:54:07,2026-05-04 10:21:07,10.2,1.08
DEL0233,ORD0233,EMP0024,8692 Market St,Phoenix,AZ,85004,failed,2025-01-22 02:07:41,2025-01-22 03:36:41,8.6,3.40
DEL0234,ORD0234,EMP0331,3113 Maple Dr,Austin,TX,78701,delivered,2026-02-11 18:50:37,2026-02-11 19:13:37,6.7,2.48
DEL0235,ORD0235,EMP0117,2123 Oak Ave,Chicago,IL,60601,queued,2025-06-04 14:05:43,2025-06-04 14:43:43,10.4,0.33
DEL0236,ORD0236,EMP0121,119 River Rd,Nashville,TN,37203,delivered,2025-02-07 07:54:43,2025-02-07 09:21:43,1.6,8.52
DEL0237,ORD0237,EMP0783,1052 Sunset Blvd,Denver,CO,80202,en_route,2026-07-24 08:22:15,2026-07-24 09:04:15,5.3,0.92
DEL0238,ORD0238,EMP0425,7367 Sunset Blvd,Charlotte,NC,28202,delivered,2024-03-26 05:45:30,2024-03-26 06:03:30,5.9,4.75
DEL0239,ORD0239,EMP0603,1011 River Rd,Austin,TX,78701,delivered,2026-04-06 15:19:30,2026-04-06 16:35:30,11.8,2.22
DEL0240,ORD0240,EMP0725,7943 5th Ave,Denver,CO,80202,failed,2025-01-12 01:38:21,2025-01-12 02:08:21,10.2,5.70
DEL0241,ORD0241,EMP0108,4205 Pine Rd,San Antonio,TX,78205,delivered,2026-06-19 02:51:09,2026-06-19 04:07:09,3.3,9.39
DEL0242,ORD0242,EMP0408,3913 5th Ave,Denver,CO,80202,failed,2024-05-04 13:56:03,2024-05-04 14:52:03,8.7,10.53
DEL0243,ORD0243,EMP0507,7972 Pine Rd,Chicago,IL,60601,failed,2026-02-28 04:30:39,2026-02-28 04:54:39,1.2,4.13
DEL0244,ORD0244,EMP0132,8621 River Rd,Miami,FL,33101,failed,2024-06-17 09:01:34,2024-06-17 10:31:34,3.8,4.91
DEL0245,ORD0245,EMP0678,8477 Pine Rd,Tampa,FL,33602,returned,2025-12-03 12:37:33,2025-12-03 14:02:33,9.7,9.57
DEL0246,ORD0246,EMP0076,724 Oak Ave,Portland,OR,97201,failed,2025-10-31 17:32:54,2025-10-31 18:32:54,4.8,7.95
DEL0247,ORD0247,EMP0426,5244 River Rd,Chicago,IL,60601,delivered,2025-10-24 08:13:05,2025-10-24 09:16:05,8.6,6.48
DEL0248,ORD0248,EMP0625,9252 Elm St,Austin,TX,78701,returned,2024-11-20 18:55:33,2024-11-20 19:10:33,4.2,8.89
DEL0249,ORD0249,EMP0945,6682 Sunset Blvd,Nashville,TN,37203,queued,2025-02-04 09:49:30,2025-02-04 10:14:30,5.4,8.99
DEL0250,ORD0250,EMP0390,7238 5th Ave,Tampa,FL,33602,failed,2025-06-16 22:32:01,2025-06-16 22:58:01,1.5,4.29
DEL0251,ORD0251,EMP0296,786 Park Ave,Nashville,TN,37203,queued,2026-07-25 07:21:37,2026-07-25 08:16:37,2.2,3.65
DEL0252,ORD0252,EMP0435,8164 Main St,Austin,TX,78701,failed,2024-05-04 11:58:56,2024-05-04 13:05:56,8.1,7.03
DEL0253,ORD0253,EMP0442,4968 Maple Dr,San Antonio,TX,78205,failed,2024-09-18 22:27:44,2024-09-18 23:39:44,5.2,5.13
DEL0254,ORD0254,EMP0806,4209 Maple Dr,Charlotte,NC,28202,failed,2025-05-27 17:37:23,2025-05-27 17:53:23,1.1,5.61
DEL0255,ORD0255,EMP0179,6845 Oak Ave,Seattle,WA,98101,failed,2024-10-16 23:42:45,2024-10-17 00:12:45,5.1,11.67
DEL0256,ORD0256,EMP0268,7266 5th Ave,Tampa,FL,33602,queued,2025-05-21 13:40:52,2025-05-21 14:26:52,6.2,10.39
DEL0257,ORD0257,EMP0658,8344 5th Ave,Portland,OR,97201,delivered,2025-10-07 08:22:06,2025-10-07 09:11:06,8.2,3.48
DEL0258,ORD0258,EMP0580,1451 Main St,Chicago,IL,60601,delivered,2025-04-04 15:31:40,2025-04-04 15:51:40,2.9,2.82
DEL0259,ORD0259,EMP0098,8621 Lakeview Blvd,Chicago,IL,60601,queued,2025-07-30 22:39:54,2025-07-30 23:24:54,1.3,1.21
DEL0260,ORD0260,EMP0379,3095 Pine Rd,Phoenix,AZ,85004,en_route,2025-06-22 03:06:53,2025-06-22 04:23:53,9.2,10.35
DEL0261,ORD0261,EMP0056,3061 Maple Dr,Tampa,FL,33602,queued,2026-01-05 23:00:09,2026-01-06 00:23:09,3.1,11.17
DEL0262,ORD0262,EMP0675,501 River Rd,Nashville,TN,37203,delivered,2025-04-20 05:09:35,2025-04-20 06:28:35,4.0,11.02
DEL0263,ORD0263,EMP0517,1673 Highland Ave,Chicago,IL,60601,assigned,2024-09-09 13:41:38,2024-09-09 14:28:38,11.9,4.52
DEL0264,ORD0264,EMP0701,1489 Highland Ave,Nashville,TN,37203,returned,2025-04-23 02:49:58,2025-04-23 03:41:58,11.1,11.05
DEL0265,ORD0265,EMP0026,9739 River Rd,Dallas,TX,75201,queued,2024-07-01 02:04:39,2024-07-01 02:44:39,11.8,1.81
DEL0266,ORD0266,EMP0844,5244 River Rd,Chicago,IL,60601,assigned,2025-10-05 12:48:37,2025-10-05 13:28:37,7.1,7.67
DEL0267,ORD0267,EMP0666,5912 Pine Rd,Portland,OR,97201,en_route,2026-03-01 16:31:18,2026-03-01 17:20:18,1.1,4.48
DEL0268,ORD0268,EMP0084,5523 Elm St,Nashville,TN,37203,assigned,2024-07-17 21:47:33,2024-07-17 22:27:33,9.3,3.13
DEL0269,ORD0269,EMP0930,556 5th Ave,Atlanta,GA,30303,en_route,2025-07-12 13:54:45,2025-07-12 15:11:45,2.3,5.60
DEL0270,ORD0270,EMP0076,2820 5th Ave,Atlanta,GA,30303,assigned,2025-11-25 16:47:35,2025-11-25 17:16:35,7.4,10.92
DEL0271,ORD0271,EMP0729,6084 Park Ave,Denver,CO,80202,en_route,2025-12-24 21:45:35,2025-12-24 23:01:35,3.2,4.44
DEL0272,ORD0272,EMP0088,3095 Pine Rd,Phoenix,AZ,85004,en_route,2024-03-09 15:42:59,2024-03-09 16:33:59,11.8,4.56
DEL0273,ORD0273,EMP0689,4932 5th Ave,Austin,TX,78701,delivered,2025-07-21 10:39:55,2025-07-21 11:49:55,1.2,8.45
DEL0274,ORD0274,EMP0446,3238 Market St,Tampa,FL,33602,delivered,2025-06-25 12:44:53,2025-06-25 13:33:53,6.1,1.76
DEL0275,ORD0275,EMP0215,6988 Elm St,Austin,TX,78701,en_route,2024-11-05 20:20:08,2024-11-05 21:26:08,7.9,9.80
DEL0276,ORD0276,EMP0226,501 River Rd,Nashville,TN,37203,en_route,2025-03-04 03:04:55,2025-03-04 04:26:55,4.3,7.11
DEL0277,ORD0277,EMP0350,4559 Elm St,Atlanta,GA,30303,queued,2025-08-16 02:46:09,2025-08-16 03:43:09,10.1,7.15
DEL0278,ORD0278,EMP0857,2995 Elm St,Charlotte,NC,28202,queued,2025-10-01 22:35:42,2025-10-01 22:53:42,4.1,6.11
DEL0279,ORD0279,EMP0152,943 Highland Ave,Tampa,FL,33602,delivered,2024-01-22 07:49:16,2024-01-22 09:18:16,5.9,2.86
DEL0280,ORD0280,EMP0054,6326 Lakeview Blvd,Denver,CO,80202,delivered,2026-01-30 03:07:13,2026-01-30 03:51:13,11.7,10.81
DEL0281,ORD0281,EMP0073,6739 Highland Ave,Charlotte,NC,28202,delivered,2024-10-07 15:24:27,2024-10-07 16:45:27,7.8,9.83
DEL0282,ORD0282,EMP0093,1225 Pine Rd,Nashville,TN,37203,returned,2025-10-26 10:17:57,2025-10-26 10:37:57,7.6,7.49
DEL0283,ORD0283,EMP0512,4256 Lakeview Blvd,San Antonio,TX,78205,failed,2025-05-27 04:44:42,2025-05-27 05:30:42,10.7,8.83
DEL0284,ORD0284,EMP0239,8519 Lakeview Blvd,Dallas,TX,75201,assigned,2026-04-17 15:26:09,2026-04-17 16:49:09,4.3,8.67
DEL0285,ORD0285,EMP0385,7208 Pine Rd,San Antonio,TX,78205,failed,2024-07-09 18:09:20,2024-07-09 18:53:20,10.8,3.82
DEL0286,ORD0286,EMP0078,3289 Main St,Houston,TX,77002,delivered,2024-11-16 12:28:33,2024-11-16 12:52:33,8.5,11.78
DEL0287,ORD0287,EMP0394,6634 Main St,Phoenix,AZ,85004,en_route,2025-08-27 11:40:42,2025-08-27 12:06:42,4.1,1.13
DEL0288,ORD0288,EMP0528,8330 Main St,Chicago,IL,60601,assigned,2024-03-15 15:39:23,2024-03-15 16:15:23,2.4,1.84
DEL0289,ORD0289,EMP0790,8530 Maple Dr,Charlotte,NC,28202,assigned,2024-11-25 15:33:43,2024-11-25 16:36:43,9.3,6.13
DEL0290,ORD0290,EMP0235,5521 Pine Rd,Miami,FL,33101,en_route,2026-04-15 07:35:25,2026-04-15 08:39:25,10.2,3.98
DEL0291,ORD0291,EMP0035,5219 River Rd,Atlanta,GA,30303,returned,2026-04-21 19:03:17,2026-04-21 19:56:17,6.8,1.70
DEL0292,ORD0292,EMP0325,6494 Market St,Charlotte,NC,28202,assigned,2026-05-03 10:10:07,2026-05-03 11:13:07,9.9,5.60
DEL0293,ORD0293,EMP0616,6199 2nd St,Seattle,WA,98101,queued,2025-12-05 22:19:56,2025-12-05 22:58:56,9.7,6.01
DEL0294,ORD0294,EMP0094,8069 Maple Dr,Portland,OR,97201,en_route,2024-02-29 09:17:36,2024-02-29 10:36:36,5.1,3.42
DEL0295,ORD0295,EMP0039,4935 5th Ave,Denver,CO,80202,failed,2026-05-27 23:40:23,2026-05-28 00:33:23,10.1,10.42
DEL0296,ORD0296,EMP0477,3770 Main St,Tampa,FL,33602,queued,2024-08-30 08:25:32,2024-08-30 09:47:32,6.6,1.65
DEL0297,ORD0297,EMP0626,7414 Maple Dr,San Antonio,TX,78205,queued,2026-07-18 02:05:13,2026-07-18 03:19:13,6.6,10.78
DEL0298,ORD0298,EMP0509,969 Highland Ave,Denver,CO,80202,delivered,2025-08-26 09:27:13,2025-08-26 10:35:13,1.6,4.35
DEL0299,ORD0299,EMP0367,7281 Maple Dr,Seattle,WA,98101,returned,2026-05-05 17:46:51,2026-05-05 19:07:51,9.0,11.82
DEL0300,ORD0300,EMP0974,1011 River Rd,Austin,TX,78701,returned,2025-04-17 22:11:06,2025-04-17 23:20:06,1.7,6.25
DEL0301,ORD0301,EMP0054,5597 Highland Ave,Charlotte,NC,28202,queued,2025-08-09 15:17:41,2025-08-09 15:42:41,11.8,4.96
DEL0302,ORD0302,EMP0071,7545 Elm St,Seattle,WA,98101,assigned,2025-09-26 05:40:28,2025-09-26 06:18:28,0.6,5.05
DEL0303,ORD0303,EMP0370,4391 Pine Rd,Denver,CO,80202,delivered,2025-09-05 11:13:56,2025-09-05 12:18:56,7.4,2.88
DEL0304,ORD0304,EMP0318,5862 Park Ave,Chicago,IL,60601,returned,2024-09-20 18:25:19,2024-09-20 19:37:19,2.6,8.21
DEL0305,ORD0305,EMP0340,3079 Oak Ave,Phoenix,AZ,85004,failed,2025-06-17 08:41:10,2025-06-17 10:06:10,9.9,4.58
DEL0306,ORD0306,EMP0277,118 Park Ave,San Antonio,TX,78205,assigned,2026-05-07 11:57:35,2026-05-07 12:24:35,8.8,1.56
DEL0307,ORD0307,EMP0923,9203 Maple Dr,Portland,OR,97201,failed,2024-03-02 05:02:06,2024-03-02 06:24:06,4.1,9.19
DEL0308,ORD0308,EMP0836,5993 Highland Ave,Austin,TX,78701,en_route,2024-10-16 22:22:48,2024-10-16 22:50:48,3.5,0.44
DEL0309,ORD0309,EMP0654,8961 5th Ave,Phoenix,AZ,85004,failed,2026-06-24 21:47:14,2026-06-24 22:34:14,2.6,10.61
DEL0310,ORD0310,EMP0473,5144 5th Ave,Austin,TX,78701,assigned,2026-01-06 09:38:07,2026-01-06 10:44:07,2.7,1.79
DEL0311,ORD0311,EMP0920,6745 Oak Ave,Seattle,WA,98101,queued,2026-02-02 18:10:09,2026-02-02 19:10:09,3.2,0.53
DEL0312,ORD0312,EMP0727,9029 Elm St,Tampa,FL,33602,en_route,2024-06-13 04:44:52,2024-06-13 05:27:52,0.8,0.34
DEL0313,ORD0313,EMP0329,2422 Maple Dr,Nashville,TN,37203,assigned,2024-01-25 04:43:42,2024-01-25 05:09:42,0.9,0.44
DEL0314,ORD0314,EMP0332,6407 Market St,Nashville,TN,37203,failed,2024-07-01 18:12:12,2024-07-01 18:32:12,3.9,4.46
DEL0315,ORD0315,EMP0718,9256 Park Ave,Seattle,WA,98101,delivered,2025-01-19 09:36:30,2025-01-19 10:46:30,7.4,5.59
DEL0316,ORD0316,EMP0977,9898 Park Ave,Chicago,IL,60601,assigned,2025-12-25 08:23:01,2025-12-25 09:22:01,7.0,0.81
DEL0317,ORD0317,EMP0980,7669 Pine Rd,Charlotte,NC,28202,failed,2025-03-25 06:32:13,2025-03-25 07:22:13,11.8,9.90
DEL0318,ORD0318,EMP0712,6884 Pine Rd,San Antonio,TX,78205,queued,2024-06-02 14:13:35,2024-06-02 15:28:35,2.2,3.62
DEL0319,ORD0319,EMP0843,339 Park Ave,Atlanta,GA,30303,queued,2025-04-26 05:34:21,2025-04-26 06:07:21,5.7,7.32
DEL0320,ORD0320,EMP0616,2301 Sunset Blvd,Nashville,TN,37203,assigned,2025-12-18 01:42:44,2025-12-18 02:59:44,2.5,3.65
DEL0321,ORD0321,EMP0620,6002 Sunset Blvd,Atlanta,GA,30303,failed,2026-03-04 23:49:50,2026-03-05 01:06:50,6.7,2.41
DEL0322,ORD0322,EMP0246,3759 Maple Dr,Charlotte,NC,28202,assigned,2025-06-24 05:20:02,2025-06-24 06:02:02,1.1,4.37
DEL0323,ORD0323,EMP0989,5417 Market St,Houston,TX,77002,returned,2024-04-19 19:44:04,2024-04-19 20:56:04,9.4,0.83
DEL0324,ORD0324,EMP0365,3350 Lakeview Blvd,Phoenix,AZ,85004,en_route,2026-05-30 09:43:36,2026-05-30 10:14:36,8.6,0.05
DEL0325,ORD0325,EMP0931,9234 Sunset Blvd,Phoenix,AZ,85004,assigned,2026-02-19 17:31:32,2026-02-19 18:02:32,11.1,5.32
DEL0326,ORD0326,EMP0445,3485 Pine Rd,Atlanta,GA,30303,queued,2025-07-30 21:44:25,2025-07-30 23:01:25,5.8,8.00
DEL0327,ORD0327,EMP0035,969 Highland Ave,Denver,CO,80202,queued,2024-11-28 16:17:49,2024-11-28 16:54:49,6.6,6.61
DEL0328,ORD0328,EMP0798,5038 Maple Dr,Austin,TX,78701,returned,2024-07-26 02:36:31,2024-07-26 03:34:31,8.4,5.43
DEL0329,ORD0329,EMP0666,3238 Market St,Tampa,FL,33602,failed,2025-12-27 18:22:02,2025-12-27 19:11:02,6.8,8.54
DEL0330,ORD0330,EMP0564,857 Cedar Ln,Columbus,OH,43215,assigned,2025-09-20 10:49:41,2025-09-20 11:32:41,8.6,1.38
DEL0331,ORD0331,EMP0577,5687 Lakeview Blvd,Denver,CO,80202,failed,2025-09-17 19:28:11,2025-09-17 20:56:11,5.5,2.95
DEL0332,ORD0332,EMP0310,6136 Maple Dr,Chicago,IL,60601,queued,2025-05-31 11:55:14,2025-05-31 12:57:14,2.1,3.89
DEL0333,ORD0333,EMP0407,7257 Park Ave,Nashville,TN,37203,en_route,2024-08-31 07:59:56,2024-08-31 08:16:56,9.0,4.64
DEL0334,ORD0334,EMP0648,6136 Maple Dr,Chicago,IL,60601,en_route,2026-03-06 19:15:28,2026-03-06 20:20:28,4.0,2.50
DEL0335,ORD0335,EMP0141,8110 Main St,Phoenix,AZ,85004,failed,2024-04-16 15:27:23,2024-04-16 15:43:23,1.1,6.59
DEL0336,ORD0336,EMP0345,3203 2nd St,Columbus,OH,43215,queued,2025-06-21 12:10:27,2025-06-21 13:38:27,1.3,5.99
DEL0337,ORD0337,EMP0183,5949 2nd St,Nashville,TN,37203,delivered,2025-12-06 19:10:53,2025-12-06 20:06:53,0.5,9.27
DEL0338,ORD0338,EMP0720,5773 Main St,San Antonio,TX,78205,assigned,2025-11-14 14:37:54,2025-11-14 15:44:54,2.5,7.24
DEL0339,ORD0339,EMP0924,4935 Park Ave,Charlotte,NC,28202,assigned,2025-01-07 13:14:29,2025-01-07 13:49:29,4.3,4.15
DEL0340,ORD0340,EMP0522,4157 Pine Rd,Nashville,TN,37203,delivered,2025-10-10 23:23:55,2025-10-11 00:18:55,10.4,1.12
DEL0341,ORD0341,EMP0201,7597 Sunset Blvd,Houston,TX,77002,en_route,2026-02-04 09:04:53,2026-02-04 10:30:53,3.6,8.30
DEL0342,ORD0342,EMP0158,2450 Maple Dr,Portland,OR,97201,queued,2025-09-10 19:30:53,2025-09-10 20:58:53,3.5,6.28
DEL0343,ORD0343,EMP0303,9677 Maple Dr,Charlotte,NC,28202,en_route,2024-06-22 01:50:28,2024-06-22 03:00:28,8.7,1.88
DEL0344,ORD0344,EMP0793,5376 Maple Dr,Houston,TX,77002,queued,2024-03-11 08:24:16,2024-03-11 09:13:16,10.4,2.25
DEL0345,ORD0345,EMP0346,351 Market St,Columbus,OH,43215,returned,2024-05-02 16:45:09,2024-05-02 18:03:09,7.8,7.02
DEL0346,ORD0346,EMP0192,565 Cedar Ln,Denver,CO,80202,delivered,2024-10-23 17:36:15,2024-10-23 18:15:15,9.3,9.58
DEL0347,ORD0347,EMP0925,8019 Market St,San Antonio,TX,78205,returned,2026-01-19 19:58:15,2026-01-19 20:33:15,10.0,1.06
DEL0348,ORD0348,EMP0659,4345 Maple Dr,Phoenix,AZ,85004,failed,2024-10-12 01:33:06,2024-10-12 01:52:06,6.4,10.39
DEL0349,ORD0349,EMP0984,7560 2nd St,Atlanta,GA,30303,returned,2025-04-13 23:58:49,2025-04-14 00:33:49,8.1,2.66
DEL0350,ORD0350,EMP0883,550 Sunset Blvd,Dallas,TX,75201,failed,2024-11-06 17:25:14,2024-11-06 17:44:14,5.8,2.57
DEL0351,ORD0351,EMP0938,9757 Lakeview Blvd,Dallas,TX,75201,en_route,2025-04-02 21:57:20,2025-04-02 23:10:20,10.1,7.30
DEL0352,ORD0352,EMP0239,5457 Elm St,Portland,OR,97201,assigned,2024-05-16 11:08:54,2024-05-16 11:33:54,8.1,4.01
DEL0353,ORD0353,EMP0998,773 Park Ave,Houston,TX,77002,queued,2025-10-25 15:49:28,2025-10-25 16:44:28,10.6,5.12
DEL0354,ORD0354,EMP0872,4146 Lakeview Blvd,Columbus,OH,43215,delivered,2024-08-20 21:21:54,2024-08-20 22:06:54,9.0,5.27
DEL0355,ORD0355,EMP0075,409 Lakeview Blvd,Atlanta,GA,30303,queued,2025-06-21 23:32:31,2025-06-22 00:45:31,11.9,9.50
DEL0356,ORD0356,EMP0480,7994 Park Ave,Seattle,WA,98101,returned,2024-03-02 08:20:31,2024-03-02 09:46:31,10.6,8.42
DEL0357,ORD0357,EMP0746,3009 5th Ave,Nashville,TN,37203,delivered,2025-07-19 18:32:15,2025-07-19 19:29:15,11.6,8.83
DEL0358,ORD0358,EMP0501,4638 5th Ave,Charlotte,NC,28202,assigned,2026-06-24 18:10:14,2026-06-24 18:44:14,3.8,0.32
DEL0359,ORD0359,EMP0680,5066 Elm St,Columbus,OH,43215,delivered,2026-01-03 15:14:14,2026-01-03 15:33:14,4.5,10.64
DEL0360,ORD0360,EMP0710,2847 Main St,Atlanta,GA,30303,queued,2024-01-28 00:56:59,2024-01-28 01:23:59,7.4,3.97
DEL0361,ORD0361,EMP0738,2879 Elm St,Phoenix,AZ,85004,en_route,2024-08-23 12:34:49,2024-08-23 13:54:49,10.0,7.94
DEL0362,ORD0362,EMP0788,4767 Highland Ave,Chicago,IL,60601,assigned,2026-05-08 11:19:46,2026-05-08 12:24:46,8.7,10.38
DEL0363,ORD0363,EMP0338,6580 Sunset Blvd,San Antonio,TX,78205,queued,2026-06-10 20:13:37,2026-06-10 21:26:37,9.4,7.66
DEL0364,ORD0364,EMP0287,5267 Maple Dr,Denver,CO,80202,returned,2025-10-26 14:24:28,2025-10-26 15:24:28,8.0,11.62
DEL0365,ORD0365,EMP0665,4129 5th Ave,Atlanta,GA,30303,assigned,2025-02-21 01:12:58,2025-02-21 02:15:58,10.7,10.96
DEL0366,ORD0366,EMP0446,9647 Oak Ave,Denver,CO,80202,failed,2026-06-09 14:15:30,2026-06-09 15:00:30,11.6,11.90
