supplier_id,supplier_name,category,contact_name,email,phone,city,state,zip,payment_terms_days,is_preferred
SUP0206,Valley Farms Dairy 206,meat,Layla Torres,orders206@supplier12.example.com,(304) 894-3418,San Antonio,TX,78205,60,true
SUP0207,Harvest Flour Mills 207,dairy,Sophia Thompson,orders207@supplier13.example.com,(685) 383-1859,Seattle,WA,98101,15,true
SUP0208,FireOven Packaging 208,packaging,Jacob Martinez,orders208@supplier14.example.com,(842) 939-7619,Miami,FL,33101,30,false
SUP0209,Urban Beverage Dist 209,dry_goods,Henry Hill,orders209@supplier15.example.com,(376) 868-7150,San Antonio,TX,78205,15,true
SUP0210,Urban Beverage Dist 210,meat,Hazel Lewis,orders210@supplier16.example.com,(576) 211-2966,Charlotte,NC,28202,15,false
SUP0211,Coastal Seafoods 211,dairy,Aiden Torres,orders211@supplier17.example.com,(786) 691-5484,Portland,OR,97201,15,true
SUP0212,Urban Beverage Dist 212,dry_goods,Samuel Ramirez,orders212@supplier18.example.com,(505) 785-3051,Houston,TX,77002,15,false
SUP0213,Harvest Flour Mills 213,dry_goods,Penelope Johnson,orders213@supplier19.example.com,(603) 769-9788,Tampa,FL,33602,60,false
SUP0214,Roma Tomato Co 214,equipment,Nova Wilson,orders214@supplier20.example.com,(874) 320-3960,Charlotte,NC,28202,30,false
SUP0215,FireOven Packaging 215,dairy,Olivia Rodriguez,orders215@supplier21.example.com,(788) 411-3641,Portland,OR,97201,15,false
SUP0216,Valley Farms Dairy 216,dairy,Elijah Allen,orders216@supplier22.example.com,(505) 572-9919,Charlotte,NC,28202,30,false
SUP0217,Valley Farms Dairy 217,produce,Henry Williams,orders217@supplier23.example.com,(731) 500-9750,Miami,FL,33101,60,false
SUP0218,FireOven Packaging 218,packaging,Ella Hill,orders218@supplier24.example.com,(751) 722-4438,Portland,OR,97201,15,false
SUP0219,Coastal Seafoods 219,dairy,Amelia Martinez,orders219@supplier25.example.com,(506) 420-3198,Austin,TX,78701,30,false
SUP0220,Harvest Flour Mills 220,beverages,Owen Ramirez,orders220@supplier26.example.com,(276) 763-5177,Denver,CO,80202,45,false
SUP0221,Harvest Flour Mills 221,dry_goods,Logan Garcia,orders221@supplier27.example.com,(460) 892-7968,Columbus,OH,43215,30,false
SUP0222,GreenLeaf Produce 222,beverages,Penelope Gonzalez,orders222@supplier28.example.com,(931) 581-9379,Dallas,TX,75201,30,false
SUP0223,FireOven Packaging 223,equipment,Jacob Harris,orders223@supplier29.example.com,(226) 818-5055,Houston,TX,77002,15,false
SUP0224,Roma Tomato Co 224,beverages,Jack Clark,orders224@supplier30.example.com,(267) 537-2457,Chicago,IL,60601,45,true
SUP0225,GreenLeaf Produce 225,produce,Harper Moore,orders225@supplier31.example.com,(210) 300-7179,Nashville,TN,37203,30,false
SUP0226,Roma Tomato Co 226,produce,Sebastian Martin,orders226@supplier32.example.com,(802) 701-2565,Dallas,TX,75201,45,true
SUP0227,GreenLeaf Produce 227,packaging,Benjamin Hill,orders227@supplier33.example.com,(301) 249-3797,Charlotte,NC,28202,45,true
SUP0228,Harvest Flour Mills 228,meat,Levi Wright,orders228@supplier34.example.com,(764) 808-7597,Seattle,WA,98101,60,false
SUP0229,Valley Farms Dairy 229,beverages,Lily Martinez,orders229@supplier35.example.com,(873) 329-3337,Denver,CO,80202,60,false
SUP0230,Valley Farms Dairy 230,beverages,Hazel White,orders230@supplier36.example.com,(924) 996-5081,Denver,CO,80202,60,true
SUP0231,Artisan Cheese Works 231,meat,Logan Allen,orders231@supplier37.example.com,(493) 482-8008,Houston,TX,77002,30,false
SUP0232,Roma Tomato Co 232,meat,Grace Lee,orders232@supplier38.example.com,(292) 849-2302,Charlotte,NC,28202,15,true
SUP0233,Harvest Flour Mills 233,packaging,Noah Garcia,orders233@supplier39.example.com,(961) 492-9074,Dallas,TX,75201,15,true
SUP0234,Harvest Flour Mills 234,dry_goods,Jackson Allen,orders234@supplier40.example.com,(901) 893-9722,Seattle,WA,98101,15,false
SUP0235,Coastal Seafoods 235,equipment,Levi Smith,orders235@supplier41.example.com,(931) 635-9754,Atlanta,GA,30303,45,false
SUP0236,Valley Farms Dairy 236,packaging,Chloe Hernandez,orders236@supplier42.example.com,(890) 982-9577,Tampa,FL,33602,30,false
SUP0237,Harvest Flour Mills 237,packaging,Ella Brown,orders237@supplier43.example.com,(632) 707-7211,Phoenix,AZ,85004,30,false
SUP0238,FireOven Packaging 238,beverages,James Wright,orders238@supplier44.example.com,(984) 320-5752,Dallas,TX,75201,45,false
SUP0239,Coastal Seafoods 239,dairy,Levi Torres,orders239@supplier45.example.com,(603) 422-5994,Denver,CO,80202,15,true
SUP0240,Artisan Cheese Works 240,dairy,Ella Smith,orders240@supplier46.example.com,(830) 671-6382,Columbus,OH,43215,45,false
SUP0241,FireOven Packaging 241,beverages,Mason Sanchez,orders241@supplier47.example.com,(563) 209-2660,Austin,TX,78701,60,false
SUP0242,Harvest Flour Mills 242,dry_goods,Elijah Young,orders242@supplier48.example.com,(207) 359-5098,Dallas,TX,75201,30,false
SUP0243,GreenLeaf Produce 243,meat,Jacob Lopez,orders243@supplier49.example.com,(749) 475-2780,Phoenix,AZ,85004,60,false
SUP0244,Harvest Flour Mills 244,produce,Ella Ramirez,orders244@supplier50.example.com,(205) 567-4251,Portland,OR,97201,15,false
SUP0245,Harvest Flour Mills 245,dry_goods,Grace Perez,orders245@supplier51.example.com,(232) 364-4260,Austin,TX,78701,60,true
SUP0246,Roma Tomato Co 246,dry_goods,Jackson Scott,orders246@supplier52.example.com,(707) 898-3087,Denver,CO,80202,45,true
SUP0247,Urban Beverage Dist 247,packaging,Layla Harris,orders247@supplier53.example.com,(334) 312-2767,Nashville,TN,37203,15,false
SUP0248,Valley Farms Dairy 248,equipment,Matthew Thomas,orders248@supplier54.example.com,(253) 894-6605,Phoenix,AZ,85004,60,true
SUP0249,Valley Farms Dairy 249,dry_goods,Zoey Jackson,orders249@supplier55.example.com,(488) 697-2353,Tampa,FL,33602,60,false
SUP0250,Harvest Flour Mills 250,produce,Benjamin Davis,orders250@supplier56.example.com,(469) 917-5052,Houston,TX,77002,60,false
SUP0251,Roma Tomato Co 251,beverages,Layla Allen,orders251@supplier57.example.com,(825) 385-4091,Tampa,FL,33602,30,false
SUP0252,Urban Beverage Dist 252,dairy,Benjamin Gonzalez,orders252@supplier58.example.com,(349) 636-1289,Houston,TX,77002,30,false
SUP0253,Urban Beverage Dist 253,dry_goods,Sebastian Martin,orders253@supplier59.example.com,(916) 848-4791,Austin,TX,78701,30,false
SUP0254,Valley Farms Dairy 254,packaging,Jacob Brown,orders254@supplier60.example.com,(511) 312-5411,Portland,OR,97201,45,false
SUP0255,Urban Beverage Dist 255,produce,Emily Brown,orders255@supplier61.example.com,(386) 241-1008,Phoenix,AZ,85004,15,false
SUP0256,Coastal Seafoods 256,meat,Zoey Moore,orders256@supplier62.example.com,(821) 303-8059,Phoenix,AZ,85004,30,false
SUP0257,FireOven Packaging 257,meat,Henry Davis,orders257@supplier63.example.com,(299) 885-1223,Portland,OR,97201,30,false
SUP0258,FireOven Packaging 258,beverages,David Nguyen,orders258@supplier64.example.com,(741) 819-7088,Tampa,FL,33602,30,false
SUP0259,Urban Beverage Dist 259,dairy,Sophia Rodriguez,orders259@supplier65.example.com,(844) 960-2971,San Antonio,TX,78205,15,false
SUP0260,Coastal Seafoods 260,produce,Joseph Lewis,orders260@supplier66.example.com,(301) 276-9955,Columbus,OH,43215,45,false
SUP0261,Coastal Seafoods 261,packaging,Layla Martinez,orders261@supplier67.example.com,(244) 330-4140,Portland,OR,97201,60,false
SUP0262,FireOven Packaging 262,meat,Chloe Davis,orders262@supplier68.example.com,(646) 269-8910,Denver,CO,80202,60,false
SUP0263,Valley Farms Dairy 263,produce,Nora Moore,orders263@supplier69.example.com,(913) 332-5745,Chicago,IL,60601,15,true
SUP0264,Coastal Seafoods 264,beverages,Daniel Young,orders264@supplier70.example.com,(901) 745-9412,Austin,TX,78701,15,false
SUP0265,Urban Beverage Dist 265,packaging,David Harris,orders265@supplier71.example.com,(610) 821-5448,Nashville,TN,37203,30,false
SUP0266,Coastal Seafoods 266,packaging,Penelope Smith,orders266@supplier72.example.com,(725) 666-9254,Houston,TX,77002,45,false
SUP0267,GreenLeaf Produce 267,beverages,Benjamin Scott,orders267@supplier73.example.com,(321) 375-4668,San Antonio,TX,78205,15,false
SUP0268,Valley Farms Dairy 268,beverages,Lucas Moore,orders268@supplier74.example.com,(336) 476-1844,Denver,CO,80202,30,true
SUP0269,Roma Tomato Co 269,dairy,Samuel Thompson,orders269@supplier75.example.com,(847) 819-7047,San Antonio,TX,78205,45,false
SUP0270,GreenLeaf Produce 270,beverages,Isabella Clark,orders270@supplier76.example.com,(826) 501-6318,Tampa,FL,33602,15,false
SUP0271,FireOven Packaging 271,produce,Layla Moore,orders271@supplier77.example.com,(380) 462-1256,Austin,TX,78701,15,true
SUP0272,Urban Beverage Dist 272,beverages,Evelyn Hill,orders272@supplier78.example.com,(764) 411-8244,Tampa,FL,33602,30,false
SUP0273,Urban Beverage Dist 273,produce,Chloe Anderson,orders273@supplier79.example.com,(947) 943-8109,San Antonio,TX,78205,45,false
SUP0274,Roma Tomato Co 274,dry_goods,Mason Robinson,orders274@supplier80.example.com,(389) 380-4094,Portland,OR,97201,60,true
SUP0275,GreenLeaf Produce 275,dairy,Henry Hernandez,orders275@supplier81.example.com,(381) 603-4077,Houston,TX,77002,15,false
SUP0276,Coastal Seafoods 276,dry_goods,Samuel Sanchez,orders276@supplier82.example.com,(302) 941-9630,Seattle,WA,98101,30,true
SUP0277,Valley Farms Dairy 277,packaging,Sophia Harris,orders277@supplier83.example.com,(593) 221-2802,Nashville,TN,37203,15,true
SUP0278,Valley Farms Dairy 278,produce,James Garcia,orders278@supplier84.example.com,(474) 346-1221,Miami,FL,33101,15,true
SUP0279,FireOven Packaging 279,equipment,Joseph Garcia,orders279@supplier85.example.com,(407) 342-8871,Dallas,TX,75201,60,true
SUP0280,FireOven Packaging 280,dry_goods,Lucas Thomas,orders280@supplier86.example.com,(257) 756-5382,Denver,CO,80202,15,false
SUP0281,Roma Tomato Co 281,packaging,Abigail Miller,orders281@supplier87.example.com,(723) 625-3323,Austin,TX,78701,15,true
SUP0282,Coastal Seafoods 282,dry_goods,Scarlett Martinez,orders282@supplier88.example.com,(561) 871-5699,Austin,TX,78701,30,true
SUP0283,Urban Beverage Dist 283,beverages,Joseph Davis,orders283@supplier89.example.com,(703) 373-2804,Miami,FL,33101,30,false
SUP0284,FireOven Packaging 284,dairy,Owen Perez,orders284@supplier90.example.com,(321) 569-2389,Denver,CO,80202,15,false
SUP0285,Urban Beverage Dist 285,packaging,Alexander Hill,orders285@supplier91.example.com,(385) 895-7967,Houston,TX,77002,30,true
SUP0286,GreenLeaf Produce 286,packaging,Abigail Thompson,orders286@supplier92.example.com,(306) 477-9179,Miami,FL,33101,45,true
SUP0287,Roma Tomato Co 287,equipment,Ava Martinez,orders287@supplier93.example.com,(996) 871-3401,Nashville,TN,37203,45,false
SUP0288,Artisan Cheese Works 288,equipment,Emma Davis,orders288@supplier94.example.com,(791) 637-5562,Portland,OR,97201,30,false
SUP0289,Harvest Flour Mills 289,equipment,Scarlett Thompson,orders289@supplier95.example.com,(526) 706-7944,Houston,TX,77002,60,false
SUP0290,FireOven Packaging 290,produce,Samuel Thomas,orders290@supplier96.example.com,(592) 628-9144,Seattle,WA,98101,60,false
SUP0291,Coastal Seafoods 291,dry_goods,Oliver Nguyen,orders291@supplier0.example.com,(932) 631-9633,Charlotte,NC,28202,30,true
SUP0292,FireOven Packaging 292,dairy,Ethan Johnson,orders292@supplier1.example.com,(571) 771-8764,San Antonio,TX,78205,30,true
SUP0293,FireOven Packaging 293,meat,David Rodriguez,orders293@supplier2.example.com,(501) 671-3361,Austin,TX,78701,60,false
SUP0294,Coastal Seafoods 294,dairy,Levi Rodriguez,orders294@supplier3.example.com,(320) 912-3344,Charlotte,NC,28202,60,true
SUP0295,Urban Beverage Dist 295,meat,Noah Miller,orders295@supplier4.example.com,(878) 795-2208,Tampa,FL,33602,60,true
SUP0296,Harvest Flour Mills 296,dairy,Lucas White,orders296@supplier5.example.com,(344) 280-5014,Charlotte,NC,28202,15,false
SUP0297,Urban Beverage Dist 297,produce,Nova Lopez,orders297@supplier6.example.com,(681) 961-3295,Charlotte,NC,28202,45,false
SUP0298,FireOven Packaging 298,dry_goods,Samuel Smith,orders298@supplier7.example.com,(493) 313-3554,Tampa,FL,33602,15,true
SUP0299,Harvest Flour Mills 299,packaging,Mia Smith,orders299@supplier8.example.com,(605) 633-8443,Austin,TX,78701,45,true
SUP0300,GreenLeaf Produce 300,beverages,Harper Ramirez,orders300@supplier9.example.com,(360) 478-2506,Chicago,IL,60601,60,true
SUP0301,Coastal Seafoods 301,dry_goods,Owen Brown,orders301@supplier10.example.com,(424) 601-4009,Houston,TX,77002,15,true
SUP0302,Artisan Cheese Works 302,meat,Samuel Sanchez,orders302@supplier11.example.com,(589) 368-1895,Portland,OR,97201,45,false
SUP0303,GreenLeaf Produce 303,dairy,Sophia Jones,orders303@supplier12.example.com,(571) 817-6496,San Antonio,TX,78205,15,false
SUP0304,Roma Tomato Co 304,dairy,Ethan Hill,orders304@supplier13.example.com,(211) 974-6064,Houston,TX,77002,30,false
SUP0305,Valley Farms Dairy 305,produce,Benjamin Garcia,orders305@supplier14.example.com,(783) 778-1735,Miami,FL,33101,60,false
SUP0306,Roma Tomato Co 306,meat,Ava Thompson,orders306@supplier15.example.com,(969) 489-7523,Phoenix,AZ,85004,30,false
SUP0307,FireOven Packaging 307,produce,Penelope Miller,orders307@supplier16.example.com,(539) 617-9250,Seattle,WA,98101,15,false
SUP0308,Harvest Flour Mills 308,dairy,Aiden Harris,orders308@supplier17.example.com,(688) 800-1612,Nashville,TN,37203,45,false
SUP0309,Artisan Cheese Works 309,dairy,Hazel Garcia,orders309@supplier18.example.com,(935) 437-4533,Miami,FL,33101,30,true
SUP0310,FireOven Packaging 310,dry_goods,Isabella Perez,orders310@supplier19.example.com,(497) 568-8059,Houston,TX,77002,15,true
SUP0311,Urban Beverage Dist 311,produce,Ethan Flores,orders311@supplier20.example.com,(821) 276-3496,Nashville,TN,37203,60,false
SUP0312,Harvest Flour Mills 312,equipment,Henry Scott,orders312@supplier21.example.com,(289) 710-2541,Austin,TX,78701,60,false
SUP0313,GreenLeaf Produce 313,produce,Emma Moore,orders313@supplier22.example.com,(790) 572-6789,Columbus,OH,43215,15,false
SUP0314,Artisan Cheese Works 314,meat,Zoey Taylor,orders314@supplier23.example.com,(981) 652-3301,Tampa,FL,33602,15,true
SUP0315,Valley Farms Dairy 315,meat,Abigail Sanchez,orders315@supplier24.example.com,(618) 834-3113,Portland,OR,97201,60,false
SUP0316,FireOven Packaging 316,meat,Oliver Clark,orders316@supplier25.example.com,(718) 660-5306,Charlotte,NC,28202,15,false
SUP0317,Valley Farms Dairy 317,beverages,James Scott,orders317@supplier26.example.com,(208) 358-2725,Miami,FL,33101,45,false
SUP0318,Urban Beverage Dist 318,equipment,Emma Anderson,orders318@supplier27.example.com,(597) 673-2531,Atlanta,GA,30303,45,false
SUP0319,Artisan Cheese Works 319,dairy,Oliver Lopez,orders319@supplier28.example.com,(949) 310-7503,Miami,FL,33101,60,false
SUP0320,Roma Tomato Co 320,meat,Alexander Hill,orders320@supplier29.example.com,(697) 417-8802,Phoenix,AZ,85004,15,false
SUP0321,Harvest Flour Mills 321,dry_goods,Lucas Wilson,orders321@supplier30.example.com,(527) 781-1513,Austin,TX,78701,60,false
SUP0322,FireOven Packaging 322,equipment,Jacob Walker,orders322@supplier31.example.com,(418) 255-4465,Nashville,TN,37203,15,true
SUP0323,Urban Beverage Dist 323,meat,Evelyn Lopez,orders323@supplier32.example.com,(285) 345-2134,Miami,FL,33101,45,false
SUP0324,Artisan Cheese Works 324,equipment,Grace King,orders324@supplier33.example.com,(419) 885-5250,Denver,CO,80202,30,true
SUP0325,Urban Beverage Dist 325,meat,Nova Martin,orders325@supplier34.example.com,(368) 403-6722,Dallas,TX,75201,60,false
SUP0326,Harvest Flour Mills 326,beverages,Jacob Thompson,orders326@supplier35.example.com,(909) 784-7375,Chicago,IL,60601,15,false
SUP0327,Coastal Seafoods 327,dairy,Layla Nguyen,orders327@supplier36.example.com,(831) 348-6304,Columbus,OH,43215,45,false
SUP0328,Artisan Cheese Works 328,produce,Jackson Lee,orders328@supplier37.example.com,(316) 890-7658,Columbus,OH,43215,45,false
SUP0329,Artisan Cheese Works 329,equipment,Isabella Lewis,orders329@supplier38.example.com,(854) 792-2596,Austin,TX,78701,15,false
SUP0330,Urban Beverage Dist 330,beverages,Aria Hernandez,orders330@supplier39.example.com,(815) 586-4541,San Antonio,TX,78205,45,false
SUP0331,Valley Farms Dairy 331,meat,Michael Johnson,orders331@supplier40.example.com,(509) 514-9226,San Antonio,TX,78205,15,false
SUP0332,Artisan Cheese Works 332,dry_goods,Grace Thompson,orders332@supplier41.example.com,(560) 755-7977,Miami,FL,33101,45,false
SUP0333,Artisan Cheese Works 333,dry_goods,Michael Lopez,orders333@supplier42.example.com,(766) 809-3664,Houston,TX,77002,60,false
SUP0334,Urban Beverage Dist 334,beverages,Abigail Flores,orders334@supplier43.example.com,(301) 289-2700,Charlotte,NC,28202,15,false
SUP0335,Urban Beverage Dist 335,dairy,Jackson Flores,orders335@supplier44.example.com,(757) 302-8276,Atlanta,GA,30303,15,false
SUP0336,Urban Beverage Dist 336,produce,Harper Robinson,orders336@supplier45.example.com,(764) 590-2875,Charlotte,NC,28202,30,true
SUP0337,FireOven Packaging 337,equipment,Logan Clark,orders337@supplier46.example.com,(860) 920-7484,Dallas,TX,75201,15,true
SUP0338,Coastal Seafoods 338,packaging,Abigail Moore,orders338@supplier47.example.com,(874) 470-6036,Nashville,TN,37203,60,false
SUP0339,Urban Beverage Dist 339,dairy,Ava Johnson,orders339@supplier48.example.com,(357) 583-9502,Austin,TX,78701,45,false
SUP0340,Urban Beverage Dist 340,produce,Jack Sanchez,orders340@supplier49.example.com,(397) 831-7444,Atlanta,GA,30303,15,true
SUP0341,Urban Beverage Dist 341,produce,Hazel Harris,orders341@supplier50.example.com,(945) 377-7604,Atlanta,GA,30303,45,false
SUP0342,Coastal Seafoods 342,dairy,Joseph Rodriguez,orders342@supplier51.example.com,(716) 321-7422,Seattle,WA,98101,45,true
SUP0343,FireOven Packaging 343,produce,Oliver Garcia,orders343@supplier52.example.com,(226) 647-1189,Houston,TX,77002,30,false
SUP0344,Roma Tomato Co 344,packaging,Scarlett Johnson,orders344@supplier53.example.com,(960) 951-3138,Tampa,FL,33602,60,false
SUP0345,FireOven Packaging 345,produce,James Anderson,orders345@supplier54.example.com,(504) 398-9772,Nashville,TN,37203,30,true
SUP0346,Urban Beverage Dist 346,equipment,Evelyn Brown,orders346@supplier55.example.com,(481) 284-3355,Nashville,TN,37203,15,false
SUP0347,Roma Tomato Co 347,dairy,Logan Hill,orders347@supplier56.example.com,(325) 309-3323,Atlanta,GA,30303,45,false
SUP0348,Roma Tomato Co 348,dairy,Jackson White,orders348@supplier57.example.com,(412) 600-2649,Houston,TX,77002,60,true
SUP0349,Roma Tomato Co 349,dry_goods,Hazel Jones,orders349@supplier58.example.com,(415) 903-7879,Seattle,WA,98101,60,true
SUP0350,Artisan Cheese Works 350,equipment,Mia Lopez,orders350@supplier59.example.com,(505) 210-3927,Miami,FL,33101,15,false
SUP0351,FireOven Packaging 351,dry_goods,Owen Hill,orders351@supplier60.example.com,(759) 205-3595,Phoenix,AZ,85004,45,true
SUP0352,Valley Farms Dairy 352,packaging,Liam King,orders352@supplier61.example.com,(724) 979-3496,San Antonio,TX,78205,30,true
SUP0353,Coastal Seafoods 353,dairy,Emily Rodriguez,orders353@supplier62.example.com,(425) 285-3073,Dallas,TX,75201,45,false
SUP0354,Roma Tomato Co 354,meat,Joseph Scott,orders354@supplier63.example.com,(867) 501-8652,San Antonio,TX,78205,60,false
SUP0355,Coastal Seafoods 355,meat,Mason Gonzalez,orders355@supplier64.example.com,(903) 934-5605,Seattle,WA,98101,60,false
SUP0356,GreenLeaf Produce 356,produce,Ethan Young,orders356@supplier65.example.com,(643) 656-7942,Nashville,TN,37203,45,true
SUP0357,Roma Tomato Co 357,packaging,Scarlett Ramirez,orders357@supplier66.example.com,(404) 780-6782,Atlanta,GA,30303,45,true
SUP0358,Roma Tomato Co 358,dry_goods,Mia Williams,orders358@supplier67.example.com,(723) 459-7714,Charlotte,NC,28202,45,false
SUP0359,FireOven Packaging 359,dry_goods,Liam Davis,orders359@supplier68.example.com,(384) 530-8035,Columbus,OH,43215,30,false
SUP0360,Coastal Seafoods 360,beverages,Michael White,orders360@supplier69.example.com,(348) 998-6151,Dallas,TX,75201,15,false
SUP0361,Valley Farms Dairy 361,beverages,Alexander Wilson,orders361@supplier70.example.com,(676) 781-6268,Tampa,FL,33602,30,false
SUP0362,GreenLeaf Produce 362,packaging,Ethan King,orders362@supplier71.example.com,(422) 305-5555,Seattle,WA,98101,15,false
SUP0363,Urban Beverage Dist 363,beverages,Nova Ramirez,orders363@supplier72.example.com,(525) 527-4246,Miami,FL,33101,30,false
SUP0364,Artisan Cheese Works 364,dairy,Benjamin Clark,orders364@supplier73.example.com,(322) 327-8418,Portland,OR,97201,30,false
SUP0365,Urban Beverage Dist 365,produce,Riley Johnson,orders365@supplier74.example.com,(491) 218-1076,Atlanta,GA,30303,60,false
SUP0366,Urban Beverage Dist 366,dairy,Aria King,orders366@supplier75.example.com,(240) 545-1266,Charlotte,NC,28202,15,false
SUP0367,Urban Beverage Dist 367,beverages,Henry Moore,orders367@supplier76.example.com,(524) 971-6665,Charlotte,NC,28202,60,false
SUP0368,FireOven Packaging 368,dry_goods,Owen Brown,orders368@supplier77.example.com,(602) 505-8447,Nashville,TN,37203,60,true
SUP0369,Roma Tomato Co 369,equipment,Michael Flores,orders369@supplier78.example.com,(305) 229-4670,Columbus,OH,43215,15,true
SUP0370,Roma Tomato Co 370,meat,Penelope Ramirez,orders370@supplier79.example.com,(431) 374-2442,Houston,TX,77002,30,true
SUP0371,FireOven Packaging 371,equipment,Aria Smith,orders371@supplier80.example.com,(904) 253-5254,Nashville,TN,37203,15,false
SUP0372,Roma Tomato Co 372,meat,Alexander Flores,orders372@supplier81.example.com,(588) 476-3790,Denver,CO,80202,30,false
SUP0373,Harvest Flour Mills 373,meat,Lucas Nguyen,orders373@supplier82.example.com,(623) 852-8320,Dallas,TX,75201,15,false
SUP0374,Artisan Cheese Works 374,beverages,Jackson Moore,orders374@supplier83.example.com,(529) 991-8908,San Antonio,TX,78205,30,false
SUP0375,GreenLeaf Produce 375,beverages,Oliver Thompson,orders375@supplier84.example.com,(771) 448-4373,Nashville,TN,37203,15,false
SUP0376,Valley Farms Dairy 376,produce,Ava Wilson,orders376@supplier85.example.com,(679) 594-4078,Portland,OR,97201,60,false
SUP0377,FireOven Packaging 377,equipment,Henry Robinson,orders377@supplier86.example.com,(871) 357-9265,San Antonio,TX,78205,15,true
SUP0378,FireOven Packaging 378,dry_goods,Chloe Flores,orders378@supplier87.example.com,(725) 407-7556,San Antonio,TX,78205,30,false
SUP0379,Harvest Flour Mills 379,beverages,Henry Torres,orders379@supplier88.example.com,(863) 304-3413,Seattle,WA,98101,60,true
SUP0380,Roma Tomato Co 380,produce,Liam Robinson,orders380@supplier89.example.com,(391) 473-1468,Tampa,FL,33602,60,false
SUP0381,FireOven Packaging 381,meat,Elijah Scott,orders381@supplier90.example.com,(286) 562-8069,Portland,OR,97201,30,false
SUP0382,Urban Beverage Dist 382,packaging,Alexander Brown,orders382@supplier91.example.com,(651) 479-7058,Chicago,IL,60601,15,false
SUP0383,Urban Beverage Dist 383,produce,Abigail Gonzalez,orders383@supplier92.example.com,(612) 380-5520,Seattle,WA,98101,60,false
SUP0384,Valley Farms Dairy 384,beverages,James Davis,orders384@supplier93.example.com,(424) 317-1870,Dallas,TX,75201,15,false
SUP0385,Roma Tomato Co 385,packaging,Sophia Moore,orders385@supplier94.example.com,(431) 835-7628,San Antonio,TX,78205,60,false
SUP0386,GreenLeaf Produce 386,dry_goods,Ethan Hernandez,orders386@supplier95.example.com,(408) 555-5718,San Antonio,TX,78205,45,true
SUP0387,Harvest Flour Mills 387,packaging,Penelope Flores,orders387@supplier96.example.com,(688) 956-6002,Dallas,TX,75201,30,false
SUP0388,Roma Tomato Co 388,produce,Mason Perez,orders388@supplier0.example.com,(666) 345-1208,Miami,FL,33101,60,false
SUP0389,Harvest Flour Mills 389,meat,Emma Hernandez,orders389@supplier1.example.com,(895) 978-1159,Austin,TX,78701,45,true
SUP0390,Valley Farms Dairy 390,dry_goods,James Walker,orders390@supplier2.example.com,(312) 246-1284,Atlanta,GA,30303,45,true
SUP0391,Harvest Flour Mills 391,equipment,Lucas Miller,orders391@supplier3.example.com,(302) 511-6499,Chicago,IL,60601,60,false
SUP0392,GreenLeaf Produce 392,beverages,Jackson Taylor,orders392@supplier4.example.com,(573) 669-1222,Phoenix,AZ,85004,45,false
SUP0393,Artisan Cheese Works 393,dairy,Benjamin King,orders393@supplier5.example.com,(945) 855-1339,Phoenix,AZ,85004,30,true
SUP0394,Coastal Seafoods 394,beverages,Lucas Thompson,orders394@supplier6.example.com,(709) 231-5003,Charlotte,NC,28202,60,false
SUP0395,Roma Tomato Co 395,produce,Scarlett Miller,orders395@supplier7.example.com,(480) 841-9927,Tampa,FL,33602,60,true
SUP0396,Harvest Flour Mills 396,meat,Matthew Thompson,orders396@supplier8.example.com,(539) 600-7836,Columbus,OH,43215,45,false
SUP0397,FireOven Packaging 397,equipment,Owen Davis,orders397@supplier9.example.com,(643) 665-6685,Austin,TX,78701,45,false
SUP0398,Artisan Cheese Works 398,beverages,Lucas Robinson,orders398@supplier10.example.com,(897) 353-9571,Austin,TX,78701,45,false
SUP0399,Harvest Flour Mills 399,meat,Jackson Jackson,orders399@supplier11.example.com,(266) 501-1255,Miami,FL,33101,60,false
SUP0400,Roma Tomato Co 400,dairy,Jackson Martin,orders400@supplier12.example.com,(205) 640-6771,Denver,CO,80202,15,false
SUP0401,FireOven Packaging 401,meat,Lily Scott,orders401@supplier13.example.com,(358) 288-5434,Houston,TX,77002,30,true
SUP0402,Urban Beverage Dist 402,packaging,Oliver Jackson,orders402@supplier14.example.com,(424) 232-8752,San Antonio,TX,78205,45,false
SUP0403,Urban Beverage Dist 403,dry_goods,Daniel Miller,orders403@supplier15.example.com,(467) 509-6091,Miami,FL,33101,30,false
SUP0404,FireOven Packaging 404,equipment,Aiden Rodriguez,orders404@supplier16.example.com,(899) 986-4268,Miami,FL,33101,45,false
SUP0405,Coastal Seafoods 405,meat,Henry Garcia,orders405@supplier17.example.com,(504) 780-8555,Chicago,IL,60601,30,false
SUP0406,Urban Beverage Dist 406,dairy,Isabella King,orders406@supplier18.example.com,(652) 910-6132,Columbus,OH,43215,45,false
SUP0407,Artisan Cheese Works 407,dry_goods,Grace Robinson,orders407@supplier19.example.com,(228) 772-1432,Seattle,WA,98101,60,false
SUP0408,GreenLeaf Produce 408,equipment,James Nguyen,orders408@supplier20.example.com,(724) 582-3085,Houston,TX,77002,45,false
SUP0409,Urban Beverage Dist 409,produce,Daniel Smith,orders409@supplier21.example.com,(673) 981-9487,Charlotte,NC,28202,60,true
SUP0410,Valley Farms Dairy 410,meat,Samuel Miller,orders410@supplier22.example.com,(541) 808-2595,Dallas,TX,75201,45,false
SUP0411,FireOven Packaging 411,equipment,Noah Davis,orders411@supplier23.example.com,(958) 798-9369,Tampa,FL,33602,15,true
